SA1_internal_2021	AustCitizen	persons
32436	0	65
32436	1	609
32437	0	35
32437	1	313
32438	0	69
32438	1	328
32439	0	62
32439	1	392
32440	0	131
32440	1	530
32441	0	93
32441	1	452
32442	0	99
32442	1	539
32443	0	82
32443	1	436
32444	0	55
32444	1	311
32445	0	85
32445	1	473
32446	0	48
32446	1	444
32447	0	97
32447	1	347
32448	0	75
32448	1	358
32449	0	36
32449	1	337
32450	0	66
32450	1	294
32451	0	107
32451	1	495
32452	0	36
32452	1	200
32453	0	169
32453	1	754
32454	0	28
32454	1	224
32455	0	98
32455	1	432
32456	0	92
32456	1	419
32457	0	35
32457	1	151
32458	0	61
32458	1	286
32459	0	57
32459	1	362
32460	0	97
32460	1	608
32461	0	59
32461	1	222
32462	0	56
32462	1	305
32463	0	77
32463	1	361
32464	0	44
32464	1	246
32465	0	76
32465	1	382
32466	0	54
32466	1	359
32467	0	45
32467	1	335
32468	0	80
32468	1	60
32469	0	94
32469	1	295
32470	0	39
32470	1	152
32471	0	39
32471	1	279
32472	0	80
32472	1	240
32473	0	65
32473	1	374
32474	0	38
32474	1	178
32475	0	61
32475	1	501
32476	0	114
32476	1	379
32477	0	140
32477	1	490
32478	0	22
32478	1	40
32479	0	42
32479	1	188
32480	0	34
32480	1	279
32481	0	142
32481	1	445
32482	0	13
32482	1	314
32483	0	38
32483	1	314
32484	0	52
32484	1	436
32485	0	116
32485	1	459
32486	0	92
32486	1	560
32487	0	131
32487	1	451
32488	0	218
32488	1	756
32489	0	66
32489	1	334
32490	0	72
32490	1	277
32491	0	32
32491	1	274
32492	0	238
32492	1	696
32493	0	57
32493	1	449
32494	0	42
32494	1	483
32495	0	0
32495	1	6
32496	0	134
32496	1	268
32497	0	27
32497	1	330
32498	0	86
32498	1	261
32499	0	188
32499	1	412
32500	0	182
32500	1	391
32501	0	76
32501	1	257
32502	0	368
32502	1	501
32503	0	249
32503	1	496
32504	0	165
32504	1	383
32505	0	0
32505	1	0
32506	0	246
32506	1	493
32507	0	126
32507	1	442
32508	0	123
32508	1	361
32509	0	227
32509	1	422
32510	0	94
32510	1	287
32511	0	23
32511	1	234
32512	0	36
32512	1	577
32513	0	26
32513	1	138
32514	0	20
32514	1	322
32515	0	0
32515	1	0
32516	0	0
32516	1	0
32517	0	28
32517	1	134
32518	0	24
32518	1	167
32519	0	34
32519	1	563
32520	0	23
32520	1	315
32521	0	21
32521	1	307
32522	0	130
32522	1	637
32523	0	85
32523	1	664
32524	0	101
32524	1	448
32525	0	126
32525	1	590
32526	0	44
32526	1	353
32527	0	62
32527	1	304
32528	0	99
32528	1	719
32529	0	229
32529	1	854
32530	0	76
32530	1	288
32531	0	157
32531	1	635
32532	0	119
32532	1	454
32533	0	34
32533	1	172
32534	0	81
32534	1	298
32535	0	64
32535	1	380
32536	0	67
32536	1	431
32537	0	101
32537	1	500
32538	0	146
32538	1	655
32539	0	38
32539	1	554
32540	0	64
32540	1	652
32541	0	29
32541	1	263
32542	0	23
32542	1	268
32543	0	35
32543	1	410
32544	0	21
32544	1	303
32545	0	67
32545	1	480
32546	0	32
32546	1	367
32547	0	19
32547	1	432
32548	0	35
32548	1	431
32549	0	35
32549	1	168
32550	0	56
32550	1	655
32551	0	35
32551	1	472
32552	0	33
32552	1	314
32553	0	22
32553	1	217
32554	0	35
32554	1	375
32555	0	16
32555	1	279
32556	0	47
32556	1	741
32557	0	31
32557	1	470
32558	0	47
32558	1	333
32559	0	105
32559	1	565
32560	0	15
32560	1	345
32561	0	33
32561	1	273
32562	0	45
32562	1	398
32563	0	61
32563	1	323
32564	0	99
32564	1	487
32565	0	70
32565	1	406
32566	0	117
32566	1	496
32567	0	25
32567	1	295
32568	0	79
32568	1	386
32569	0	64
32569	1	361
32570	0	34
32570	1	345
32571	0	25
32571	1	288
32572	0	42
32572	1	396
32573	0	31
32573	1	359
32574	0	48
32574	1	313
32575	0	45
32575	1	307
32576	0	63
32576	1	477
32577	0	43
32577	1	394
32578	0	50
32578	1	513
32579	0	53
32579	1	419
32580	0	26
32580	1	181
32581	0	47
32581	1	364
32582	0	33
32582	1	307
32583	0	75
32583	1	308
32584	0	108
32584	1	404
32585	0	87
32585	1	342
32586	0	16
32586	1	284
32587	0	145
32587	1	329
32588	0	55
32588	1	349
32589	0	91
32589	1	508
32590	0	53
32590	1	452
32591	0	62
32591	1	329
32592	0	99
32592	1	487
32593	0	70
32593	1	426
32594	0	38
32594	1	425
32595	0	56
32595	1	384
32596	0	51
32596	1	395
32597	0	49
32597	1	500
32598	0	62
32598	1	302
32599	0	37
32599	1	248
32600	0	32
32600	1	176
32601	0	39
32601	1	254
32602	0	49
32602	1	501
32603	0	106
32603	1	396
32604	0	83
32604	1	270
32605	0	93
32605	1	327
32606	0	65
32606	1	219
32607	0	78
32607	1	263
32608	0	0
32608	1	16
32609	0	118
32609	1	433
32610	0	56
32610	1	268
32611	0	143
32611	1	422
32612	0	90
32612	1	269
32613	0	48
32613	1	162
32614	0	69
32614	1	252
32615	0	67
32615	1	399
32616	0	48
32616	1	219
32617	0	34
32617	1	370
32618	0	73
32618	1	304
32619	0	52
32619	1	237
32620	0	82
32620	1	357
32621	0	89
32621	1	241
32622	0	139
32622	1	423
32623	0	92
32623	1	414
32624	0	99
32624	1	184
32625	0	126
32625	1	390
32626	0	75
32626	1	275
32627	0	176
32627	1	444
32628	0	98
32628	1	348
32629	0	192
32629	1	466
32630	0	290
32630	1	666
32631	0	128
32631	1	505
32632	0	120
32632	1	284
32633	0	143
32633	1	479
32634	0	145
32634	1	229
32635	0	31
32635	1	135
32636	0	107
32636	1	211
32637	0	113
32637	1	545
32638	0	262
32638	1	378
32639	0	72
32639	1	217
32640	0	126
32640	1	409
32641	0	152
32641	1	413
32642	0	229
32642	1	545
32643	0	97
32643	1	351
32644	0	113
32644	1	282
32645	0	74
32645	1	366
32646	0	75
32646	1	303
32647	0	106
32647	1	270
32648	0	97
32648	1	423
32649	0	168
32649	1	386
32650	0	99
32650	1	447
32651	0	101
32651	1	233
32652	0	63
32652	1	218
32653	0	136
32653	1	395
32654	0	94
32654	1	330
32655	0	89
32655	1	309
32656	0	135
32656	1	289
32657	0	70
32657	1	156
32658	0	84
32658	1	198
32659	0	128
32659	1	173
32660	0	80
32660	1	343
32661	0	57
32661	1	262
32662	0	144
32662	1	561
32663	0	109
32663	1	314
32664	0	125
32664	1	446
32665	0	53
32665	1	242
32666	0	76
32666	1	227
32667	0	97
32667	1	333
32668	0	52
32668	1	210
32669	0	150
32669	1	301
32670	0	77
32670	1	227
32671	0	64
32671	1	325
32672	0	46
32672	1	243
32673	0	46
32673	1	400
32674	0	109
32674	1	374
32675	0	49
32675	1	242
32676	0	78
32676	1	290
32677	0	79
32677	1	297
32678	0	153
32678	1	345
32679	0	71
32679	1	226
32680	0	57
32680	1	305
32681	0	98
32681	1	369
32682	0	99
32682	1	266
32683	0	90
32683	1	450
32684	0	0
32684	1	9
32685	0	38
32685	1	377
32686	0	56
32686	1	298
32687	0	76
32687	1	361
32688	0	61
32688	1	359
32689	0	50
32689	1	395
32690	0	55
32690	1	335
32691	0	36
32691	1	411
32692	0	38
32692	1	269
32693	0	41
32693	1	313
32694	0	58
32694	1	242
32695	0	72
32695	1	377
32696	0	28
32696	1	251
32697	0	42
32697	1	188
32698	0	37
32698	1	302
32699	0	71
32699	1	361
32700	0	52
32700	1	282
32701	0	78
32701	1	386
32702	0	54
32702	1	224
32703	0	53
32703	1	266
32704	0	44
32704	1	287
32705	0	93
32705	1	339
32706	0	72
32706	1	255
32707	0	60
32707	1	390
32708	0	54
32708	1	201
32709	0	205
32709	1	466
32710	0	200
32710	1	428
32711	0	102
32711	1	265
32712	0	128
32712	1	317
32713	0	95
32713	1	354
32714	0	68
32714	1	279
32715	0	67
32715	1	249
32716	0	110
32716	1	343
32717	0	75
32717	1	305
32718	0	74
32718	1	314
32719	0	106
32719	1	261
32720	0	165
32720	1	251
32721	0	167
32721	1	268
32722	0	131
32722	1	251
32723	0	178
32723	1	193
32724	0	56
32724	1	128
32725	0	109
32725	1	371
32726	0	91
32726	1	299
32727	0	106
32727	1	292
32728	0	62
32728	1	162
32729	0	74
32729	1	287
32730	0	55
32730	1	208
32731	0	78
32731	1	230
32732	0	58
32732	1	264
32733	0	99
32733	1	337
32734	0	58
32734	1	162
32735	0	98
32735	1	306
32736	0	85
32736	1	262
32737	0	89
32737	1	207
32738	0	91
32738	1	367
32739	0	87
32739	1	401
32740	0	44
32740	1	272
32741	0	80
32741	1	320
32742	0	93
32742	1	316
32743	0	88
32743	1	452
32744	0	64
32744	1	247
32745	0	44
32745	1	226
32746	0	45
32746	1	254
32747	0	97
32747	1	244
32748	0	64
32748	1	271
32749	0	160
32749	1	277
32750	0	72
32750	1	244
32751	0	70
32751	1	282
32752	0	45
32752	1	151
32753	0	158
32753	1	318
32754	0	116
32754	1	299
32755	0	152
32755	1	298
32756	0	67
32756	1	254
32757	0	63
32757	1	256
32758	0	56
32758	1	206
32759	0	225
32759	1	203
32760	0	348
32760	1	315
32761	0	187
32761	1	192
32762	0	3
32762	1	10
32763	0	221
32763	1	304
32764	0	61
32764	1	44
32765	0	156
32765	1	296
32766	0	200
32766	1	281
32767	0	125
32767	1	209
32768	0	132
32768	1	198
32769	0	84
32769	1	195
32770	0	187
32770	1	280
32771	0	132
32771	1	284
32772	0	234
32772	1	360
32773	0	217
32773	1	240
32774	0	161
32774	1	428
32775	0	136
32775	1	268
32776	0	234
32776	1	427
32777	0	118
32777	1	275
32778	0	208
32778	1	243
32779	0	164
32779	1	122
32780	0	333
32780	1	296
32781	0	256
32781	1	402
32782	0	177
32782	1	363
32783	0	253
32783	1	282
32784	0	105
32784	1	276
32785	0	32
32785	1	301
32786	0	33
32786	1	411
32787	0	0
32787	1	0
32788	0	100
32788	1	414
32789	0	17
32789	1	52
32790	0	55
32790	1	347
32791	0	125
32791	1	378
32792	0	58
32792	1	290
32793	0	92
32793	1	466
32794	0	78
32794	1	351
32795	0	95
32795	1	428
32796	0	27
32796	1	234
32797	0	20
32797	1	248
32798	0	94
32798	1	313
32799	0	115
32799	1	453
32800	0	155
32800	1	370
32801	0	1
32801	1	11
32802	0	85
32802	1	289
32803	0	45
32803	1	202
32804	0	107
32804	1	348
32805	0	207
32805	1	398
32806	0	159
32806	1	388
32807	0	79
32807	1	635
32808	0	51
32808	1	737
32809	0	30
32809	1	277
32810	0	56
32810	1	295
32811	0	166
32811	1	266
32812	0	158
32812	1	257
32813	0	180
32813	1	395
32814	0	169
32814	1	245
32815	0	125
32815	1	321
32816	0	25
32816	1	206
32817	0	76
32817	1	336
32818	0	0
32818	1	0
32819	0	197
32819	1	395
32820	0	162
32820	1	236
32821	0	37
32821	1	242
32822	0	194
32822	1	276
32823	0	196
32823	1	270
32824	0	35
32824	1	300
32825	0	93
32825	1	201
32826	0	165
32826	1	307
32827	0	296
32827	1	646
32828	0	148
32828	1	562
32829	0	126
32829	1	356
32830	0	124
32830	1	301
32831	0	152
32831	1	608
32832	0	132
32832	1	649
32833	0	120
32833	1	361
32834	0	181
32834	1	548
32835	0	201
32835	1	425
32836	0	140
32836	1	343
32837	0	58
32837	1	205
32838	0	0
32838	1	0
32839	0	115
32839	1	141
32840	0	217
32840	1	332
32841	0	185
32841	1	245
32842	0	154
32842	1	427
32843	0	91
32843	1	297
32844	0	346
32844	1	366
32845	0	162
32845	1	268
32846	0	128
32846	1	195
32847	0	112
32847	1	372
32848	0	116
32848	1	257
32849	0	176
32849	1	307
32850	0	116
32850	1	196
32851	0	162
32851	1	227
32852	0	367
32852	1	365
32853	0	287
32853	1	327
32854	0	107
32854	1	206
32855	0	55
32855	1	308
32856	0	245
32856	1	314
32857	0	122
32857	1	302
32858	0	0
32858	1	0
32859	0	119
32859	1	282
32860	0	220
32860	1	272
32861	0	127
32861	1	166
32862	0	162
32862	1	256
32863	0	77
32863	1	318
32864	0	0
32864	1	0
32865	0	0
32865	1	0
32866	0	246
32866	1	433
32867	0	100
32867	1	301
32868	0	98
32868	1	262
32869	0	183
32869	1	237
32870	0	217
32870	1	455
32871	0	180
32871	1	500
32872	0	315
32872	1	581
32873	0	141
32873	1	397
32874	0	119
32874	1	376
32875	0	241
32875	1	563
32876	0	215
32876	1	595
32877	0	118
32877	1	403
32878	0	140
32878	1	514
32879	0	249
32879	1	554
32880	0	247
32880	1	473
32881	0	228
32881	1	379
32882	0	231
32882	1	465
32883	0	201
32883	1	383
32884	0	275
32884	1	440
32885	0	165
32885	1	208
32886	0	224
32886	1	455
32887	0	139
32887	1	328
32888	0	204
32888	1	422
32889	0	211
32889	1	392
32890	0	236
32890	1	383
32891	0	177
32891	1	283
32892	0	122
32892	1	250
32893	0	212
32893	1	332
32894	0	301
32894	1	321
32895	0	175
32895	1	236
32896	0	162
32896	1	328
32897	0	173
32897	1	301
32898	0	196
32898	1	270
32899	0	236
32899	1	277
32900	0	208
32900	1	376
32901	0	275
32901	1	306
32902	0	1
32902	1	20
32903	0	94
32903	1	328
32904	0	32
32904	1	308
32905	0	106
32905	1	427
32906	0	120
32906	1	279
32907	0	224
32907	1	481
32908	0	152
32908	1	427
32909	0	91
32909	1	296
32910	0	66
32910	1	270
32911	0	196
32911	1	373
32912	0	91
32912	1	299
32913	0	74
32913	1	361
32914	0	109
32914	1	275
32915	0	125
32915	1	476
32916	0	0
32916	1	0
32917	0	47
32917	1	302
32918	0	113
32918	1	232
32919	0	157
32919	1	254
32920	0	118
32920	1	523
32921	0	172
32921	1	334
32922	0	69
32922	1	232
32923	0	64
32923	1	212
32924	0	39
32924	1	205
32925	0	44
32925	1	212
32926	0	71
32926	1	406
32927	0	95
32927	1	239
32928	0	157
32928	1	366
32929	0	210
32929	1	147
32930	0	73
32930	1	260
32931	0	33
32931	1	226
32932	0	82
32932	1	310
32933	0	36
32933	1	283
32934	0	183
32934	1	407
32935	0	87
32935	1	261
32936	0	140
32936	1	384
32937	0	27
32937	1	258
32938	0	69
32938	1	224
32939	0	39
32939	1	190
32940	0	21
32940	1	338
32941	0	58
32941	1	253
32942	0	45
32942	1	221
32943	0	76
32943	1	166
32944	0	96
32944	1	262
32945	0	80
32945	1	382
32946	0	147
32946	1	432
32947	0	161
32947	1	410
32948	0	119
32948	1	248
32949	0	66
32949	1	211
32950	0	81
32950	1	461
32951	0	84
32951	1	384
32952	0	73
32952	1	363
32953	0	100
32953	1	293
32954	0	97
32954	1	361
32955	0	13
32955	1	463
32956	0	46
32956	1	393
32957	0	37
32957	1	255
32958	0	32
32958	1	338
32959	0	81
32959	1	253
32960	0	48
32960	1	370
32961	0	87
32961	1	441
32962	0	50
32962	1	310
32963	0	72
32963	1	380
32964	0	0
32964	1	3
32965	0	128
32965	1	483
32966	0	41
32966	1	219
32967	0	59
32967	1	228
32968	0	28
32968	1	266
32969	0	60
32969	1	314
32970	0	81
32970	1	279
32971	0	103
32971	1	368
32972	0	92
32972	1	316
32973	0	58
32973	1	279
32974	0	21
32974	1	246
32975	0	33
32975	1	304
32976	0	80
32976	1	333
32977	0	5
32977	1	313
32978	0	47
32978	1	238
32979	0	125
32979	1	208
32980	0	29
32980	1	66
32981	0	85
32981	1	215
32982	0	148
32982	1	350
32983	0	65
32983	1	202
32984	0	103
32984	1	273
32985	0	124
32985	1	207
32986	0	52
32986	1	279
32987	0	16
32987	1	57
32988	0	168
32988	1	340
32989	0	89
32989	1	170
32990	0	103
32990	1	308
32991	0	32
32991	1	118
32992	0	81
32992	1	386
32993	0	39
32993	1	114
32994	0	0
32994	1	0
32995	0	147
32995	1	281
32996	0	61
32996	1	189
32997	0	118
32997	1	253
32998	0	103
32998	1	194
32999	0	26
32999	1	60
33000	0	98
33000	1	194
33001	0	72
33001	1	341
33002	0	55
33002	1	326
33003	0	132
33003	1	296
33004	0	121
33004	1	221
33005	0	157
33005	1	444
33006	0	149
33006	1	373
33007	0	49
33007	1	171
33008	0	27
33008	1	73
33009	0	137
33009	1	349
33010	0	112
33010	1	216
33011	0	62
33011	1	171
33012	0	125
33012	1	278
33013	0	197
33013	1	345
33014	0	47
33014	1	217
33015	0	109
33015	1	236
33016	0	108
33016	1	385
33017	0	247
33017	1	341
33018	0	114
33018	1	286
33019	0	2
33019	1	4
33020	0	158
33020	1	314
33021	0	184
33021	1	444
33022	0	79
33022	1	317
33023	0	78
33023	1	309
33024	0	26
33024	1	102
33025	0	144
33025	1	233
33026	0	214
33026	1	490
33027	0	156
33027	1	395
33028	0	188
33028	1	455
33029	0	79
33029	1	267
33030	0	110
33030	1	239
33031	0	125
33031	1	365
33032	0	122
33032	1	292
33033	0	214
33033	1	348
33034	0	213
33034	1	496
33035	0	216
33035	1	478
33036	0	120
33036	1	419
33037	0	129
33037	1	218
33038	0	114
33038	1	272
33039	0	160
33039	1	506
33040	0	60
33040	1	259
33041	0	84
33041	1	440
33042	0	93
33042	1	298
33043	0	68
33043	1	102
33044	0	79
33044	1	345
33045	0	78
33045	1	277
33046	0	47
33046	1	272
33047	0	57
33047	1	281
33048	0	40
33048	1	373
33049	0	84
33049	1	316
33050	0	129
33050	1	207
33051	0	139
33051	1	555
33052	0	71
33052	1	374
33053	0	40
33053	1	221
33054	0	104
33054	1	362
33055	0	123
33055	1	335
33056	0	119
33056	1	401
33057	0	111
33057	1	346
33058	0	56
33058	1	256
33059	0	160
33059	1	477
33060	0	188
33060	1	386
33061	0	94
33061	1	310
33062	0	59
33062	1	270
33063	0	135
33063	1	351
33064	0	82
33064	1	418
33065	0	96
33065	1	303
33066	0	23
33066	1	206
33067	0	88
33067	1	502
33068	0	3
33068	1	0
33069	0	125
33069	1	415
33070	0	47
33070	1	336
33071	0	47
33071	1	431
33072	0	76
33072	1	253
33073	0	106
33073	1	262
33074	0	153
33074	1	409
33075	0	105
33075	1	337
33076	0	144
33076	1	385
33077	0	228
33077	1	507
33078	0	140
33078	1	265
33079	0	108
33079	1	287
33080	0	117
33080	1	342
33081	0	92
33081	1	231
33082	0	146
33082	1	446
33083	0	90
33083	1	384
33084	0	88
33084	1	283
33085	0	229
33085	1	428
33086	0	174
33086	1	251
33087	0	155
33087	1	438
33088	0	160
33088	1	354
33089	0	113
33089	1	288
33090	0	98
33090	1	329
33091	0	121
33091	1	264
33092	0	158
33092	1	354
33093	0	113
33093	1	247
33094	0	133
33094	1	317
33095	0	165
33095	1	372
33096	0	33
33096	1	193
33097	0	154
33097	1	131
33098	0	108
33098	1	129
33099	0	161
33099	1	252
33100	0	176
33100	1	336
33101	0	193
33101	1	162
33102	0	142
33102	1	266
33103	0	168
33103	1	260
33104	0	96
33104	1	163
33105	0	222
33105	1	242
33106	0	111
33106	1	134
33107	0	199
33107	1	344
33108	0	253
33108	1	384
33109	0	127
33109	1	165
33110	0	287
33110	1	433
33111	0	310
33111	1	380
33112	0	204
33112	1	421
33113	0	153
33113	1	270
33114	0	145
33114	1	230
33115	0	194
33115	1	453
33116	0	283
33116	1	340
33117	0	172
33117	1	463
33118	0	134
33118	1	218
33119	0	25
33119	1	163
33120	0	201
33120	1	337
33121	0	228
33121	1	375
33122	0	209
33122	1	349
33123	0	43
33123	1	285
33124	0	107
33124	1	452
33125	0	130
33125	1	351
33126	0	131
33126	1	377
33127	0	466
33127	1	449
33128	0	235
33128	1	474
33129	0	101
33129	1	289
33130	0	145
33130	1	361
33131	0	291
33131	1	393
33132	0	266
33132	1	350
33133	0	76
33133	1	374
33134	0	136
33134	1	292
33135	0	135
33135	1	297
33136	0	163
33136	1	350
33137	0	134
33137	1	359
33138	0	153
33138	1	396
33139	0	393
33139	1	399
33140	0	256
33140	1	464
33141	0	174
33141	1	541
33142	0	149
33142	1	429
33143	0	286
33143	1	457
33144	0	202
33144	1	211
33145	0	326
33145	1	460
33146	0	254
33146	1	506
33147	0	255
33147	1	421
33148	0	157
33148	1	299
33149	0	201
33149	1	374
33150	0	117
33150	1	471
33151	0	81
33151	1	261
33152	0	205
33152	1	268
33153	0	203
33153	1	298
33154	0	225
33154	1	307
33155	0	195
33155	1	455
33156	0	175
33156	1	376
33157	0	219
33157	1	359
33158	0	163
33158	1	498
33159	0	45
33159	1	273
33160	0	161
33160	1	341
33161	0	231
33161	1	540
33162	0	171
33162	1	258
33163	0	86
33163	1	338
33164	0	190
33164	1	402
33165	0	77
33165	1	346
33166	0	188
33166	1	329
33167	0	256
33167	1	241
33168	0	144
33168	1	378
33169	0	203
33169	1	260
33170	0	100
33170	1	143
33171	0	183
33171	1	226
33172	0	185
33172	1	396
33173	0	264
33173	1	427
33174	0	234
33174	1	361
33175	0	255
33175	1	265
33176	0	415
33176	1	473
33177	0	171
33177	1	277
33178	0	54
33178	1	72
33179	0	317
33179	1	321
33180	0	267
33180	1	300
33181	0	92
33181	1	342
33182	0	98
33182	1	310
33183	0	65
33183	1	372
33184	0	133
33184	1	349
33185	0	114
33185	1	267
33186	0	45
33186	1	261
33187	0	46
33187	1	310
33188	0	169
33188	1	441
33189	0	107
33189	1	329
33190	0	122
33190	1	253
33191	0	178
33191	1	282
33192	0	235
33192	1	546
33193	0	241
33193	1	450
33194	0	100
33194	1	419
33195	0	124
33195	1	379
33196	0	120
33196	1	350
33197	0	174
33197	1	402
33198	0	135
33198	1	507
33199	0	85
33199	1	487
33200	0	245
33200	1	414
33201	0	132
33201	1	356
33202	0	94
33202	1	286
33203	0	33
33203	1	188
33204	0	63
33204	1	199
33205	0	0
33205	1	0
33206	0	327
33206	1	666
33207	0	116
33207	1	238
33208	0	230
33208	1	383
33209	0	970
33209	1	0
33210	0	523
33210	1	577
33211	0	141
33211	1	269
33212	0	8
33212	1	9
33213	0	339
33213	1	408
33214	0	227
33214	1	262
33215	0	196
33215	1	231
33216	0	313
33216	1	498
33217	0	195
33217	1	477
33218	0	345
33218	1	464
33219	0	304
33219	1	367
33220	0	181
33220	1	384
33221	0	242
33221	1	404
33222	0	112
33222	1	144
33223	0	221
33223	1	415
33224	0	175
33224	1	343
33225	0	130
33225	1	200
33226	0	117
33226	1	324
33227	0	111
33227	1	202
33228	0	178
33228	1	274
33229	0	129
33229	1	292
33230	0	200
33230	1	333
33231	0	149
33231	1	397
33232	0	166
33232	1	276
33233	0	150
33233	1	342
33234	0	202
33234	1	335
33235	0	213
33235	1	327
33236	0	138
33236	1	300
33237	0	243
33237	1	397
33238	0	147
33238	1	212
33239	0	103
33239	1	376
33240	0	252
33240	1	442
33241	0	99
33241	1	452
33242	0	178
33242	1	309
33243	0	260
33243	1	448
33244	0	158
33244	1	156
33245	0	116
33245	1	450
33246	0	131
33246	1	518
33247	0	256
33247	1	259
33248	0	211
33248	1	362
33249	0	97
33249	1	373
33250	0	206
33250	1	358
33251	0	245
33251	1	408
33252	0	40
33252	1	64
33253	0	299
33253	1	448
33254	0	234
33254	1	394
33255	0	136
33255	1	401
33256	0	201
33256	1	585
33257	0	169
33257	1	433
33258	0	148
33258	1	379
33259	0	234
33259	1	418
33260	0	187
33260	1	233
33261	0	272
33261	1	460
33262	0	41
33262	1	322
33263	0	278
33263	1	615
33264	0	228
33264	1	392
33265	0	101
33265	1	299
33266	0	113
33266	1	286
33267	0	144
33267	1	159
33268	0	192
33268	1	345
33269	0	147
33269	1	280
33270	0	262
33270	1	663
33271	0	135
33271	1	302
33272	0	194
33272	1	542
33273	0	285
33273	1	270
33274	0	136
33274	1	325
33275	0	69
33275	1	314
33276	0	122
33276	1	352
33277	0	259
33277	1	476
33278	0	141
33278	1	431
33279	0	41
33279	1	328
33280	0	177
33280	1	449
33281	0	0
33281	1	8
33282	0	0
33282	1	0
33283	0	107
33283	1	356
33284	0	119
33284	1	260
33285	0	144
33285	1	300
33286	0	120
33286	1	216
33287	0	147
33287	1	189
33288	0	56
33288	1	281
33289	0	188
33289	1	341
33290	0	90
33290	1	303
33291	0	135
33291	1	209
33292	0	128
33292	1	276
33293	0	143
33293	1	187
33294	0	63
33294	1	266
33295	0	111
33295	1	259
33296	0	162
33296	1	250
33297	0	147
33297	1	541
33298	0	117
33298	1	454
33299	0	18
33299	1	180
33300	0	66
33300	1	269
33301	0	111
33301	1	325
33302	0	46
33302	1	289
33303	0	68
33303	1	286
33304	0	83
33304	1	439
33305	0	27
33305	1	192
33306	0	38
33306	1	258
33307	0	46
33307	1	253
33308	0	135
33308	1	283
33309	0	65
33309	1	344
33310	0	121
33310	1	370
33311	0	20
33311	1	265
33312	0	63
33312	1	194
33313	0	66
33313	1	271
33314	0	36
33314	1	258
33315	0	74
33315	1	473
33316	0	97
33316	1	387
33317	0	17
33317	1	214
33318	0	53
33318	1	238
33319	0	67
33319	1	286
33320	0	60
33320	1	227
33321	0	230
33321	1	548
33322	0	54
33322	1	175
33323	0	148
33323	1	431
33324	0	55
33324	1	157
33325	0	0
33325	1	0
33326	0	60
33326	1	278
33327	0	32
33327	1	306
33328	0	40
33328	1	236
33329	0	242
33329	1	715
33330	0	53
33330	1	273
33331	0	99
33331	1	460
33332	0	34
33332	1	263
33333	0	38
33333	1	297
33334	0	66
33334	1	450
33335	0	54
33335	1	391
33336	0	89
33336	1	595
33337	0	58
33337	1	485
33338	0	85
33338	1	729
33339	0	99
33339	1	608
33340	0	62
33340	1	440
33341	0	27
33341	1	238
33342	0	54
33342	1	374
33343	0	68
33343	1	352
33344	0	43
33344	1	327
33345	0	78
33345	1	624
33346	0	53
33346	1	351
33347	0	28
33347	1	260
33348	0	42
33348	1	327
33349	0	0
33349	1	0
33350	0	4
33350	1	4
33351	0	4
33351	1	10
33352	0	3
33352	1	13
33353	0	0
33353	1	0
33354	0	57
33354	1	265
33355	0	88
33355	1	500
33356	0	41
33356	1	257
33357	0	42
33357	1	325
33358	0	36
33358	1	311
33359	0	51
33359	1	318
33360	0	19
33360	1	181
33361	0	11
33361	1	174
33362	0	32
33362	1	404
33363	0	53
33363	1	350
33364	0	65
33364	1	451
33365	0	43
33365	1	306
33366	0	96
33366	1	450
33367	0	69
33367	1	308
33368	0	115
33368	1	387
33369	0	60
33369	1	505
33370	0	55
33370	1	336
33371	0	60
33371	1	251
33372	0	-1
33372	1	9
33373	0	54
33373	1	422
33374	0	79
33374	1	356
33375	0	77
33375	1	439
33376	0	76
33376	1	441
33377	0	102
33377	1	537
33378	0	55
33378	1	289
33379	0	40
33379	1	422
33380	0	77
33380	1	384
33381	0	81
33381	1	422
33382	0	79
33382	1	481
33383	0	50
33383	1	501
33384	0	59
33384	1	423
33385	0	58
33385	1	339
33386	0	65
33386	1	347
33387	0	73
33387	1	459
33388	0	49
33388	1	327
33389	0	18
33389	1	359
33390	0	27
33390	1	257
33391	0	63
33391	1	382
33392	0	52
33392	1	285
33393	0	135
33393	1	657
33394	0	81
33394	1	326
33395	0	110
33395	1	327
33396	0	85
33396	1	487
33397	0	75
33397	1	345
33398	0	55
33398	1	290
33399	0	27
33399	1	289
33400	0	89
33400	1	355
33401	0	54
33401	1	425
33402	0	71
33402	1	328
33403	0	49
33403	1	416
33404	0	56
33404	1	386
33405	0	52
33405	1	438
33406	0	36
33406	1	278
33407	0	91
33407	1	503
33408	0	44
33408	1	454
33409	0	106
33409	1	301
33410	0	78
33410	1	423
33411	0	83
33411	1	433
33412	0	59
33412	1	304
33413	0	47
33413	1	278
33414	0	38
33414	1	290
33415	0	122
33415	1	414
33416	0	101
33416	1	304
33417	0	112
33417	1	415
33418	0	98
33418	1	400
33419	0	42
33419	1	251
33420	0	52
33420	1	413
33421	0	93
33421	1	426
33422	0	78
33422	1	410
33423	0	28
33423	1	199
33424	0	49
33424	1	425
33425	0	73
33425	1	280
33426	0	32
33426	1	207
33427	0	63
33427	1	278
33428	0	24
33428	1	416
33429	0	60
33429	1	384
33430	0	56
33430	1	317
33431	0	39
33431	1	344
33432	0	72
33432	1	443
33433	0	37
33433	1	371
33434	0	41
