SA1_internal_2021	medianRent
371	16640
372	
373	17160
374	11544
375	15600
376	16120
377	17940
378	19760
379	22360
380	14040
381	24180
382	23400
383	21840
384	19240
385	17160
386	15600
387	18460
388	23400
389	20800
390	18720
391	16640
392	19500
393	13000
394	19500
395	10920
396	21840
397	21840
398	13000
399	16380
400	18720
401	
402	15600
403	18200
404	14560
405	15964
406	15860
407	13520
408	18460
409	15600
410	17160
411	11440
412	20800
413	7800
414	16900
415	18980
416	16640
417	17680
418	13000
419	18200
420	14456
421	14820
422	18200
423	11856
424	17680
425	18720
426	18720
427	10400
428	18200
429	12220
430	14300
431	13000
432	14560
433	15080
434	17316
435	15080
436	19916
437	13000
438	
439	14040
440	20540
441	
442	
443	
444	17680
445	15600
446	16900
447	12480
448	18720
449	19032
450	16380
451	16588
452	13000
453	14040
454	9880
455	14820
456	15600
457	17680
458	20800
459	15496
460	17420
461	15600
462	15600
463	16640
464	9360
465	14300
466	15496
467	22360
468	18720
469	16900
470	19916
471	15600
472	24700
473	17420
474	15600
475	16120
476	21840
477	17420
478	9360
479	19240
480	10920
481	15340
482	15600
483	18200
484	16640
485	17680
486	21060
487	14560
488	17680
489	16640
490	13780
491	13780
492	16276
493	10608
494	18720
495	15600
496	17160
497	16120
498	16640
499	18720
500	17160
501	15600
502	22360
503	18200
504	13416
505	21840
506	18200
507	17680
508	7280
509	18720
510	8944
511	22880
512	13520
513	15600
514	24700
515	17160
516	18200
517	18200
518	18200
519	9932
520	16120
521	
522	21840
523	
524	20540
525	21580
526	23660
527	19916
528	21840
529	10816
530	14404
531	15600
532	13000
533	18200
534	15600
535	10764
536	12740
537	14560
538	16640
539	13000
540	14404
541	17160
542	17160
543	8580
544	15600
545	20020
546	15600
547	20020
548	13520
549	14040
550	14404
551	11960
552	21320
553	21840
554	15080
555	11856
556	15600
557	17420
558	15080
559	9828
560	12480
561	20280
562	15600
563	15600
564	17160
565	15600
566	18980
567	18720
568	15340
569	23400
570	17160
571	17940
572	17680
573	18720
574	13000
575	10400
576	21320
577	13416
578	11180
579	15600
580	10556
581	8840
582	18200
583	23400
584	20280
585	13780
586	19760
587	19240
588	27456
589	
590	19032
591	35100
592	14040
593	18200
594	26000
595	30160
596	24700
597	23400
598	20800
599	16380
600	15600
601	23400
602	30420
603	34840
604	28600
605	28912
606	20436
607	25740
608	20540
609	33020
610	14820
611	28756
612	38480
613	19760
614	11960
615	13000
616	14560
617	12896
618	12480
619	17576
620	11440
621	11960
622	10400
623	18720
624	13520
625	9724
626	13000
627	14040
628	13260
629	14040
630	13520
631	12896
632	13000
633	9724
634	17420
635	14456
636	12636
637	16640
638	10400
639	12740
640	13000
641	17420
642	11596
643	15600
644	2600
645	11440
646	10400
647	12480
648	13520
649	13000
650	5720
651	10400
652	14040
653	10400
654	10400
655	10920
656	11700
657	12740
658	13000
659	11700
660	8320
661	12740
662	9880
663	13000
664	18200
665	10400
666	
667	28340
668	27040
669	25740
670	28080
671	25116
672	28080
673	35100
674	29640
675	26780
676	27040
677	26000
678	26260
679	26000
680	20800
681	29900
682	23920
683	27820
684	28600
685	31980
686	21580
687	23400
688	24960
689	21320
690	23400
691	31980
692	34060
693	13000
694	23140
695	28600
696	23556
697	27820
698	31200
699	20800
700	23036
701	25636
702	22360
703	15600
704	
705	28600
706	21840
707	30160
708	22360
709	26000
710	23920
711	16120
712	19500
713	18200
714	19656
715	28600
716	18200
717	20800
718	28600
719	20020
720	13000
721	13000
722	20280
723	14560
724	23400
725	37180
726	8372
727	9880
728	16640
729	23400
730	21580
731	36400
732	29276
733	32240
734	23400
735	22880
736	28496
737	33800
738	20800
739	16900
740	26780
741	24960
742	26000
743	25220
744	26260
745	24960
746	23400
747	19760
748	25480
749	21060
750	9412
751	26000
752	23400
753	35880
754	36400
755	10296
756	
757	31200
758	25116
759	27560
760	19760
761	12948
762	22880
763	23660
764	13000
765	23920
766	21320
767	16380
768	18928
769	21320
770	20800
771	17836
772	18200
773	22360
774	23400
775	24440
776	24440
777	23036
778	22620
779	26000
780	21840
781	20280
782	20540
783	17836
784	20280
785	23400
786	19760
787	11596
788	18720
789	17680
790	19500
791	21840
792	18720
793	23400
794	26000
795	18980
796	16120
797	21840
798	34528
799	23400
800	16640
801	20800
802	18200
803	25636
804	18720
805	20280
806	24700
807	33800
808	17680
809	22880
810	20800
811	22880
812	24960
813	21996
814	24960
815	22880
816	25480
817	5200
818	26780
819	20696
820	23660
821	21580
822	25220
823	23400
824	
825	24336
826	13780
827	23920
828	19240
829	13884
830	22360
831	18876
832	19240
833	10920
834	24440
835	15600
836	24440
837	24180
838	26000
839	24856
840	30680
841	15080
842	21112
843	20800
844	23400
845	6604
846	27040
847	41600
848	21840
849	18980
850	23140
851	22620
852	21320
853	22360
854	21320
855	24336
856	18460
857	23920
858	24440
859	23296
860	22360
861	21320
862	13260
863	20280
864	23140
865	25740
866	23660
867	23140
868	24440
869	26000
870	20800
871	21320
872	20800
873	26000
874	6032
875	24076
876	10816
877	20956
878	22360
879	22360
880	21060
881	13000
882	32240
883	23400
884	20800
885	23400
886	24960
887	18200
888	23296
889	21320
890	20020
891	20800
892	21320
893	30160
894	25896
895	21840
896	22360
897	23660
898	26000
899	9360
900	21840
901	26000
902	27040
903	27040
904	20800
905	20696
906	20800
907	23400
908	8996
909	25896
910	31720
911	23920
912	23920
913	22620
914	22880
915	31200
916	26260
917	24596
918	26000
919	29536
920	24960
921	25896
922	32760
923	24336
924	27300
925	25116
926	26780
927	24700
928	28600
929	28600
930	27300
931	26000
932	28600
933	34060
934	7280
935	26260
936	41600
937	23140
938	11908
939	36400
940	31200
941	27976
942	28600
943	24960
944	28860
945	29120
946	32916
947	28080
948	29120
949	26000
950	21840
951	21840
952	24440
953	21840
954	30160
955	20800
956	19500
957	
958	19760
959	20800
960	19760
961	18460
962	20280
963	19240
964	20280
965	25376
966	19760
967	20800
968	20280
969	20280
970	18720
971	21320
972	20020
973	21580
974	20020
975	20800
976	18720
977	23400
978	20800
979	19500
980	19760
981	21840
982	18200
983	23400
984	23920
985	20956
986	21476
987	20540
988	20800
989	22880
990	20540
991	19396
992	21216
993	21840
994	19656
995	21320
996	20800
997	19760
998	20020
999	20696
1000	22776
1001	22256
1002	21320
1003	26000
1004	24960
1005	25480
1006	27040
1007	20280
1008	27976
1009	25480
1010	29380
1011	27040
1012	25480
1013	32500
1014	18200
1015	
1016	26260
1017	30160
1018	23660
1019	26000
1020	33800
1021	24856
1022	28600
1023	26676
1024	23920
1025	
1026	22880
1027	21060
1028	24960
1029	26000
1030	22360
1031	31980
1032	23660
1033	11440
1034	18720
1035	22620
1036	8580
1037	20800
1038	
1039	25480
1040	19760
1041	20800
1042	23920
1043	21580
1044	
1045	19760
1046	23400
1047	17420
1048	21320
1049	20800
1050	19760
1051	19500
1052	19760
1053	19760
1054	21320
1055	11128
1056	20800
1057	20800
1058	20800
1059	20696
1060	20800
1061	19500
1062	19240
1063	18460
1064	18720
1065	21320
1066	15600
1067	22100
1068	19916
1069	23400
1070	22360
1071	
1072	24960
1073	21320
1074	22100
1075	20800
1076	21476
1077	6500
1078	9932
1079	17680
1080	23400
1081	18200
1082	19240
1083	21840
1084	22360
1085	18200
1086	25480
1087	25740
1088	22360
1089	23400
1090	23400
1091	22620
1092	23400
1093	23400
1094	23400
1095	22776
1096	23400
1097	22880
1098	19240
1099	23920
1100	23400
1101	24960
1102	24960
1103	23400
1104	20800
1105	10920
1106	22360
1107	20800
1108	
1109	23400
1110	20800
1111	21840
1112	21060
1113	
1114	25064
1115	22880
1116	11336
1117	23400
1118	24960
1119	17940
1120	19760
1121	23400
1122	22880
1123	21320
1124	20176
1125	23400
1126	22360
1127	21320
1128	21580
1129	20800
1130	33280
1131	21476
1132	21840
1133	26364
1134	19760
1135	8320
1136	22360
1137	21840
1138	20956
1139	22360
1140	13000
1141	8476
1142	16224
1143	20800
1144	20800
1145	26000
1146	21840
1147	23400
1148	20800
1149	20800
1150	22100
1151	30160
1152	22880
1153	23920
1154	28600
1155	22360
1156	22516
1157	20280
1158	20280
1159	19240
1160	20800
1161	20020
1162	20020
1163	19760
1164	19396
1165	19760
1166	20956
1167	21840
1168	20280
1169	20540
1170	20540
1171	23400
1172	23556
1173	19240
1174	
1175	20800
1176	22880
1177	25220
1178	20540
1179	19916
1180	18876
1181	18460
1182	18460
1183	20176
1184	20800
1185	18720
1186	18356
1187	18460
1188	14560
1189	11284
1190	19656
1191	
1192	18720
1193	18720
1194	19500
1195	17160
1196	18200
1197	17680
1198	19136
1199	21580
1200	18980
1201	20280
1202	18200
1203	15600
1204	25480
1205	25480
1206	24440
1207	24180
1208	22360
1209	27560
1210	19760
1211	22880
1212	21320
1213	8840
1214	16640
1215	30264
1216	23660
1217	10400
1218	23660
1219	20800
1220	24960
1221	24180
1222	20800
1223	21840
1224	22620
1225	23036
1226	
1227	33020
1228	26260
1229	19812
1230	23140
1231	23036
1232	21840
1233	24440
1234	22620
1235	20696
1236	12220
1237	17160
1238	23400
1239	21840
1240	26000
1241	20800
1242	19760
1243	20280
1244	18980
1245	20020
1246	19760
1247	20540
1248	12480
1249	17680
1250	18200
1251	20020
1252	19136
1253	19760
1254	18876
1255	17420
1256	20280
1257	20800
1258	18980
1259	20540
1260	21320
1261	11700
1262	21320
1263	18720
1264	18096
1265	17940
1266	19500
1267	20280
1268	18720
1269	15600
1270	17160
1271	20800
1272	22360
1273	18720
1274	18980
1275	18200
1276	19760
1277	18720
1278	20280
1279	20540
1280	19760
1281	20280
1282	17680
1283	21216
1284	17680
1285	17940
1286	19760
1287	19240
1288	19760
1289	39000
1290	36400
1291	15600
1292	24440
1293	18200
1294	20800
1295	30420
1296	33800
1297	
1298	22100
1299	19760
1300	21840
1301	19760
1302	20800
1303	20540
1304	19760
1305	20800
1306	20800
1307	20800
1308	18720
1309	19500
1310	19760
1311	18200
1312	7800
1313	19240
1314	10400
1315	8892
1316	20800
1317	20800
1318	9048
1319	9620
1320	20800
1321	20800
1322	18720
1323	19708
1324	9828
1325	10400
1326	22620
1327	19240
1328	19240
1329	31200
1330	
1331	20800
1332	17992
1333	23556
1334	20800
1335	23400
1336	22620
1337	19760
1338	21060
1339	26000
1340	19760
1341	18200
1342	16640
1343	21320
1344	18200
1345	20800
1346	24960
1347	20540
1348	19760
1349	20020
1350	19240
1351	19760
1352	
1353	20436
1354	19760
1355	18200
1356	21320
1357	17680
1358	15860
1359	19240
1360	19760
1361	21840
1362	24440
1363	15600
1364	20540
1365	20800
1366	20800
1367	21840
1368	22880
1369	15496
1370	20540
1371	19500
1372	19760
1373	19760
1374	19240
1375	23400
1376	23400
1377	18720
1378	28600
1379	15600
1380	20540
1381	17160
1382	18980
1383	19500
1384	19240
1385	18720
1386	18200
1387	14300
1388	18200
1389	19240
1390	18720
1391	19500
1392	16692
1393	21320
1394	18980
1395	17160
1396	15600
1397	15340
1398	16900
1399	13156
1400	20280
1401	20280
1402	18200
1403	18460
1404	18200
1405	22516
1406	20800
1407	18876
1408	39000
1409	
1410	18720
1411	16120
1412	17160
1413	18720
1414	18980
1415	20280
1416	19760
1417	19032
1418	18720
1419	21840
1420	20800
1421	18200
1422	26936
1423	21580
1424	20800
1425	21840
1426	28340
1427	22880
1428	28600
1429	28600
1430	28600
1431	17420
1432	27300
1433	26000
1434	26000
1435	26000
1436	26000
1437	27560
1438	26780
1439	27560
1440	22360
1441	27820
1442	26260
1443	26000
1444	26000
1445	21060
1446	26000
1447	24700
1448	
1449	26520
1450	26260
1451	26520
1452	21840
1453	27040
1454	23400
1455	21476
1456	25740
1457	27820
1458	28080
1459	29120
1460	23140
1461	25480
1462	26000
1463	25636
1464	26000
1465	27560
1466	26520
1467	26260
1468	10140
1469	23660
1470	26000
1471	26520
1472	22620
1473	20800
1474	23400
1475	20020
1476	20540
1477	17836
1478	18720
1479	20800
1480	21320
1481	15496
1482	19656
1483	16120
1484	17160
1485	18720
1486	10764
1487	19240
1488	20280
1489	28080
1490	16640
1491	25480
1492	18720
1493	19760
1494	15600
1495	
1496	11596
1497	9776
1498	10400
1499	13000
1500	18980
1501	19760
1502	18200
1503	19396
1504	23400
1505	21320
1506	22360
1507	21320
1508	18200
1509	15600
1510	22880
1511	20800
1512	13000
1513	20280
1514	22360
1515	18616
1516	20800
1517	19240
1518	21840
1519	21320
1520	23660
1521	9620
1522	16640
1523	9100
1524	17160
1525	11180
1526	15600
1527	12740
1528	13780
1529	18720
1530	13000
1531	13000
1532	17420
1533	11596
1534	15600
1535	14560
1536	14300
1537	13520
1538	9880
1539	15600
1540	14508
1541	
1542	15600
1543	15340
1544	10400
1545	8060
1546	11700
1547	13520
1548	16640
1549	11700
1550	13520
1551	16120
1552	
1553	15600
1554	13000
1555	16120
1556	13780
1557	15080
1558	15600
1559	16120
1560	10920
1561	14040
1562	14820
1563	17160
1564	16016
1565	14560
1566	18200
1567	14040
1568	19760
1569	13520
1570	13520
1571	15600
1572	15600
1573	15392
1574	13520
1575	15600
1576	9360
1577	18720
1578	16640
1579	15080
1580	16796
1581	16640
1582	14560
1583	16640
1584	19500
1585	18200
1586	23920
1587	18720
1588	23400
1589	21060
1590	21840
1591	18200
1592	13000
1593	22880
1594	19240
1595	11856
1596	15340
1597	18460
1598	22880
1599	18720
1600	15600
1601	15600
1602	20800
1603	15600
1604	22360
1605	19916
1606	19500
1607	22100
1608	20280
1609	19656
1610	23400
1611	16900
1612	16120
1613	16640
1614	
1615	14560
1616	
1617	15080
1618	23920
1619	16120
1620	
1621	11336
1622	19760
1623	9516
1624	9360
1625	10400
1626	12220
1627	12480
1628	10920
1629	11440
1630	5200
1631	6500
1632	8840
1633	7904
1634	9984
1635	5200
1636	9100
1637	5200
1638	9516
1639	5200
1640	8216
1641	6760
1642	
1643	6240
1644	1872
1645	
1646	9100
1647	7800
1648	
1649	
1650	10400
1651	15600
1652	17160
1653	7176
1654	
1655	10400
1656	9880
1657	12376
1658	12636
1659	12480
1660	13520
1661	11700
1662	12220
1663	12376
1664	11440
1665	11180
1666	11700
1667	10400
1668	13000
1669	12012
1670	13676
1671	13780
1672	13000
1673	18200
1674	10920
1675	11960
1676	11440
1677	13000
1678	10400
1679	13260
1680	11960
1681	9620
1682	9880
1683	14560
1684	10400
1685	10816
1686	16276
1687	13000
1688	11336
1689	7800
1690	12532
1691	10400
1692	11752
1693	9360
1694	13260
1695	13000
1696	8632
1697	11024
1698	11596
1699	11960
1700	13000
1701	11440
1702	14300
1703	14040
1704	13000
1705	14976
1706	11700
1707	11700
1708	13000
1709	11440
1710	8580
1711	10400
1712	8320
1713	7800
1714	9100
1715	10400
1716	10400
1717	7280
1718	13416
1719	15600
1720	10660
1721	10556
1722	10920
1723	18200
1724	7800
1725	9620
1726	10400
1727	11440
1728	10920
1729	11700
1730	6240
1731	11440
1732	9776
1733	10400
1734	9620
1735	8060
1736	10400
1737	13000
1738	15340
1739	16640
1740	13000
1741	14300
1742	13000
1743	11960
1744	14560
1745	12480
1746	18200
1747	14976
1748	14196
1749	16900
1750	14040
1751	14560
1752	8320
1753	13520
1754	12220
1755	12220
1756	13676
1757	15080
1758	15600
1759	15600
1760	11440
1761	12376
1762	12844
1763	16120
1764	
1765	11700
1766	14040
1767	7800
1768	9516
1769	10920
1770	9256
1771	8736
1772	8840
1773	9880
1774	8840
1775	9100
1776	10296
1777	7800
1778	12740
1779	11700
1780	10400
1781	2392
1782	6500
1783	5200
1784	9100
1785	5720
1786	12220
1787	10400
1788	5200
1789	16640
1790	10660
1791	13780
1792	11440
1793	9360
1794	10816
1795	12480
1796	4680
1797	
1798	19500
1799	20800
1800	12636
1801	7176
1802	11856
1803	14300
1804	14040
1805	23816
1806	
1807	15080
1808	15080
1809	16120
1810	14040
1811	15600
1812	14820
1813	14716
1814	23920
1815	15600
1816	7800
1817	11440
1818	8892
1819	11700
1820	13000
1821	16640
1822	13936
1823	16640
1824	15600
1825	15028
1826	15600
1827	19760
1828	
1829	14300
1830	11960
1831	14820
1832	13780
1833	15340
1834	14040
1835	18616
1836	13260
1837	13520
1838	19760
1839	17004
1840	16640
1841	14300
1842	10920
1843	18200
1844	13000
1845	16640
1846	17160
1847	
1848	15600
1849	17576
1850	15600
1851	12220
1852	8892
1853	13780
1854	10400
1855	
1856	15600
1857	11960
1858	15600
1859	15600
1860	18720
1861	13468
1862	16640
1863	22620
1864	18460
1865	17160
1866	16900
1867	22880
1868	20280
1869	21840
1870	19760
1871	15704
1872	20800
1873	20800
1874	18200
1875	16900
1876	18720
1877	16380
1878	15600
1879	22360
1880	24440
1881	25220
1882	28600
1883	24180
1884	
1885	25740
1886	15600
1887	
1888	15860
1889	14820
1890	13520
1891	11180
1892	11232
1893	10920
1894	10400
1895	11960
1896	11960
1897	12220
1898	10920
1899	5200
1900	16640
1901	13780
1902	18200
1903	15340
1904	9516
1905	10400
1906	9620
1907	20800
1908	16900
1909	15236
1910	13000
1911	15600
1912	16640
1913	15600
1914	14976
1915	15600
1916	15080
1917	17940
1918	22620
1919	13312
1920	18616
1921	20800
1922	15600
1923	11440
1924	15600
1925	10400
1926	18304
1927	
1928	18200
1929	20280
1930	17680
1931	12012
1932	16640
1933	13520
1934	10400
1935	13520
1936	15080
1937	15860
1938	15600
1939	11960
1940	17836
1941	12376
1942	16900
1943	10400
1944	13000
1945	14456
1946	9880
1947	9880
1948	14716
1949	20540
1950	14352
1951	19240
1952	16640
1953	17160
1954	18200
1955	14560
1956	21320
1957	20280
1958	14300
1959	13000
1960	18200
1961	14300
1962	13520
1963	18096
1964	19240
1965	17680
1966	16120
1967	15600
1968	15600
1969	15600
1970	15236
1971	14040
1972	14820
1973	17680
1974	16120
1975	17160
1976	15340
1977	19396
1978	19500
1979	17940
1980	20280
1981	12740
1982	13520
1983	
1984	18720
1985	18200
1986	28600
1987	12480
1988	17680
1989	15600
1990	14976
1991	13260
1992	13936
1993	15080
1994	17160
1995	11440
1996	15132
1997	11440
1998	11856
1999	12636
2000	12896
2001	17940
2002	20800
2003	18720
2004	16900
2005	17940
2006	11700
2007	17420
2008	20280
2009	11960
2010	26260
2011	30420
2012	20280
2013	19240
2014	22620
2015	18720
2016	13000
2017	20436
2018	18876
2019	22880
2020	18460
2021	18460
2022	18200
2023	20800
2024	24960
2025	21736
2026	17160
2027	19656
2028	17056
2029	14872
2030	15600
2031	18980
2032	11804
2033	15600
2034	13520
2035	22360
2036	23400
2037	22620
2038	21840
2039	18200
2040	23400
2041	27300
2042	21840
2043	26000
2044	22516
2045	25220
2046	22880
2047	23400
2048	28600
2049	23400
2050	25896
2051	35776
2052	25480
2053	20800
2054	20800
2055	11440
2056	13520
2057	13260
2058	13260
2059	11960
2060	13260
2061	11960
2062	12324
2063	7800
2064	13000
2065	16640
2066	13260
2067	10660
2068	20800
2069	18200
2070	15600
2071	14560
2072	18096
2073	15600
2074	13156
2075	17316
2076	20800
2077	16900
2078	13780
2079	14456
2080	17160
2081	15600
2082	31200
2083	14040
2084	13000
2085	5200
2086	13000
2087	10400
2088	10192
2089	17160
2090	12272
2091	18720
2092	16640
2093	19760
2094	5200
2095	15600
2096	20800
2097	13416
2098	13000
2099	13000
2100	16120
2101	15600
2102	11336
2103	19500
2104	13780
2105	20280
2106	18200
2107	16640
2108	9100
2109	18200
2110	14560
2111	13000
2112	16120
2113	15600
2114	17680
2115	17680
2116	
2117	15600
2118	16640
2119	15600
2120	17420
2121	14820
2122	14300
2123	19500
2124	18200
2125	16120
2126	15600
2127	14560
2128	15600
2129	19240
2130	16120
2131	17160
2132	18200
2133	16640
2134	13000
2135	15340
2136	16640
2137	14196
2138	16640
2139	
2140	14040
2141	15600
2142	13000
2143	19760
2144	12480
2145	16640
2146	13520
2147	5200
2148	9880
2149	13260
2150	13000
2151	16120
2152	16120
2153	15340
2154	16900
2155	
2156	19760
2157	18200
2158	16120
2159	19500
2160	15600
2161	21476
2162	14820
2163	17160
2164	16120
2165	23400
2166	15600
2167	18720
2168	15080
2169	13000
2170	15600
2171	16380
2172	9360
2173	18200
2174	14820
2175	15496
2176	13000
2177	20280
2178	16640
2179	17056
2180	15600
2181	12480
2182	15600
2183	18200
2184	19396
2185	13676
2186	11700
2187	14040
2188	15080
2189	15600
2190	18720
2191	16380
2192	20020
2193	16120
2194	15496
2195	10400
2196	14300
2197	10400
2198	20800
2199	20540
2200	23920
2201	13000
2202	24596
2203	27040
2204	14560
2205	10296
2206	14040
2207	19240
2208	15600
2209	23660
2210	17264
2211	16276
2212	18200
2213	19760
2214	17316
2215	16276
2216	14040
2217	14820
2218	17160
2219	13000
2220	18720
2221	24700
2222	18980
2223	18356
2224	16640
2225	17160
2226	21840
2227	20800
2228	20020
2229	20540
2230	
2231	19396
2232	23400
2233	21996
2234	16276
2235	20436
2236	16640
2237	18720
2238	16120
2239	20956
2240	20280
2241	17420
2242	93600
2243	16276
2244	20280
2245	20436
2246	20280
2247	20280
2248	20800
2249	17160
2250	19760
2251	20280
2252	18200
2253	18200
2254	15600
2255	13936
2256	19760
2257	18200
2258	17160
2259	20280
2260	14300
2261	24440
2262	
2263	15860
2264	22360
2265	20540
2266	23816
2267	23400
2268	18200
2269	21580
2270	19136
2271	18460
2272	21840
2273	17888
2274	19760
2275	27040
2276	19760
2277	23140
2278	14456
2279	21476
2280	19760
2281	22100
2282	21840
2283	22880
2284	16588
2285	23920
2286	19916
2287	22100
2288	21320
2289	14040
2290	24440
2291	16276
2292	21476
2293	17836
2294	19240
2295	15080
2296	15600
2297	20800
2298	25480
2299	19136
2300	20800
2301	21580
2302	21216
2303	20800
2304	17160
2305	16120
2306	
2307	28340
2308	19500
2309	19500
2310	21840
2311	22360
2312	17836
2313	15600
2314	14560
2315	19760
2316	19760
2317	18200
2318	23400
2319	19240
2320	18616
2321	21580
2322	22360
2323	15236
2324	27040
2325	26000
2326	15080
2327	10192
2328	18200
2329	16016
2330	20800
2331	22100
2332	22880
2333	16640
2334	19396
2335	17680
2336	18200
2337	21840
2338	19760
2339	17420
2340	18200
2341	20800
2342	19760
2343	21840
2344	18200
2345	20280
2346	18200
2347	15600
2348	15080
2349	14560
2350	19916
2351	11700
2352	14040
2353	15600
2354	12740
2355	15600
2356	14560
2357	14560
2358	15600
2359	15600
2360	15080
2361	7800
2362	10400
2363	14560
2364	
2365	24960
2366	24180
2367	26000
2368	24856
2369	
2370	25636
2371	22100
2372	21580
2373	24440
2374	23400
2375	23400
2376	19240
2377	28080
2378	21320
2379	22100
2380	21476
2381	31720
2382	23920
2383	27300
2384	20800
2385	
2386	20696
2387	
2388	30160
2389	21996
2390	21840
2391	18720
2392	15340
2393	25636
2394	15600
2395	23920
2396	21216
2397	18720
2398	20280
2399	20800
2400	21840
2401	
2402	21320
2403	23140
2404	21840
2405	17576
2406	21060
2407	21216
2408	20956
2409	22360
2410	17420
2411	12896
2412	22360
2413	15080
2414	16640
2415	
2416	20540
2417	22620
2418	17160
2419	20800
2420	23400
2421	22256
2422	25480
2423	22516
2424	7280
2425	14820
2426	15964
2427	23400
2428	18200
2429	18200
2430	9100
2431	20696
2432	17316
2433	21060
2434	18200
2435	26676
2436	21320
2437	20800
2438	15600
2439	28080
2440	1560
2441	
2442	15600
2443	20800
2444	20800
2445	18720
2446	
2447	21320
2448	18668
2449	13000
2450	17420
2451	16900
2452	15600
2453	20696
2454	21060
2455	22880
2456	20800
2457	18720
2458	21320
2459	18876
2460	18720
2461	19760
2462	20280
2463	18980
2464	23400
2465	26000
2466	18200
2467	18460
2468	19240
2469	22516
2470	20800
2471	20800
2472	
2473	16120
2474	19760
2475	19396
2476	21320
2477	18876
2478	18980
2479	18200
2480	20800
2481	26000
2482	21060
2483	21060
2484	24648
2485	21060
2486	19240
2487	12740
2488	21320
2489	
2490	18720
2491	21840
2492	15600
2493	17420
2494	8528
2495	24960
2496	17472
2497	11700
2498	11388
2499	10400
2500	8320
2501	4160
2502	7800
2503	8320
2504	9100
2505	7800
2506	5356
2507	8996
2508	10920
2509	9724
2510	7800
2511	8320
2512	7280
2513	7800
2514	9360
2515	10400
2516	10400
2517	10400
2518	9100
2519	11180
2520	10400
2521	9620
2522	10400
