SA1_internal_2021	medianTotalPersonalIncome
15847	53976
15848	49504
15849	55432
15850	52572
15851	52728
15852	56836
15853	43888
15854	44408
15855	51740
15856	38844
15857	48776
15858	52676
15859	29900
15860	34632
15861	36244
15862	36036
15863	35620
15864	33280
15865	31044
15866	32032
15867	37284
15868	35516
15869	32864
15870	35776
15871	32968
15872	32812
15873	27560
15874	17524
15875	40352
15876	31616
15877	34424
15878	39936
15879	41808
15880	38844
15881	28912
15882	38428
15883	35048
15884	35152
15885	43888
15886	40352
15887	45292
15888	53716
15889	35984
15890	33488
15891	38896
15892	37700
15893	38584
15894	37856
15895	32760
15896	25844
15897	42588
15898	39728
15899	41236
15900	37856
15901	35724
15902	40248
15903	39156
15904	42224
15905	42692
15906	43836
15907	44980
15908	48568
15909	47996
15910	40248
15911	36244
15912	38532
15913	24648
15914	37908
15915	42640
15916	38324
15917	39208
15918	46540
15919	41392
15920	33228
15921	41860
15922	38012
15923	44876
15924	47424
15925	46436
15926	45136
15927	46800
15928	40300
15929	45812
15930	50440
15931	47580
15932	55744
15933	51272
15934	52312
15935	47164
15936	47112
15937	52468
15938	38896
15939	38220
15940	48360
15941	46332
15942	46280
15943	44720
15944	45604
15945	46384
15946	52156
15947	40560
15948	46800
15949	47736
15950	47788
15951	40924
15952	51480
15953	46436
15954	51168
15955	46540
15956	48308
15957	47632
15958	25376
15959	42484
15960	51480
15961	49868
15962	56784
15963	46124
15964	46384
15965	48100
15966	50440
15967	52260
15968	44356
15969	48568
15970	43888
15971	49296
15972	51220
15973	48516
15974	50232
15975	33384
15976	37024
15977	35620
15978	39780
15979	35724
15980	42796
15981	37388
15982	39104
15983	38740
15984	39208
15985	37700
15986	43836
15987	35932
15988	36920
15989	43212
15990	32812
15991	46800
15992	51428
15993	52624
15994	46800
15995	36920
15996	38896
15997	34684
15998	38896
15999	36920
16000	39468
16001	44512
16002	41860
16003	39572
16004	38844
16005	36556
16006	34320
16007	38220
16008	36556
16009	43992
16010	39260
16011	38220
16012	45604
16013	42848
16014	39260
16015	49452
16016	43056
16017	42536
16018	51116
16019	46020
16020	48204
16021	47164
16022	42900
16023	53352
16024	49348
16025	43368
16026	45968
16027	50960
16028	42640
16029	42276
16030	43732
16031	44408
16032	42068
16033	46488
16034	53612
16035	45604
16036	41184
16037	32864
16038	54340
16039	56836
16040	52208
16041	48724
16042	47580
16043	52832
16044	40144
16045	44096
16046	49608
16047	49868
16048	55068
16049	54236
16050	48568
16051	54340
16052	54964
16053	55536
16054	50804
16055	56160
16056	46592
16057	55016
16058	47632
16059	50180
16060	45448
16061	47632
16062	40560
16063	51324
16064	26104
16065	58084
16066	45136
16067	55848
16068	49608
16069	44304
16070	55016
16071	60684
16072	53352
16073	48048
16074	54912
16075	53196
16076	48932
16077	48516
16078	55172
16079	46332
16080	54860
16081	49972
16082	55900
16083	
16084	52676
16085	49920
16086	58656
16087	50076
16088	45656
16089	54028
16090	58292
16091	49712
16092	50908
16093	49712
16094	51636
16095	46800
16096	55380
16097	55640
16098	49660
16099	54860
16100	56888
16101	54236
16102	53612
16103	50388
16104	53352
16105	57564
16106	52260
16107	47788
16108	56576
16109	51792
16110	46800
16111	52156
16112	54652
16113	52208
16114	59020
16115	46800
16116	49088
16117	42224
16118	45500
16119	32344
16120	45552
16121	50076
16122	45552
16123	39052
16124	46644
16125	48048
16126	39780
16127	47788
16128	40092
16129	46176
16130	43888
16131	50024
16132	42016
16133	45396
16134	42692
16135	46332
16136	42276
16137	44616
16138	42328
16139	50388
16140	42328
16141	37128
16142	44356
16143	43264
16144	29224
16145	39988
16146	52104
16147	39780
16148	46800
16149	34320
16150	42172
16151	47424
16152	51584
16153	52988
16154	45916
16155	27716
16156	43316
16157	40820
16158	40664
16159	41860
16160	31980
16161	37544
16162	35724
16163	44044
16164	39416
16165	41912
16166	32240
16167	45396
16168	
16169	42848
16170	43940
16171	43524
16172	46124
16173	42588
16174	44304
16175	31616
16176	38220
16177	48672
16178	40508
16179	44980
16180	49348
16181	49556
16182	47424
16183	52260
16184	49296
16185	40560
16186	43576
16187	36764
16188	28652
16189	66092
16190	40456
16191	38584
16192	45396
16193	37700
16194	58500
16195	32292
16196	46800
16197	57148
16198	24180
16199	62192
16200	
16201	57408
16202	59644
16203	38168
16204	63544
16205	36608
16206	26416
16207	53196
16208	54652
16209	43680
16210	32968
16211	45604
16212	49868
16213	47892
16214	47736
16215	44356
16216	50544
16217	50440
16218	55068
16219	42328
16220	39156
16221	45552
16222	48724
16223	40768
16224	47372
16225	36556
16226	53508
16227	39156
16228	40092
16229	60840
16230	60788
16231	70460
16232	70356
16233	63752
16234	56992
16235	64480
16236	41340
16237	50596
16238	58136
16239	65364
16240	60684
16241	66716
16242	33124
16243	35464
16244	42952
16245	25116
16246	38636
16247	30628
16248	49348
16249	44200
16250	34060
16251	30576
16252	39728
16253	34008
16254	30784
16255	40300
16256	41756
16257	47892
16258	35672
16259	44356
16260	34892
16261	26104
16262	43628
16263	52468
16264	31980
16265	43264
16266	37700
16267	71500
16268	30784
16269	38584
16270	41288
16271	46904
16272	40040
16273	69420
16274	53144
16275	53352
16276	59228
16277	33956
16278	40612
16279	60684
16280	50492
16281	60424
16282	50752
16283	
16284	58136
16285	45136
16286	50440
16287	47268
16288	50804
16289	43836
16290	46228
16291	44460
16292	39728
16293	51220
16294	51012
16295	63752
16296	40352
16297	
16298	75608
16299	44772
16300	45500
16301	45344
16302	45396
16303	49660
16304	22412
16305	46436
16306	51272
16307	47632
16308	51480
16309	51480
16310	54964
16311	42016
16312	45240
16313	22724
16314	50232
16315	46956
16316	45760
16317	38376
16318	49556
16319	49556
16320	46644
16321	45760
16322	39364
16323	47892
16324	50232
16325	48672
16326	46280
16327	43056
16328	40820
16329	44356
16330	28600
16331	45136
16332	59696
16333	45864
16334	60788
16335	45552
16336	48984
16337	62556
16338	37024
16339	44096
16340	50544
16341	46956
16342	50024
16343	51532
16344	65208
16345	54704
16346	51012
16347	36088
16348	60736
16349	47320
16350	47632
16351	37908
16352	57356
16353	58084
16354	63388
16355	59176
16356	58500
16357	65416
16358	28028
16359	59852
16360	56524
16361	58500
16362	58656
16363	63856
16364	54340
16365	60632
16366	54652
16367	55016
16368	57824
16369	57356
16370	51324
16371	55484
16372	54444
16373	
16374	41444
16375	44876
16376	53508
16377	42016
16378	41028
16379	23400
16380	34840
16381	47684
16382	36608
16383	36036
16384	46384
16385	41080
16386	45708
16387	41444
16388	39416
16389	42328
16390	38012
16391	35568
16392	43056
16393	37700
16394	31668
16395	39988
16396	43524
16397	49972
16398	50440
16399	40820
16400	47060
16401	33904
16402	36608
16403	58292
16404	33592
16405	38740
16406	59228
16407	58604
16408	21892
16409	61880
16410	45500
16411	31824
16412	47060
16413	29068
16414	27612
16415	
16416	
16417	52468
16418	37700
16419	34320
16420	33332
16421	37284
16422	43108
16423	30316
16424	40040
16425	47788
16426	52988
16427	35100
16428	52208
16429	43992
16430	42536
16431	35152
16432	41184
16433	42224
16434	47008
16435	39832
16436	33904
16437	39780
16438	48932
16439	46384
16440	40248
16441	53248
16442	48672
16443	44668
16444	36556
16445	48204
16446	46800
16447	49452
16448	44044
16449	47372
16450	48880
16451	49088
16452	45916
16453	51428
16454	45760
16455	53768
16456	47788
16457	40040
16458	38272
16459	42172
16460	38636
16461	39988
16462	41756
16463	
16464	46800
16465	45448
16466	38636
16467	31824
16468	47268
16469	38844
16470	40040
16471	46644
16472	48516
16473	52832
16474	46124
16475	48776
16476	50856
16477	43836
16478	44460
16479	45604
16480	51012
16481	58500
16482	
16483	44408
16484	35464
16485	47372
16486	46228
16487	47996
16488	50492
16489	46800
16490	46072
16491	51220
16492	47736
16493	49296
16494	43992
16495	38688
16496	43628
16497	41392
16498	45604
16499	40508
16500	43992
16501	43784
16502	42640
16503	40924
16504	46124
16505	45552
16506	49348
16507	45760
16508	43472
16509	48776
16510	46904
16511	41704
16512	41756
16513	44564
16514	46332
16515	39312
16516	44408
16517	49764
16518	45812
16519	42068
16520	41964
16521	41080
16522	48620
16523	49452
16524	42536
16525	38324
16526	39520
16527	38012
16528	44408
16529	42120
16530	40768
16531	47736
16532	44096
16533	46176
16534	44928
16535	49712
16536	46800
16537	47684
16538	44460
16539	39208
16540	32500
16541	40352
16542	32032
16543	44772
16544	36764
16545	42120
16546	38532
16547	36660
16548	37024
16549	39416
16550	36244
16551	37180
16552	37076
16553	36712
16554	37492
16555	35360
16556	41184
16557	36764
16558	41860
16559	33592
16560	39780
16561	39780
16562	38324
16563	42276
16564	40768
16565	49920
16566	40352
16567	38948
16568	46852
16569	41652
16570	46904
16571	38584
16572	35724
16573	61724
16574	30680
16575	25740
16576	35048
16577	37024
16578	23400
16579	32396
16580	40144
16581	31096
16582	32032
16583	30524
16584	33488
16585	35880
16586	35412
16587	36608
16588	29224
16589	41756
16590	29276
16591	39780
16592	
16593	45240
16594	36088
16595	33436
16596	26780
16597	42172
16598	37284
16599	27456
16600	41756
16601	42120
16602	42848
16603	36192
16604	36192
16605	
16606	38064
16607	29432
16608	28548
16609	22152
16610	28184
16611	19760
16612	30576
16613	27924
16614	23764
16615	23660
16616	22516
16617	21476
16618	21944
16619	25844
16620	25324
16621	25324
16622	25116
16623	26156
16624	24128
16625	23660
16626	25844
16627	25116
16628	25272
16629	25532
16630	24804
16631	23712
16632	24336
16633	27092
16634	37700
16635	27144
16636	
16637	35360
16638	37596
16639	34372
16640	34216
16641	35568
16642	33072
16643	28080
16644	34684
16645	27924
16646	35048
16647	37180
16648	35932
16649	34840
16650	25168
16651	31616
16652	32032
16653	33020
16654	
16655	28548
16656	24440
16657	26156
16658	49348
16659	36868
16660	34736
16661	34528
16662	26676
16663	34996
16664	34424
16665	33956
16666	28496
16667	24804
16668	36556
16669	28912
16670	21424
16671	23400
16672	28028
16673	27612
16674	23140
16675	26832
16676	24856
16677	23608
16678	22672
16679	26104
16680	23712
16681	
16682	25116
16683	27820
16684	29068
16685	
16686	35724
16687	30680
16688	39780
16689	30264
16690	33020
16691	25532
16692	30108
16693	34892
16694	35880
16695	
16696	35932
16697	37024
16698	25532
16699	29328
16700	30108
16701	28132
16702	30108
16703	34528
16704	31356
16705	31512
16706	38428
16707	31564
16708	20436
16709	28288
16710	49088
16711	53612
16712	29068
16713	38376
16714	38064
16715	46800
16716	30992
16717	37336
16718	30680
16719	32916
16720	27664
16721	37544
16722	27560
16723	36140
16724	31148
16725	39208
16726	36660
16727	33124
16728	30056
16729	29432
16730	33176
16731	32084
16732	35412
16733	
16734	35672
16735	33020
16736	39988
16737	32240
16738	
16739	37440
16740	
16741	27560
16742	33020
16743	27404
16744	36608
16745	29120
16746	46800
16747	36192
16748	28652
16749	61256
16750	59904
16751	46800
16752	37804
16753	29900
16754	48204
16755	42276
16756	32968
16757	40352
16758	40924
16759	35308
16760	41652
16761	33176
16762	44252
16763	44200
16764	29900
16765	34580
16766	25896
16767	32448
16768	28444
16769	30524
16770	29224
16771	25740
16772	26572
16773	33436
16774	32864
16775	26988
16776	24180
16777	56784
16778	49452
16779	56212
16780	44668
16781	58240
16782	63024
16783	62088
16784	58084
16785	23348
16786	63284
16787	45032
16788	50908
16789	55224
16790	54028
16791	44668
16792	33020
16793	41236
16794	44460
16795	
16796	46800
16797	55900
16798	50544
16799	67652
16800	56056
16801	59852
16802	70980
16803	57356
16804	53716
16805	68120
16806	67652
16807	
16808	59332
16809	59852
16810	68900
16811	63388
16812	67340
16813	130000
16814	58916
16815	62660
16816	58812
16817	71500
16818	57876
16819	61932
16820	51012
16821	56576
16822	60840
16823	65416
16824	
16825	62712
16826	57668
16827	56368
16828	57200
16829	65624
16830	65312
16831	
16832	64896
16833	70356
16834	
16835	67600
16836	40976
16837	
16838	43680
16839	44720
16840	
16841	41704
16842	48516
16843	36088
16844	33332
16845	35568
16846	28028
16847	43992
16848	39780
16849	38428
16850	34164
16851	26364
16852	28964
16853	43524
16854	54288
16855	13624
16856	58448
16857	28080
16858	55120
16859	50024
16860	40456
16861	42536
16862	40456
16863	54288
16864	43836
16865	52624
16866	35516
16867	36504
16868	40040
16869	39364
16870	47112
16871	44200
16872	18148
16873	45656
16874	37440
16875	35464
16876	39104
16877	31564
16878	41340
16879	31148
16880	31824
16881	41704
16882	37024
16883	30628
16884	59748
16885	62920
16886	65312
16887	58864
16888	4160
16889	23868
16890	43212
16891	46176
16892	72540
16893	55744
16894	51324
16895	52988
16896	56784
16897	49296
16898	53612
16899	23452
16900	43628
16901	34944
16902	22412
16903	28288
16904	39416
16905	27040
16906	56264
16907	44044
16908	45708
16909	53040
16910	31200
16911	49244
16912	50492
16913	37700
16914	38532
16915	44668
16916	30680
16917	36244
16918	38792
16919	35412
16920	39260
16921	47424
16922	37180
16923	38272
16924	26520
16925	46384
16926	47580
16927	37492
16928	40196
16929	36920
16930	50752
16931	48204
16932	44876
16933	31928
16934	38064
16935	44668
16936	41080
16937	34632
16938	47528
16939	46488
16940	44616
16941	31096
16942	52624
16943	40456
16944	37076
16945	43472
16946	37700
16947	40456
16948	40456
16949	42380
16950	44356
16951	36712
16952	36712
16953	23400
16954	43940
16955	45708
16956	39104
16957	43628
16958	48308
16959	41808
16960	35464
16961	41912
16962	37024
16963	37700
16964	40352
16965	49140
16966	48568
16967	39468
16968	40300
16969	51740
16970	43212
16971	32708
16972	41132
16973	40404
16974	46644
16975	41132
16976	37700
16977	38324
16978	38428
16979	41704
16980	41912
16981	43680
16982	34112
16983	42016
16984	39468
16985	37388
16986	34944
16987	38688
16988	49348
16989	30368
16990	46176
16991	38636
16992	47528
16993	53352
16994	41080
16995	42952
16996	49504
16997	41392
16998	40248
16999	25636
17000	28028
17001	27508
17002	30316
17003	29588
17004	29900
17005	29432
17006	30004
17007	55224
17008	33956
17009	28964
17010	22308
17011	32188
17012	21268
17013	21216
17014	24024
17015	
17016	25896
17017	27768
17018	25324
17019	32292
17020	26416
17021	27300
17022	29432
17023	30160
17024	30212
17025	25480
17026	
17027	20644
17028	31564
17029	22464
17030	24908
17031	22828
17032	28288
17033	26832
17034	4732000
17035	42848
17036	
17037	23608
17038	24440
17039	24076
17040	29588
17041	29276
17042	27456
17043	26416
17044	23972
17045	24180
17046	29692
17047	23452
17048	23192
17049	25844
17050	18928
17051	24284
17052	32084
17053	27872
17054	26676
17055	24180
17056	24804
17057	23920
17058	20956
17059	27924
17060	25844
17061	25220
17062	27040
17063	28080
17064	23868
17065	31044
17066	22516
17067	22516
17068	23036
17069	21112
17070	26988
17071	29588
17072	31148
17073	24700
17074	30316
17075	30940
17076	27872
17077	28132
17078	34736
17079	22516
17080	20592
17081	30524
17082	26208
17083	27820
17084	32708
17085	21164
17086	26572
17087	31720
17088	27092
17089	31980
17090	24128
17091	27664
17092	27664
17093	33228
17094	24856
17095	25012
17096	26624
17097	32188
17098	33124
17099	30836
17100	32864
17101	
17102	29848
17103	35568
17104	36712
17105	25324
17106	30108
17107	29432
17108	29016
17109	28912
17110	
17111	
17112	28392
17113	35152
17114	28080
17115	35360
17116	42536
17117	37284
17118	37700
17119	38844
17120	36556
17121	39572
17122	44772
17123	33436
17124	47060
17125	36816
17126	37024
17127	21580
17128	24128
17129	22360
17130	23400
17131	26780
17132	58500
17133	23764
17134	21476
17135	22100
17136	20540
17137	24908
17138	24440
17139	26156
17140	21476
17141	33124
17142	24648
17143	28808
17144	27092
17145	23296
17146	25584
17147	27352
17148	31096
17149	29068
17150	25428
17151	32084
17152	30472
17153	22880
17154	23244
17155	22776
17156	22828
17157	33956
17158	22880
17159	49348
17160	25064
17161	25168
17162	24804
17163	21164
17164	23088
17165	20852
17166	20696
17167	21996
17168	27872
17169	29432
17170	28080
17171	36036
17172	33540
17173	25896
17174	27352
17175	33072
17176	28964
17177	31668
17178	25116
17179	30420
17180	40144
17181	23088
17182	32448
17183	33592
17184	30836
17185	29796
17186	31252
17187	10140
17188	34528
17189	39624
17190	28912
17191	32916
17192	24700
17193	29328
17194	29900
17195	29588
17196	37336
17197	28964
17198	35048
17199	32032
17200	32032
17201	24492
17202	30108
17203	27092
17204	30524
17205	27196
17206	30628
17207	37492
17208	28912
17209	33956
17210	31980
17211	30316
17212	44200
17213	18200
17214	24180
17215	42692
17216	36868
17217	38948
17218	34944
17219	41132
17220	34840
17221	39052
17222	38064
17223	32500
17224	43368
17225	36244
17226	38168
17227	33540
17228	38116
17229	39780
17230	39364
17231	46436
17232	44772
17233	36400
17234	36608
17235	41392
17236	44824
17237	34632
17238	37024
17239	53300
17240	42120
17241	42484
17242	29900
17243	
17244	39780
17245	41236
17246	41808
17247	37700
17248	39468
17249	32760
17250	45136
17251	39884
17252	38584
17253	35932
17254	30576
17255	29640
17256	24908
17257	29900
17258	29900
17259	27560
17260	29900
17261	32188
17262	31148
17263	39000
17264	34684
17265	36452
17266	34944
17267	30992
17268	26572
17269	31824
17270	36920
17271	33072
17272	41912
17273	24960
17274	37544
17275	29536
17276	29328
17277	34008
17278	30680
17279	24960
17280	23296
17281	48880
17282	29172
17283	31200
17284	35932
17285	36556
17286	34320
17287	28652
17288	33176
17289	35880
17290	26884
17291	25324
17292	38636
17293	34216
17294	30056
17295	35256
17296	34476
17297	26728
17298	41080
17299	48048
17300	39520
17301	28236
17302	38688
17303	42380
17304	67132
17305	33124
17306	33176
17307	60944
17308	39936
17309	51376
17310	53248
17311	40040
17312	58500
17313	40092
17314	61516
17315	33384
17316	32708
17317	66664
17318	39260
17319	60268
17320	37960
17321	46800
17322	37492
17323	38948
17324	34008
17325	60320
17326	33904
17327	26988
17328	37232
17329	31096
17330	33384
17331	33488
17332	40092
17333	46800
17334	46488
17335	32656
17336	40248
17337	34372
17338	24284
17339	41340
17340	54652
17341	61048
17342	53092
17343	53248
17344	60632
17345	54912
17346	33124
17347	45812
17348	53352
17349	53092
17350	51116
17351	50960
17352	51324
17353	
17354	37804
17355	27872
17356	23920
17357	44720
17358	54444
17359	50128
17360	44772
17361	29744
17362	31148
17363	43888
17364	38740
17365	32032
17366	41704
17367	46384
17368	51064
17369	45812
17370	50752
17371	43004
17372	46280
17373	43940
17374	50856
17375	45812
17376	42172
17377	45760
17378	62036
17379	47944
17380	43316
17381	42224
17382	51584
17383	44616
17384	40976
17385	37804
17386	46488
17387	45916
17388	79040
17389	62608
17390	56992
17391	67600
17392	47216
17393	
17394	72800
17395	66872
17396	61724
17397	43992
17398	44200
17399	35724
17400	51168
17401	39416
17402	46800
17403	47892
17404	40560
17405	54548
17406	53456
17407	53924
17408	40300
17409	38532
17410	53872
17411	50908
17412	54548
17413	45812
17414	57928
17415	42900
17416	55224
17417	44824
17418	72280
17419	40300
17420	
17421	42744
17422	45396
17423	45864
17424	55380
17425	46072
17426	51428
17427	51636
17428	58500
17429	29224
17430	46488
17431	55224
17432	61048
17433	43732
17434	42016
17435	60476
17436	52000
17437	55588
17438	35360
17439	53040
17440	50492
17441	50804
17442	58916
17443	50128
17444	41080
17445	52468
17446	
17447	55900
17448	
17449	58916
17450	54288
17451	52572
17452	60424
17453	29900
17454	57096
17455	79404
17456	52208
17457	32864
17458	63440
17459	56316
17460	53768
17461	58292
17462	50960
17463	68692
17464	49140
17465	49556
17466	21164
17467	28132
17468	43472
17469	39468
17470	42068
17471	23920
17472	45136
17473	42432
17474	25688
17475	45760
17476	36244
17477	47996
17478	47892
17479	45552
17480	42172
17481	57200
17482	29900
17483	50492
17484	44512
17485	49504
17486	43108
17487	35412
17488	40664
17489	57044
17490	46384
17491	48776
17492	40404
17493	42380
17494	44096
17495	49400
17496	47736
17497	44720
17498	45396
17499	43108
17500	44408
17501	44980
17502	42848
17503	45968
17504	43004
17505	42640
17506	43472
17507	47632
17508	43264
17509	34008
17510	37700
17511	48724
17512	55068
17513	49712
17514	42484
17515	50336
17516	47736
17517	53248
17518	63284
17519	54340
17520	48048
17521	51636
17522	55796
17523	45656
17524	43836
17525	51168
17526	36296
17527	37856
17528	37908
17529	55068
17530	48828
17531	41132
17532	56940
17533	40092
17534	45396
17535	50284
17536	50076
17537	50492
17538	41340
17539	42692
17540	40820
17541	36452
17542	44876
17543	41340
17544	42848
17545	37908
17546	44720
17547	26104
17548	41340
17549	47216
17550	34788
17551	50128
17552	37128
17553	50180
17554	56992
17555	40820
17556	36036
17557	40716
17558	52156
17559	41496
17560	52936
17561	41808
17562	46280
17563	43056
17564	40196
17565	52520
17566	42432
17567	36452
17568	24024
17569	49192
17570	61776
17571	28652
17572	42588
17573	52156
17574	44564
17575	50856
17576	42848
17577	41340
17578	32188
17579	53196
17580	45968
17581	52364
17582	45136
17583	40196
17584	35828
17585	44928
17586	46800
17587	43056
17588	50700
17589	53612
17590	51740
17591	51064
17592	41912
17593	42016
17594	53768
17595	67600
17596	56160
17597	42172
17598	47424
17599	53300
17600	64740
17601	52468
17602	50648
17603	70356
17604	49816
17605	44824
17606	
17607	36556
17608	45188
17609	52936
17610	43108
17611	49036
17612	79144
17613	59696
17614	63388
17615	
17616	66508
17617	47060
17618	75816
17619	48100
17620	74152
17621	71864
17622	76648
17623	70772
17624	65260
17625	46072
17626	54392
17627	45812
17628	65572
17629	65676
17630	38948
17631	36920
17632	39988
17633	41236
17634	75660
17635	38272
17636	40820
17637	37700
17638	41392
17639	46904
17640	40092
17641	35620
17642	38064
17643	40924
17644	39780
17645	45604
17646	39416
17647	61828
17648	32760
17649	38064
17650	84344
17651	46228
17652	42328
17653	53768
17654	39104
17655	44616
17656	40976
17657	47632
17658	40040
17659	42744
17660	39936
17661	40144
17662	43316
17663	47164
17664	42172
17665	53612
17666	53612
17667	41808
17668	37700
17669	55588
17670	31824
17671	40612
17672	39884
17673	45136
17674	43576
17675	42692
17676	43888
17677	56316
17678	46592
17679	42640
17680	53924
17681	54652
17682	47840
17683	44200
17684	54184
17685	41392
17686	48724
17687	50700
17688	
17689	
17690	50908
17691	60944
17692	69680
17693	60632
17694	41080
17695	40092
17696	57928
17697	46020
17698	58916
17699	57304
17700	58240
17701	59644
17702	55224
17703	53768
17704	60216
17705	55744
17706	58760
17707	53560
17708	45968
17709	52312
17710	60840
17711	56628
17712	55120
17713	56108
17714	48828
17715	57252
17716	52520
17717	44928
17718	54340
17719	52884
17720	59228
17721	67652
17722	61464
17723	59540
17724	50804
17725	55588
17726	70252
17727	36400
17728	81536
17729	59072
17730	60528
17731	66456
17732	46436
17733	39520
17734	49608
17735	54288
17736	58708
17737	51688
17738	51220
17739	55224
17740	60476
17741	50492
17742	53248
17743	58708
17744	60112
17745	62660
17746	55380
17747	53456
17748	51116
17749	58188
17750	42692
17751	47372
17752	59956
17753	53456
17754	47476
17755	55068
17756	45552
17757	30316
17758	51168
17759	38636
17760	51376
17761	63024
17762	49088
17763	59696
17764	53612
17765	54964
17766	40508
17767	43992
17768	47008
17769	60476
17770	50388
17771	45344
17772	36504
17773	47164
17774	57356
17775	39936
17776	50960
17777	46176
17778	44720
17779	47944
17780	45032
17781	46176
17782	47112
17783	37700
17784	46540
17785	49036
17786	57824
17787	54964
17788	56992
17789	52520
17790	48204
17791	56316
17792	40716
17793	54288
17794	50700
17795	49920
17796	50284
17797	46280
17798	50388
17799	42692
17800	48204
17801	46904
17802	46904
17803	44772
17804	50024
17805	35568
17806	49920
17807	40716
17808	73892
17809	57824
17810	67600
17811	51376
17812	60008
17813	59904
17814	61984
17815	73996
17816	61204
17817	48516
17818	28860
17819	57876
17820	58084
17821	57720
17822	63804
17823	76544
17824	66040
17825	56160
17826	48984
17827	57044
17828	30628
17829	57824
17830	66560
17831	52208
17832	59748
17833	58760
17834	62192
17835	49088
17836	78520
17837	61984
17838	72696
17839	63596
17840	73008
17841	72748
17842	67184
17843	74828
17844	70876
17845	74828
17846	62088
17847	83772
17848	73320
17849	60008
17850	35724
17851	72228
17852	62088
17853	27300
17854	68224
17855	69576
17856	55692
17857	68380
17858	58500
17859	28808
17860	59384
17861	80184
17862	80444
17863	74464
17864	84968
17865	74724
17866	71916
17867	61984
17868	83200
17869	52208
17870	29900
17871	55224
17872	39156
17873	50908
17874	70824
17875	63856
17876	61984
17877	73008
17878	72540
17879	53404
17880	41184
17881	29224
17882	64116
17883	62972
17884	65468
17885	51688
17886	65520
17887	52260
17888	54184
17889	24388
17890	17628
17891	35360
17892	20904
17893	32344
17894	72384
17895	46072
17896	39936
17897	42796
17898	35932
17899	29900
17900	54496
17901	64532
17902	35568
17903	35828
17904	38428
17905	28288
17906	35568
17907	29952
17908	28860
17909	35724
17910	37700
17911	60632
17912	53144
17913	20540
17914	56992
17915	43212
17916	52780
17917	51168
17918	61360
17919	69732
17920	61464
17921	50856
17922	47996
17923	39936
17924	36244
17925	49348
17926	53404
17927	50024
17928	61308
17929	37700
17930	32812
17931	54756
17932	48048
17933	46384
17934	
17935	53248
17936	50024
17937	54340
17938	60164
17939	22204
17940	58500
17941	55224
17942	58500
17943	65416
17944	56836
17945	84448
17946	65364
17947	61308
17948	56316
17949	47008
17950	38584
17951	78520
17952	75192
17953	70824
17954	71240
17955	70512
17956	49816
17957	40820
17958	53612
17959	42952
17960	41444
17961	50492
17962	44980
17963	49816
17964	48620
17965	56680
17966	43576
17967	39416
17968	57928
17969	50180
17970	49972
17971	41132
17972	34008
17973	42796
17974	49348
17975	53040
17976	44928
17977	45500
17978	49036
17979	37700
17980	49036
17981	43316
17982	48828
17983	
17984	53300
17985	47632
17986	55328
17987	44356
17988	48360
17989	31668
17990	50128
17991	47372
17992	59956
17993	69940
17994	52156
17995	57616
17996	69888
17997	72436
17998	63700
17999	58136
18000	63960
18001	66248
18002	60736
18003	60112
18004	53924
18005	52208
18006	51220
18007	64584
18008	55796
18009	56784
18010	56316
18011	39780
18012	51428
18013	43160
18014	45968
18015	50700
18016	44304
18017	48932
18018	50336
18019	46540
18020	45604
18021	52728
18022	47112
18023	56784
18024	49036
18025	49556
18026	26988
18027	29900
18028	35568
18029	41808
18030	33488
18031	49192
18032	50804
18033	47944
18034	41860
18035	38844
18036	49556
18037	45864
18038	31200
18039	45864
18040	44200
18041	29276
18042	53196
18043	60372
18044	34684
18045	37544
18046	40924
18047	46020
18048	35516
18049	39364
18050	36972
18051	36244
18052	36400
18053	42068
18054	41756
18055	42536
18056	31252
18057	35152
18058	39520
18059	35100
18060	31356
18061	38948
18062	52468
18063	44408
18064	43004
18065	40092
18066	40196
18067	41808
18068	45500
18069	45136
18070	53924
18071	54704
18072	43628
18073	41912
18074	48048
18075	47060
18076	34996
18077	39676
18078	31824
18079	41444
18080	39364
18081	50440
18082	39780
18083	44616
18084	38168
18085	45344
18086	50960
18087	41808
18088	51064
18089	39676
18090	43420
18091	42952
18092	43732
18093	47372
18094	52156
18095	46384
18096	45552
18097	47580
18098	49556
18099	31512
18100	50960
18101	48152
18102	52728
18103	53508
18104	48724
18105	43576
18106	47944
18107	43576
18108	48360
18109	54860
18110	66144
18111	60164
18112	52936
18113	40664
18114	52312
18115	61100
18116	70720
18117	39884
18118	27560
18119	62400
18120	57616
18121	58500
18122	62504
18123	44772
18124	65156
18125	62972
18126	71032
18127	63908
18128	45032
18129	72800
18130	64116
18131	56368
18132	51480
18133	64480
18134	46800
18135	25272
18136	23764
18137	25324
18138	23036
18139	24804
18140	25376
18141	22464
18142	23816
18143	21892
18144	24700
18145	23556
18146	25272
18147	23504
18148	21788
18149	23400
18150	18356
18151	24128
18152	27196
18153	23296
18154	24544
18155	21216
18156	23608
18157	23192
18158	22152
18159	22880
18160	24388
18161	24336
18162	22776
18163	24180
18164	22464
18165	22048
18166	25012
18167	22620
18168	24232
18169	23296
18170	21788
18171	22828
18172	24284
18173	24544
18174	23556
18175	24544
18176	38116
18177	48568
18178	42848
18179	41652
18180	24180
18181	27768
18182	29692
18183	38064
18184	36868
18185	36452
18186	34476
18187	34528
18188	39624
18189	32708
18190	34320
