SA1_internal_2021	HomeCensusNight	persons
27895	0	9
27895	1	567
27896	1	407
27897	0	4
27897	1	363
27898	0	3
27898	1	245
27899	0	3
27899	1	478
27900	0	3
27900	1	357
27901	1	770
27902	0	9
27902	1	362
27903	0	9
27903	1	275
27904	0	10
27904	1	351
27905	0	5
27905	1	399
27906	0	6
27906	1	706
27907	0	4
27907	1	12
27908	0	3
27908	1	446
27909	0	5
27909	1	421
27910	0	5
27910	1	393
27911	0	4
27911	1	253
27912	0	10
27912	1	263
27913	0	10
27913	1	221
27914	0	10
27914	1	694
27915	0	11
27915	1	484
27916	1	308
27917	0	9
27917	1	401
27918	1	397
27919	0	6
27919	1	559
27920	0	3
27920	1	283
27921	0	13
27921	1	392
27922	0	4
27922	1	287
27923	0	9
27923	1	499
27924	0	8
27924	1	403
27925	0	11
27925	1	391
27926	1	296
27927	0	19
27927	1	465
27929	0	3
27929	1	337
27930	0	8
27930	1	459
27931	0	9
27931	1	564
27932	1	223
27933	0	4
27933	1	577
27934	0	16
27934	1	545
27935	0	6
27935	1	944
27936	0	9
27936	1	307
27937	0	7
27937	1	324
27938	0	9
27938	1	569
27939	0	10
27939	1	354
27940	0	6
27940	1	239
27941	1	485
27942	1	632
27943	0	20
27943	1	682
27944	0	4
27944	1	536
27945	0	4
27945	1	605
27946	0	5
27946	1	692
27947	1	692
27948	0	11
27948	1	590
27949	0	12
27949	1	552
27950	1	407
27951	0	5
27951	1	704
27952	0	11
27952	1	791
27953	0	10
27953	1	695
27954	0	4
27954	1	496
27955	0	13
27955	1	506
27956	0	9
27956	1	458
27957	1	223
27958	0	3
27958	1	412
27959	0	6
27959	1	478
27960	0	4
27960	1	450
27961	1	341
27962	0	4
27962	1	560
27963	0	5
27963	1	303
27964	0	9
27964	1	223
27965	1	386
27966	1	513
27967	0	7
27967	1	447
27968	0	9
27968	1	739
27969	0	12
27969	1	554
27970	0	5
27970	1	449
27971	0	9
27971	1	600
27972	0	3
27972	1	403
27973	0	6
27973	1	468
27974	0	3
27974	1	211
27975	0	7
27975	1	651
27976	0	13
27976	1	833
27977	0	15
27977	1	510
27978	1	263
27979	0	3
27979	1	395
27980	0	3
27980	1	529
27981	0	4
27981	1	379
27982	0	7
27982	1	542
27983	0	4
27983	1	310
27984	0	3
27984	1	384
27985	1	309
27986	0	14
27986	1	467
27987	0	6
27987	1	370
27988	1	446
27989	0	4
27989	1	287
27990	1	236
27991	1	406
27992	1	118
27993	0	4
27993	1	312
27994	0	8
27994	1	327
27995	0	11
27995	1	561
27996	0	9
27996	1	467
27997	0	8
27997	1	421
27998	0	3
27998	1	316
27999	0	9
27999	1	366
28000	0	10
28000	1	596
28001	0	6
28001	1	521
28002	0	7
28002	1	619
28003	0	3
28003	1	472
28004	0	6
28004	1	621
28005	0	9
28005	1	828
28006	1	454
28007	0	3
28007	1	540
28008	1	428
28009	1	494
28010	0	7
28010	1	698
28011	0	9
28011	1	390
28012	1	411
28013	0	3
28013	1	532
28014	1	544
28015	0	5
28015	1	400
28016	0	5
28016	1	523
28017	0	6
28017	1	359
28018	1	376
28019	0	12
28019	1	535
28020	0	4
28020	1	529
28021	0	3
28021	1	412
28022	0	6
28022	1	400
28023	1	670
28024	1	439
28025	0	12
28025	1	628
28026	0	17
28026	1	679
28027	1	609
28028	0	4
28028	1	459
28029	0	11
28029	1	442
28030	0	9
28030	1	584
28031	1	3
28032	1	474
28033	1	412
28034	0	3
28034	1	681
28035	0	3
28035	1	367
28036	0	4
28036	1	381
28037	0	9
28037	1	550
28038	0	9
28038	1	373
28039	0	15
28039	1	536
28040	0	13
28040	1	512
28041	0	5
28041	1	441
28042	0	10
28042	1	620
28043	0	16
28043	1	645
28044	0	8
28044	1	578
28045	0	6
28045	1	449
28046	0	7
28046	1	623
28047	0	20
28047	1	286
28048	0	3
28048	1	871
28049	1	789
28050	1	457
28051	0	5
28051	1	441
28052	0	7
28052	1	509
28053	1	398
28054	0	4
28054	1	307
28055	0	9
28055	1	416
28056	1	5
28057	0	9
28057	1	613
28058	1	300
28059	0	6
28059	1	447
28060	0	4
28060	1	386
28061	1	344
28062	0	9
28062	1	375
28063	0	3
28063	1	382
28064	1	355
28065	1	427
28066	0	5
28066	1	468
28067	0	11
28067	1	445
28068	0	16
28068	1	483
28069	0	14
28069	1	398
28070	0	4
28070	1	229
28071	0	9
28071	1	469
28072	0	4
28072	1	271
28073	0	5
28073	1	377
28074	0	5
28074	1	499
28075	0	3
28075	1	355
28076	1	509
28077	0	3
28077	1	309
28078	1	549
28079	1	627
28080	0	4
28080	1	509
28081	0	6
28081	1	634
28082	0	6
28082	1	363
28083	0	8
28083	1	269
28084	1	727
28085	1	424
28086	0	18
28086	1	467
28087	0	14
28087	1	453
28088	0	5
28088	1	649
28089	1	343
28090	0	8
28090	1	592
28091	0	12
28091	1	149
28092	0	5
28092	1	162
28093	0	3
28093	1	595
28094	0	3
28094	1	791
28095	1	468
28096	1	360
28097	0	7
28097	1	449
28098	0	17
28098	1	468
28099	0	4
28099	1	298
28100	0	3
28100	1	501
28101	1	603
28102	1	348
28103	0	16
28103	1	330
28104	1	415
28105	0	5
28105	1	310
28106	0	13
28106	1	446
28107	0	3
28107	1	199
28108	0	15
28108	1	413
28109	0	7
28109	1	322
28110	0	11
28110	1	375
28111	0	14
28111	1	545
28112	0	23
28112	1	735
28113	0	19
28113	1	673
28114	1	272
28115	0	8
28115	1	657
28116	0	15
28116	1	611
28117	0	13
28117	1	390
28118	0	13
28118	1	739
28119	0	13
28119	1	430
28120	0	22
28120	1	615
28121	1	438
28122	0	5
28122	1	404
28123	0	5
28123	1	293
28124	0	9
28124	1	637
28125	0	11
28125	1	304
28126	0	14
28126	1	919
28127	0	3
28127	1	371
28128	0	9
28128	1	14
28129	0	3
28129	1	304
28130	0	9
28130	1	424
28131	0	7
28131	1	354
28132	0	3
28132	1	254
28133	0	4
28133	1	279
28134	0	15
28134	1	352
28135	0	12
28135	1	497
28136	0	3
28136	1	505
28137	0	14
28137	1	655
28138	0	6
28138	1	352
28139	0	3
28139	1	423
28140	0	9
28140	1	531
28141	1	6
28142	0	9
28142	1	433
28143	0	5
28143	1	465
28144	0	6
28144	1	385
28145	0	9
28145	1	461
28146	1	188
28147	0	16
28147	1	550
28148	0	4
28148	1	510
28149	0	7
28149	1	433
28150	0	4
28150	1	637
28151	0	5
28151	1	395
28152	1	6
28153	0	11
28153	1	569
28154	0	8
28154	1	568
28155	0	6
28155	1	511
28156	0	10
28156	1	522
28157	0	4
28157	1	283
28158	0	6
28158	1	411
28159	0	10
28159	1	400
28161	0	10
28161	1	351
28162	0	15
28162	1	480
28163	0	7
28163	1	565
28164	0	4
28164	1	610
28165	0	25
28165	1	392
28166	1	276
28167	0	19
28167	1	364
28168	0	4
28168	1	403
28169	0	10
28169	1	633
28170	0	3
28170	1	513
28171	1	577
28172	1	432
28173	0	6
28173	1	422
28174	0	7
28174	1	388
28175	0	15
28175	1	411
28176	0	11
28176	1	427
28177	0	14
28177	1	543
28178	0	13
28178	1	573
28179	0	3
28179	1	296
28180	0	3
28180	1	273
28181	0	10
28181	1	368
28182	0	16
28182	1	175
28183	0	13
28183	1	593
28184	0	11
28184	1	376
28185	1	352
28186	0	8
28186	1	294
28187	0	13
28187	1	267
28188	0	3
28188	1	395
28189	0	14
28189	1	296
28190	0	7
28190	1	223
28191	0	7
28191	1	322
28192	0	3
28192	1	356
28193	1	296
28194	0	7
28194	1	515
28195	0	6
28195	1	359
28196	0	4
28196	1	346
28197	0	6
28197	1	536
28198	0	15
28198	1	484
28199	0	3
28199	1	317
28200	0	3
28200	1	347
28201	0	12
28201	1	419
28202	0	10
28202	1	365
28203	1	292
28204	0	6
28204	1	202
28205	0	15
28205	1	567
28206	1	237
28207	1	321
28208	0	20
28208	1	496
28209	1	401
28210	0	15
28210	1	552
28211	0	8
28211	1	451
28212	0	16
28212	1	246
28213	1	503
28214	0	4
28214	1	384
28215	0	6
28215	1	462
28216	0	11
28216	1	491
28217	0	3
28217	1	220
28218	0	20
28218	1	611
28219	0	8
28219	1	486
28220	0	7
28220	1	276
28221	0	7
28221	1	464
28222	0	9
28222	1	460
28223	1	285
28224	0	9
28224	1	789
28225	0	16
28225	1	270
28226	0	10
28226	1	311
28227	0	3
28227	1	278
28228	1	185
28230	1	449
28231	0	15
28231	1	663
28232	0	12
28232	1	573
28233	0	12
28233	1	422
28234	0	10
28234	1	412
28235	0	6
28235	1	384
28236	0	9
28236	1	494
28237	0	18
28237	1	326
28238	0	6
28238	1	466
28239	0	6
28239	1	431
28240	0	5
28240	1	510
28241	0	5
28241	1	215
28242	1	520
28243	0	5
28243	1	343
28244	0	3
28244	1	391
28245	0	10
28245	1	384
28246	0	8
28246	1	462
28247	0	6
28247	1	334
28249	1	7
28250	0	23
28250	1	396
28251	0	4
28251	1	303
28252	0	18
28252	1	553
28253	0	9
28253	1	436
28254	0	9
28254	1	529
28256	0	15
28256	1	419
28257	0	24
28257	1	372
28258	0	12
28258	1	270
28259	0	11
28259	1	392
28260	0	11
28260	1	519
28261	0	13
28261	1	427
28262	0	7
28262	1	417
28263	1	442
28264	0	9
28264	1	423
28265	0	3
28265	1	248
28266	0	23
28266	1	438
28267	0	3
28267	1	234
28268	1	344
28269	0	3
28269	1	458
28270	0	11
28270	1	419
28271	0	15
28271	1	579
28272	0	4
28272	1	273
28273	0	6
28273	1	468
28274	0	22
28274	1	316
28275	0	3
28275	1	429
28276	0	8
28276	1	494
28277	1	280
28278	0	13
28278	1	340
28279	0	3
28279	1	290
28280	0	3
28280	1	360
28281	0	10
28281	1	468
28282	0	10
28282	1	454
28283	0	16
28283	1	425
28284	0	17
28284	1	599
28285	0	4
28285	1	287
28286	0	11
28286	1	368
28287	0	11
28287	1	431
28288	0	12
28288	1	536
28289	0	6
28289	1	346
28290	0	9
28290	1	454
28291	0	9
28291	1	338
28292	0	3
28292	1	198
28293	0	11
28293	1	331
28294	0	6
28294	1	313
28295	0	4
28295	1	398
28296	0	11
28296	1	312
28297	0	4
28297	1	428
28298	0	9
28298	1	440
28299	0	5
28299	1	330
28300	0	8
28300	1	311
28301	0	12
28301	1	344
28302	0	11
28302	1	531
28303	1	3
28304	0	4
28304	1	536
28305	0	3
28305	1	426
28306	1	397
28307	0	4
28307	1	283
28308	0	8
28308	1	381
28309	0	8
28309	1	213
28310	0	16
28310	1	392
28311	0	17
28311	1	505
28312	0	4
28312	1	293
28313	0	3
28313	1	220
28315	0	17
28315	1	274
28317	0	10
28317	1	364
28318	0	12
28318	1	424
28319	1	27
28320	0	10
28320	1	551
28321	1	383
28322	0	4
28322	1	312
28323	0	7
28323	1	374
28324	0	14
28324	1	367
28325	0	4
28325	1	294
28326	0	6
28326	1	490
28327	0	6
28327	1	498
28328	0	15
28328	1	491
28329	0	10
28329	1	542
28330	0	5
28330	1	332
28331	0	3
28331	1	461
28332	0	21
28332	1	455
28333	0	4
28333	1	254
28334	0	26
28334	1	452
28335	0	3
28335	1	501
28336	0	7
28336	1	473
28337	0	21
28337	1	190
28338	1	262
28339	0	18
28339	1	407
28340	0	4
28340	1	368
28341	0	5
28341	1	376
28342	0	11
28342	1	402
28343	0	4
28343	1	302
28344	0	6
28344	1	359
28345	0	4
28345	1	320
28346	0	4
28346	1	525
28347	0	4
28347	1	389
28348	0	12
28348	1	394
28349	0	4
28349	1	345
28350	0	3
28350	1	210
28351	0	4
28351	1	463
28352	0	14
28352	1	562
28353	0	14
28353	1	460
28354	0	19
28354	1	733
28355	0	8
28355	1	406
28356	0	11
28356	1	296
28357	0	12
28357	1	372
28358	0	11
28358	1	357
28359	0	3
28359	1	386
28360	0	3
28360	1	343
28361	0	17
28361	1	641
28362	0	9
28362	1	399
28363	0	7
28363	1	395
28364	0	3
28364	1	478
28365	0	29
28365	1	547
28366	0	6
28366	1	525
28367	0	17
28367	1	784
28368	0	12
28368	1	614
28369	0	7
28369	1	355
28370	0	15
28370	1	351
28371	0	4
28371	1	464
28372	0	11
28372	1	350
28373	0	14
28373	1	433
28374	0	3
28374	1	329
28375	0	6
28375	1	406
28376	0	4
28376	1	378
28377	0	14
28377	1	592
28378	0	15
28378	1	510
28379	0	5
28379	1	353
28380	0	23
28380	1	606
28381	0	13
28381	1	484
28382	0	8
28382	1	477
28383	0	12
28383	1	493
28384	0	15
28384	1	564
28385	0	29
28385	1	562
28386	0	11
28386	1	226
28387	0	12
28387	1	319
28388	0	3
28388	1	276
28389	0	11
28389	1	285
28390	0	21
28390	1	789
28391	0	13
28391	1	321
28392	0	6
28392	1	443
28393	0	10
28393	1	429
28394	0	14
28394	1	488
28395	0	12
28395	1	410
28396	0	7
28396	1	542
28397	0	10
28397	1	270
28398	0	10
28398	1	367
28399	0	10
28399	1	237
28400	1	55
28401	0	10
28401	1	546
28402	0	11
28402	1	515
28403	0	11
28403	1	285
28404	0	9
28404	1	366
28405	0	3
28405	1	609
28406	0	14
28406	1	518
28407	0	27
28407	1	324
28408	1	231
28409	0	14
28409	1	411
28410	0	28
28410	1	552
28411	0	4
28412	0	3
28412	1	323
28413	0	14
28413	1	510
28414	0	5
28414	1	201
28415	0	15
28415	1	460
28416	0	21
28416	1	663
28417	0	9
28417	1	587
28418	0	12
28418	1	583
28419	0	12
28419	1	646
28420	0	12
28420	1	593
28421	0	14
28421	1	519
28422	0	17
28422	1	501
28423	0	20
28423	1	468
28424	0	3
28424	1	494
28425	0	7
28425	1	356
28426	0	23
28426	1	569
28427	1	244
28428	0	11
28428	1	265
28429	0	12
28429	1	523
28430	0	9
28430	1	395
28431	0	14
28431	1	472
28432	0	12
28432	1	468
28433	0	21
28433	1	675
28434	0	11
28434	1	475
28435	0	16
28435	1	421
28436	0	7
28436	1	335
28437	0	6
28437	1	296
28438	0	10
28438	1	487
28439	0	9
28439	1	299
28440	0	15
28440	1	285
28441	0	4
28441	1	395
28442	0	23
28442	1	624
28443	0	8
28443	1	335
28444	0	11
28444	1	351
28445	0	9
28445	1	479
28446	0	17
28446	1	474
28447	0	9
28447	1	270
28448	0	8
28448	1	336
28449	0	10
28449	1	476
28450	0	5
28450	1	500
28451	0	5
28451	1	455
28452	0	8
28452	1	301
28453	0	12
28453	1	590
28454	0	12
28454	1	509
28455	0	5
28455	1	452
28456	0	10
28456	1	495
28457	0	12
28457	1	601
28458	0	20
28458	1	400
28459	0	12
28459	1	535
28460	0	10
28460	1	371
28461	0	10
28461	1	445
28462	0	7
28462	1	522
28463	0	3
28463	1	289
28464	0	8
28464	1	401
28465	0	9
28465	1	413
28466	0	12
28466	1	290
28467	0	12
28467	1	366
28468	0	6
28468	1	618
28469	0	3
28469	1	400
28470	0	19
28470	1	618
28471	0	11
28471	1	424
28472	0	15
28472	1	393
28473	0	5
28473	1	573
28474	0	5
28474	1	478
28476	0	14
28476	1	512
28477	0	9
28477	1	451
28478	0	3
28478	1	308
28479	0	8
28479	1	278
28480	0	18
28480	1	481
28481	0	14
28481	1	525
28482	0	13
28482	1	703
28483	0	20
28483	1	423
28484	0	26
28484	1	611
28485	0	17
28485	1	556
28486	0	20
28486	1	482
28487	0	34
28487	1	403
28488	0	8
28488	1	514
28489	0	9
28489	1	532
28490	0	21
28490	1	687
28491	0	17
28491	1	504
28492	0	15
28492	1	376
28493	0	9
28493	1	403
28494	0	6
28494	1	259
28495	0	13
28495	1	752
28496	0	16
28496	1	567
28497	0	7
28497	1	274
28498	0	12
28498	1	442
28499	0	3
28499	1	442
28500	0	10
28500	1	250
28501	0	18
28501	1	358
28502	0	3
28502	1	283
28503	1	504
28504	0	3
28504	1	403
28505	0	16
28505	1	368
28506	0	6
28506	1	421
28507	1	238
28508	0	9
28508	1	478
28509	0	6
28509	1	212
28510	0	3
28510	1	175
28511	0	8
28511	1	298
28512	0	20
28512	1	561
28513	0	9
28513	1	392
28514	0	15
28514	1	584
28515	0	18
28515	1	334
28516	0	18
28516	1	505
28517	0	23
28517	1	420
28518	0	11
28518	1	417
28519	0	4
28519	1	380
28520	0	29
28520	1	612
28521	0	8
28521	1	343
28522	0	36
28522	1	303
28523	0	6
28523	1	209
28524	0	4
28524	1	237
28525	0	19
28525	1	381
28526	0	10
28526	1	397
28527	0	7
28527	1	274
28528	0	5
28528	1	215
28529	0	23
28529	1	277
28530	0	29
28530	1	426
28531	0	14
28531	1	405
28532	0	7
28532	1	238
28533	0	7
28533	1	229
28534	0	4
28534	1	367
28535	1	245
28536	0	21
28536	1	491
28537	0	13
28537	1	356
28538	0	12
28538	1	185
28539	0	15
28539	1	318
28540	0	9
28540	1	342
28541	1	329
28542	0	3
28542	1	336
28543	0	16
28543	1	266
28544	0	16
28544	1	204
28545	0	18
28545	1	168
28546	0	12
28546	1	314
28547	0	11
28547	1	444
28548	0	8
28548	1	284
28549	0	7
28549	1	215
28550	0	6
28550	1	390
28551	0	13
28551	1	274
28552	0	9
28552	1	239
28553	0	10
28553	1	413
28554	0	29
28554	1	312
28555	0	15
28555	1	320
28556	0	5
28556	1	264
28557	0	10
28557	1	273
28558	0	10
28558	1	328
28559	0	9
28559	1	564
28560	0	14
28560	1	507
28561	0	13
28561	1	399
28562	0	3
28562	1	297
28563	0	10
28563	1	359
28564	0	10
28564	1	460
28565	0	7
28565	1	395
28566	0	7
28566	1	301
28567	0	6
28567	1	417
28568	0	5
28568	1	245
28569	0	10
28569	1	481
28570	0	7
28570	1	329
28571	0	8
28571	1	250
28572	1	324
28573	0	10
28573	1	304
28574	0	13
28574	1	291
28575	0	9
28575	1	544
28576	0	3
28576	1	552
28577	0	13
28577	1	626
28578	0	3
28578	1	395
28579	0	4
28579	1	238
28580	0	3
28580	1	324
28581	0	10
28581	1	504
28582	0	17
28582	1	380
28583	0	26
28583	1	598
28584	0	26
28584	1	582
28587	0	17
28587	1	399
28588	0	12
28588	1	502
28589	0	19
28589	1	513
28590	0	10
28590	1	459
28591	0	14
28591	1	303
28592	0	7
28592	1	375
28593	0	23
28593	1	440
28594	0	9
28594	1	373
28595	0	13
28595	1	410
28596	0	12
28596	1	450
28597	0	6
28597	1	493
28598	0	30
28598	1	414
28599	0	15
28599	1	461
28600	0	24
28600	1	559
28601	0	25
28601	1	677
28602	0	19
28602	1	480
28603	0	8
28603	1	493
28604	0	5
28604	1	273
28605	0	8
28605	1	377
28606	0	16
28606	1	294
28607	0	25
28607	1	462
28608	0	10
28608	1	556
28609	0	5
28609	1	219
28610	0	15
28610	1	202
28611	0	12
28611	1	554
28612	0	16
28612	1	451
28613	0	10
28613	1	435
28614	0	10
28614	1	291
28615	0	9
28615	1	323
28616	0	3
28616	1	315
28617	0	9
28617	1	489
28618	0	14
28618	1	349
28619	0	9
28619	1	512
28620	0	11
28620	1	422
28621	0	15
28621	1	381
28622	0	6
28622	1	296
28623	0	11
28623	1	401
28624	0	10
28624	1	249
28625	0	6
28625	1	278
28626	0	7
28626	1	214
28627	0	7
28627	1	414
28628	0	8
28628	1	222
28629	0	18
28629	1	485
28630	1	235
28631	0	15
28631	1	396
28632	0	11
28632	1	526
28633	0	17
28633	1	273
28634	0	6
28634	1	345
28635	0	5
28635	1	3
28636	1	9
28637	1	5
28638	0	15
28638	1	654
28639	0	17
28639	1	477
28640	0	9
28640	1	307
28642	0	9
28642	1	365
28643	0	9
28643	1	320
28644	0	9
28644	1	362
28645	0	11
28645	1	458
28646	0	5
28646	1	338
28647	0	4
28647	1	60
28648	0	10
28648	1	509
28649	0	21
28649	1	503
28650	0	19
28650	1	399
28651	1	264
28652	0	3
28652	1	370
28653	0	19
28653	1	428
28654	0	24
28654	1	502
28655	0	3
28655	1	356
28656	0	5
28656	1	509
28657	0	11
28657	1	293
28658	0	5
28658	1	357
28659	1	126
28660	0	5
28660	1	46
28661	0	7
28661	1	345
28662	0	9
28662	1	378
28663	0	17
28663	1	602
28664	0	10
28664	1	299
28665	0	6
28665	1	249
28666	0	13
28666	1	565
28667	0	10
28667	1	419
28668	0	9
28668	1	466
28669	0	7
28669	1	319
28670	0	26
28670	1	451
28671	0	12
28671	1	559
28672	0	6
28672	1	357
28673	0	16
28673	1	660
28674	0	13
28674	1	543
28675	0	11
28675	1	366
28676	0	24
28676	1	509
28677	0	9
28677	1	285
28678	0	7
28678	1	368
28679	1	343
28680	0	8
28680	1	409
28681	0	9
28681	1	279
28682	0	10
28682	1	337
28683	0	19
28683	1	446
28684	0	8
28684	1	424
28685	0	19
28685	1	554
28686	0	7
28686	1	492
28687	0	16
28687	1	443
28688	0	15
28688	1	586
28689	0	21
28689	1	593
28690	0	16
28690	1	576
28691	0	3
28691	1	299
28692	0	29
28692	1	573
28693	0	6
28693	1	392
28694	0	11
28694	1	510
28695	0	8
28695	1	468
28696	0	9
28696	1	457
28697	0	11
28697	1	488
28698	0	11
28698	1	298
28699	0	13
28699	1	328
28700	0	4
28700	1	249
28701	0	14
28701	1	546
28702	0	8
28702	1	478
28703	0	12
28703	1	474
28704	0	17
28704	1	511
28705	0	7
28705	1	364
28706	1	190
28707	0	6
28707	1	572
28708	0	10
28708	1	429
28709	0	14
28709	1	525
28710	0	21
28710	1	577
28711	1	263
28712	0	6
28712	1	319
28713	0	21
28713	1	347
28714	0	11
28714	1	339
28715	0	18
28715	1	577
28716	0	22
28716	1	533
28717	0	29
28717	1	339
28718	0	11
28718	1	483
28719	0	25
28719	1	483
28720	0	15
28720	1	632
28721	0	6
28721	1	281
28722	0	8
28722	1	474
28723	0	10
28723	1	334
28724	0	3
28724	1	301
28725	0	20
28725	1	426
28726	0	7
28726	1	596
28727	0	16
28727	1	498
28728	0	8
28728	1	310
28729	0	12
28729	1	278
28730	0	14
28730	1	328
28731	0	8
28731	1	380
28732	0	3
28732	1	408
28733	0	16
28733	1	368
28734	1	384
28735	0	18
28735	1	462
28736	0	7
28736	1	419
28737	0	15
28737	1	372
28738	0	34
28738	1	679
28739	0	13
28739	1	456
28740	0	7
28740	1	393
28741	0	6
28741	1	410
28742	0	13
28742	1	372
28743	0	15
28743	1	334
28744	0	5
28744	1	290
28745	0	3
28745	1	465
28746	0	27
28746	1	548
28747	0	3
28747	1	598
28748	0	4
28748	1	469
28749	0	5
28749	1	316
28750	1	381
28751	0	29
28751	1	445
28752	0	4
28752	1	209
28753	0	11
28753	1	235
28754	0	15
28754	1	633
28755	0	5
28755	1	316
28756	0	18
28756	1	576
28757	0	3
28757	1	258
28758	0	13
28758	1	392
28759	0	13
28759	1	407
28760	0	27
28760	1	590
28761	0	13
28761	1	308
28762	0	14
28762	1	426
28763	0	14
28763	1	439
28764	0	13
28764	1	477
28765	0	25
28765	1	631
28766	0	15
28766	1	350
28767	0	5
28767	1	282
28768	0	24
28768	1	566
28769	0	15
28769	1	483
28770	0	20
28770	1	621
28771	0	7
28771	1	293
28772	0	11
28772	1	283
28774	0	9
28774	1	353
28775	0	14
28775	1	400
28776	0	8
28776	1	220
28777	0	3
28777	1	308
28778	0	12
28778	1	526
28779	0	11
28779	1	483
28780	0	11
28780	1	472
28781	0	13
28781	1	357
28782	0	7
28782	1	420
28783	0	16
28783	1	420
28784	0	10
28784	1	404
28785	0	11
28785	1	457
28786	0	18
28786	1	598
28787	0	21
28787	1	381
28788	0	6
28788	1	315
28789	0	14
28789	1	456
28790	0	11
28790	1	379
28791	0	11
28791	1	359
28792	0	79
28792	1	1970
28793	0	22
28793	1	503
28794	0	18
28794	1	468
28795	0	26
28795	1	709
28796	0	18
28796	1	668
28797	0	7
28797	1	516
28798	0	31
28798	1	478
28799	0	12
28799	1	443
28800	0	6
28800	1	391
28801	0	8
28801	1	304
28802	0	6
28802	1	348
28803	0	9
28803	1	331
28804	0	21
28804	1	828
28805	0	17
28805	1	487
28806	0	11
28806	1	399
28807	0	15
28807	1	544
28808	0	16
28808	1	472
28809	0	5
28809	1	500
28810	0	10
28810	1	346
28811	0	9
28811	1	441
28812	0	15
28812	1	530
28813	0	8
28813	1	205
28814	0	14
28814	1	613
28815	0	10
28815	1	370
28816	0	17
28816	1	496
28817	0	9
28817	1	372
28818	0	18
28818	1	654
28819	0	15
28819	1	436
28820	0	6
28820	1	356
28821	0	21
28821	1	300
28822	0	14
28822	1	209
28823	0	4
28823	1	344
28825	0	17
28825	1	349
28826	0	17
28826	1	640
28827	0	7
28827	1	542
28828	0	9
28828	1	323
28829	0	9
28829	1	316
28830	0	7
28830	1	294
28831	0	17
28831	1	440
28832	0	38
28832	1	626
28833	0	3
28833	1	383
28834	0	9
28834	1	386
28835	0	3
28835	1	420
28836	0	11
28836	1	509
28837	0	12
28837	1	543
28838	0	10
28838	1	650
28839	0	10
28839	1	341
28840	0	12
28840	1	409
28841	0	9
28841	1	594
28842	0	12
28842	1	385
28843	1	217
28844	0	15
28844	1	389
28845	0	11
28845	1	406
28846	0	6
28846	1	514
28847	0	12
28847	1	579
28848	0	4
28848	1	391
28849	0	8
28849	1	439
28850	0	10
28850	1	592
28851	0	35
28851	1	788
28852	0	7
28852	1	533
28853	0	12
28853	1	632
28854	0	12
28854	1	594
28855	0	9
28855	1	293
28856	0	37
28856	1	594
28857	0	9
28857	1	431
28858	0	15
28858	1	470
28859	0	11
28859	1	444
28860	0	4
28860	1	423
28861	0	22
28861	1	495
28862	0	21
28862	1	628
28863	0	9
28863	1	608
28864	0	3
28864	1	686
28865	0	19
28865	1	411
28866	0	7
28866	1	539
28867	0	4
28867	1	329
28868	0	8
28868	1	438
28869	0	10
28869	1	501
28870	0	8
28870	1	333
28871	0	8
28871	1	449
28872	0	18
28872	1	384
28873	0	10
28873	1	313
28874	0	10
28874	1	316
28875	0	16
28875	1	536
28876	0	6
28876	1	556
28877	0	15
28877	1	575
28878	1	447
28879	0	15
28879	1	396
28880	0	7
28880	1	313
28881	0	16
28881	1	418
28882	0	8
28882	1	230
28883	0	8
28883	1	237
28884	0	16
28884	1	415
28885	0	7
28885	1	277
28886	0	5
28886	1	459
28887	0	8
28887	1	264
28889	0	12
28889	1	438
28890	0	9
28890	1	284
28891	0	8
28891	1	202
28893	1	6
28894	0	25
28894	1	522
28895	0	19
28895	1	595
28896	0	8
28896	1	287
28897	0	17
28897	1	799
28898	0	19
28898	1	510
28899	1	374
28900	0	4
28900	1	434
28901	0	22
28901	1	546
28902	0	13
28902	1	393
28903	0	15
28903	1	426
28904	0	3
28904	1	335
28905	0	12
28905	1	534
28906	0	15
28906	1	232
28907	0	9
28907	1	332
28908	0	7
28908	1	642
28909	0	14
28909	1	509
28910	0	5
28910	1	366
28911	0	15
28911	1	476
28912	0	8
28912	1	297
28913	0	6
28913	1	557
28914	0	6
28914	1	419
28915	0	16
28915	1	729
28916	0	13
28916	1	408
28917	0	6
28917	1	229
28918	0	11
28918	1	617
28919	0	12
28919	1	311
28920	0	9
28920	1	228
28922	0	5
28922	1	374
28923	0	11
28923	1	351
28924	0	7
28924	1	368
28925	0	24
28925	1	647
28926	0	15
28926	1	651
28927	0	16
28927	1	429
28928	0	11
28928	1	378
28929	0	9
28929	1	352
28930	0	6
28930	1	425
28931	0	5
28931	1	398
28932	1	463
28933	0	6
28933	1	428
28934	0	9
28934	1	607
28935	0	16
28935	1	518
28936	0	13
28936	1	604
28937	0	13
28937	1	473
28938	0	8
28938	1	427
28939	0	14
28939	1	454
28940	0	9
28940	1	464
28941	0	8
28941	1	310
28942	0	11
28942	1	444
28943	0	12
28943	1	323
28944	0	17
28944	1	424
28945	0	11
28945	1	338
28946	0	4
28946	1	107
28947	0	11
28947	1	320
28948	0	7
28948	1	303
28949	1	328
28950	0	3
28950	1	344
28951	0	12
28951	1	425
28952	0	6
28952	1	400
28953	0	11
28953	1	475
28954	0	9
28954	1	439
28955	0	3
28955	1	374
28956	1	354
28957	0	6
28957	1	283
28958	0	3
28958	1	428
28959	0	3
28959	1	457
28960	0	3
28960	1	406
28961	0	9
