SA1_internal_2021	medianTotalFamilyIncome
19390	99112
19391	163228
19392	145860
19393	176956
19394	148356
19395	146224
19396	113048
19397	135096
19398	117000
19399	97500
19400	118820
19401	119548
19402	114972
19403	135200
19404	100724
19405	112632
19406	137436
19407	160316
19408	133224
19409	165984
19410	133068
19411	132860
19412	131300
19413	143000
19414	142116
19415	122720
19416	160316
19417	161772
19418	119548
19419	143000
19420	123760
19421	119548
19422	118352
19423	199316
19424	153764
19425	
19426	152724
19427	
19428	136500
19429	144612
19430	214500
19431	
19432	239252
19433	
19434	126412
19435	127088
19436	110448
19437	253136
19438	178048
19439	176540
19440	161408
19441	206752
19442	166816
19443	247000
19444	239200
19445	209820
19446	165100
19447	172224
19448	163592
19449	202384
19450	163436
19451	119444
19452	238576
19453	244400
19454	148512
19455	238316
19456	188500
19457	157612
19458	176072
19459	180076
19460	
19461	164112
19462	136916
19463	159692
19464	228748
19465	147316
19466	147316
19467	123448
19468	166660
19469	103948
19470	122876
19471	95524
19472	153088
19473	150488
19474	135668
19475	160888
19476	152724
19477	139984
19478	117000
19479	126360
19480	126828
19481	142220
19482	135408
19483	127608
19484	131820
19485	
19486	138632
19487	170716
19488	145964
19489	142116
19490	154492
19491	149084
19492	144976
19493	125944
19494	173316
19495	175448
19496	150748
19497	162500
19498	138216
19499	131248
19500	233948
19501	127348
19502	140244
19503	164632
19504	143000
19505	186316
19506	157248
19507	165724
19508	139724
19509	139256
19510	167804
19511	132548
19512	146224
19513	158184
19514	189436
19515	162500
19516	169000
19517	163904
19518	150072
19519	171860
19520	117000
19521	171548
19522	167960
19523	123916
19524	138268
19525	151944
19526	157404
19527	143988
19528	148148
19529	115024
19530	129116
19531	
19532	220948
19533	169000
19534	155272
19535	69836
19536	144612
19537	151372
19538	166816
19539	142064
19540	164632
19541	160316
19542	153088
19543	140972
19544	140504
19545	180648
19546	154492
19547	154752
19548	175448
19549	148668
19550	154336
19551	145392
19552	
19553	123448
19554	123448
19555	135200
19556	141960
19557	152932
19558	178932
19559	195000
19560	158444
19561	135876
19562	142272
19563	139100
19564	149448
19565	165932
19566	153348
19567	126464
19568	132756
19569	150384
19570	185900
19571	146848
19572	160316
19573	175448
19574	164996
19575	139256
19576	143000
19577	157248
19578	182832
19579	150176
19580	143000
19581	183872
19582	175448
19583	193960
19584	183612
19585	166816
19586	152880
19587	143000
19588	162500
19589	161720
19590	122304
19591	132184
19592	182936
19593	184860
19594	190112
19595	110500
19596	181168
19597	199316
19598	173316
19599	134004
19600	175448
19601	183300
19602	174720
19603	166920
19604	160992
19605	183612
19606	196404
19607	102024
19608	146848
19609	216112
19610	183352
19611	143000
19612	169000
19613	175032
19614	171392
19615	126724
19616	131612
19617	147004
19618	152932
19619	166088
19620	160316
19621	124592
19622	84500
19623	125424
19624	160316
19625	164632
19626	139516
19627	
19628	141336
19629	134628
19630	110708
19631	137800
19632	
19633	144820
19634	120432
19635	113360
19636	167700
19637	145132
19638	108784
19639	71500
19640	169000
19641	136760
19642	139516
19643	124748
19644	161200
19645	
19646	76960
19647	120744
19648	132600
19649	135876
19650	123448
19651	148876
19652	164632
19653	161460
19654	146692
19655	145132
19656	136500
19657	159588
19658	114296
19659	128596
19660	123448
19661	151060
19662	144248
19663	107484
19664	115908
19665	119392
19666	146848
19667	141908
19668	152152
19669	117520
19670	123448
19671	122824
19672	131508
19673	140556
19674	122460
19675	120744
19676	133224
19677	108056
19678	118196
19679	115700
19680	118196
19681	142324
19682	143000
19683	125632
19684	158600
19685	139724
19686	96044
19687	143000
19688	122616
19689	163644
19690	143468
19691	143572
19692	104728
19693	
19694	143468
19695	139932
19696	126724
19697	150540
19698	137020
19699	127660
19700	139568
19701	141700
19702	151944
19703	126724
19704	134992
19705	147108
19706	150384
19707	139152
19708	107692
19709	138372
19710	105404
19711	148824
19712	124748
19713	122720
19714	148304
19715	109772
19716	131300
19717	149968
19718	141232
19719	138996
19720	146432
19721	145964
19722	147680
19723	155064
19724	136500
19725	144040
19726	162500
19727	138632
19728	136916
19729	158288
19730	153348
19731	125372
19732	122512
19733	148148
19734	152152
19735	158600
19736	
19737	169000
19738	157820
19739	174304
19740	172848
19741	163800
19742	157404
19743	164632
19744	179348
19745	171132
19746	162500
19747	
19748	
19749	
19750	
19751	96304
19752	106600
19753	65832
19754	81224
19755	63024
19756	109772
19757	77116
19758	138112
19759	141336
19760	104572
19761	121836
19762	99216
19763	128024
19764	151788
19765	90376
19766	125424
19767	128336
19768	113464
19769	137800
19770	126308
19771	101348
19772	102492
19773	133016
19774	119756
19775	113672
19776	107432
19777	84500
19778	123136
19779	131716
19780	102336
19781	131040
19782	
19783	168064
19784	117000
19785	126880
19786	126152
19787	102856
19788	98384
19789	101920
19790	112216
19791	179764
19792	126256
19793	173680
19794	
19795	
19796	114972
19797	106184
19798	121316
19799	105820
19800	111800
19801	101348
19802	134316
19803	131404
19804	87724
19805	112112
19806	105820
19807	175084
19808	132600
19809	122720
19810	121836
19811	115128
19812	124748
19813	143000
19814	126256
19815	99112
19816	100724
19817	118248
19818	102648
19819	95316
19820	124592
19821	95992
19822	97500
19823	
19824	128336
19825	118040
19826	121784
19827	121836
19828	141700
19829	142116
19830	117884
19831	117000
19832	144820
19833	117676
19834	130988
19835	107432
19836	133432
19837	83824
19838	53924
19839	91624
19840	86424
19841	99424
19842	120224
19843	92612
19844	71500
19845	74724
19846	75816
19847	79040
19848	80756
19849	49348
19850	100152
19851	103428
19852	95732
19853	88452
19854	118924
19855	111124
19856	115960
19857	101244
19858	106340
19859	141700
19860	108784
19861	110032
19862	90948
19863	101920
19864	123240
19865	118508
19866	118404
19867	105352
19868	111904
19869	118404
19870	114920
19871	110136
19872	122148
19873	40196
19874	53196
19875	60892
19876	45656
19877	68224
19878	84500
19879	88296
19880	75504
19881	70044
19882	64428
19883	72124
19884	
19885	54756
19886	93184
19887	111488
19888	82316
19889	67028
19890	71500
19891	68432
19892	60320
19893	81224
19894	83772
19895	73892
19896	80340
19897	82316
19898	70200
19899	68224
19900	48984
19901	61360
19902	70616
19903	102544
19904	105508
19905	105872
19906	125060
19907	
19908	92612
19909	118820
19910	137072
19911	70200
19912	108420
19913	121576
19914	70252
19915	68692
19916	83200
19917	79612
19918	83200
19919	87048
19920	74360
19921	85904
19922	73632
19923	54444
19924	68588
19925	100152
19926	76180
19927	94900
19928	113568
19929	84500
19930	83824
19931	108992
19932	72280
19933	100880
19934	91884
19935	71500
19936	109980
19937	137800
19938	147316
19939	143000
19940	108316
19941	70668
19942	95316
19943	
19944	156520
19945	96980
19946	122356
19947	107796
19948	97500
19949	107536
19950	80600
19951	99840
19952	121680
19953	137124
19954	135772
19955	121836
19956	102856
19957	108888
19958	107484
19959	118352
19960	128076
19961	105612
19962	93756
19963	92092
19964	113984
19965	76752
19966	143000
19967	96876
19968	111800
19969	101348
19970	86632
19971	72696
19972	79768
19973	74880
19974	92872
19975	95316
19976	120588
19977	89648
19978	92196
19979	94536
19980	83772
19981	106496
19982	79456
19983	105092
19984	286000
19985	117000
19986	93756
19987	93444
19988	74724
19989	80600
19990	68224
19991	123032
19992	84500
19993	67704
19994	78624
19995	66092
19996	73736
19997	74724
19998	71500
19999	68692
20000	68016
20001	72332
20002	68900
20003	93184
20004	77376
20005	74152
20006	79612
20007	69628
20008	74308
20009	69524
20010	60736
20011	74984
20012	69628
20013	53040
20014	69992
20015	72748
20016	64376
20017	70200
20018	64220
20019	65416
20020	105768
20021	110500
20022	117988
20023	118820
20024	95316
20025	117000
20026	147680
20027	92040
20028	110916
20029	97500
20030	131612
20031	102180
20032	107900
20033	94224
20034	90012
20035	72748
20036	116428
20037	96668
20038	77532
20039	72124
20040	89024
20041	58448
20042	78936
20043	101816
20044	99112
20045	106600
20046	107588
20047	101348
20048	70200
20049	61932
20050	66300
20051	97500
20052	84500
20053	112996
20054	93184
20055	69108
20056	79040
20057	84500
20058	76492
20059	81588
20060	112632
20061	95836
20062	99112
20063	93184
20064	89648
20065	88244
20066	84500
20067	109200
20068	111592
20069	109616
20070	88348
20071	85280
20072	84500
20073	107224
20074	91728
20075	102544
20076	72904
20077	82628
20078	82316
20079	97500
20080	83044
20081	94796
20082	75816
20083	92300
20084	98488
20085	98748
20086	121836
20087	119132
20088	97500
20089	108316
20090	106600
20091	98540
20092	101348
20093	117676
20094	90428
20095	112008
20096	108316
20097	119288
20098	117000
20099	115908
20100	102492
20101	112112
20102	66404
20103	69108
20104	69316
20105	61360
20106	57772
20107	59176
20108	73112
20109	84500
20110	70824
20111	67756
20112	81900
20113	68224
20114	77584
20115	66300
20116	115700
20117	110968
20118	62816
20119	96304
20120	80184
20121	82836
20122	91780
20123	84500
20124	71500
20125	109304
20126	98748
20127	101608
20128	73320
20129	72176
20130	73944
20131	95524
20132	84500
20133	108784
20134	97500
20135	89492
20136	84500
20137	70980
20138	59904
20139	66300
20140	61256
20141	41184
20142	44876
20143	63336
20144	65936
20145	58500
20146	63856
20147	73788
20148	59020
20149	76440
20150	55692
20151	61724
20152	65520
20153	54860
20154	65312
20155	66040
20156	82316
20157	69316
20158	102336
20159	48204
20160	99112
20161	69316
20162	56316
20163	51220
20164	72384
20165	67860
20166	67184
20167	73632
20168	71500
20169	89648
20170	66768
20171	61412
20172	69004
20173	82316
20174	67184
20175	102076
20176	92040
20177	80184
20178	70564
20179	81224
20180	84500
20181	104988
20182	87724
20183	48048
20184	45344
20185	94432
20186	107224
20187	117000
20188	118144
20189	71032
20190	59904
20191	74724
20192	74724
20193	144248
20194	124384
20195	91728
20196	112268
20197	77012
20198	76648
20199	77532
20200	60892
20201	97500
20202	86424
20203	111124
20204	72384
20205	92248
20206	120796
20207	86424
20208	56056
20209	84500
20210	62816
20211	93860
20212	70408
20213	60892
20214	67756
20215	76336
20216	68536
20217	78468
20218	87412
20219	76856
20220	70564
20221	70772
20222	76908
20223	72748
20224	74048
20225	73840
20226	83252
20227	70460
20228	81224
20229	80444
20230	65780
20231	120848
20232	92976
20233	66768
20234	108056
20235	79872
20236	86424
20237	77064
20238	91624
20239	68692
20240	74724
20241	100724
20242	137800
20243	96772
20244	87256
20245	109460
20246	80132
20247	124176
20248	123448
20249	103116
20250	121940
20251	92248
20252	104884
20253	124176
20254	83980
20255	113724
20256	95836
20257	103324
20258	80600
20259	115908
20260	104936
20261	118404
20262	97500
20263	90220
20264	97500
20265	81224
20266	106600
20267	86840
20268	103428
20269	101816
20270	66196
20271	98540
20272	100724
20273	127608
20274	89856
20275	85748
20276	
20277	135200
20278	77948
20279	112632
20280	90116
20281	103012
20282	89180
20283	77012
20284	70668
20285	92300
20286	74724
20287	101348
20288	130884
20289	105300
20290	112996
20291	96200
20292	106600
20293	105768
20294	115908
20295	101816
20296	125944
20297	100048
20298	111280
20299	74048
20300	115544
20301	
20302	97500
20303	96876
20304	113360
20305	
20306	65624
20307	80600
20308	62816
20309	67496
20310	94692
20311	92456
20312	92612
20313	80288
20314	93184
20315	79248
20316	85332
20317	60424
20318	95836
20319	73476
20320	100048
20321	71812
20322	74984
20323	73840
20324	79612
20325	72540
20326	104884
20327	68588
20328	70096
20329	75088
20330	81536
20331	93184
20332	107640
20333	79612
20334	67756
20335	99112
20336	80444
20337	110500
20338	100724
20339	71500
20340	78312
20341	81900
20342	73216
20343	80496
20344	87724
20345	81588
20346	58500
20347	69316
20348	79612
20349	108524
20350	117780
20351	119652
20352	118924
20353	112632
20354	98748
20355	117000
20356	112632
20357	134160
20358	134524
20359	135304
20360	108732
20361	125060
20362	125268
20363	112476
20364	119756
20365	116480
20366	148148
20367	109876
20368	134940
20369	99320
20370	117000
20371	
20372	130416
20373	141908
20374	118768
20375	63076
20376	149084
20377	149448
20378	115596
20379	140504
20380	131092
20381	146952
20382	92456
20383	101920
20384	112216
20385	105872
20386	90324
20387	70824
20388	195000
20389	98540
20390	91884
20391	86112
20392	103220
20393	99944
20394	111228
20395	119548
20396	98748
20397	80964
20398	106236
20399	93964
20400	87984
20401	86892
20402	96408
20403	123448
20404	96460
20405	91572
20406	123448
20407	112112
20408	95472
20409	112216
20410	126360
20411	114400
20412	98384
20413	129064
20414	104728
20415	134576
20416	110500
20417	105924
20418	114660
20419	101192
20420	104728
20421	112632
20422	111800
20423	115180
20424	157612
20425	115128
20426	127764
20427	74724
20428	100724
20429	126464
20430	59540
20431	81692
20432	
20433	88816
20434	84500
20435	90376
20436	100152
20437	81588
20438	97500
20439	94536
20440	89076
20441	92612
20442	104832
20443	88348
20444	98072
20445	80600
20446	84500
20447	113100
20448	86840
20449	81900
20450	90324
20451	69524
20452	76648
20453	107224
20454	92040
20455	72592
20456	73996
20457	87360
20458	87724
20459	88816
20460	92040
20461	106288
20462	97500
20463	126464
20464	109408
20465	84500
20466	77272
20467	88192
20468	79300
20469	85280
20470	93132
20471	93184
20472	88088
20473	80184
20474	70200
20475	81692
20476	75088
20477	80756
20478	76856
20479	99112
20480	103324
20481	79300
20482	108576
20483	60892
20484	63076
20485	107224
20486	79040
20487	85280
20488	71500
20489	75348
20490	70512
20491	65624
20492	59488
20493	120016
20494	67860
20495	100724
20496	134004
20497	118976
20498	102544
20499	126516
20500	125632
20501	139256
20502	108524
20503	110500
20504	114504
20505	91520
20506	99840
20507	97500
20508	89492
20509	117000
20510	103116
20511	117832
20512	85176
20513	124904
20514	107484
20515	107536
20516	46800
20517	92612
20518	112944
20519	101192
20520	144976
20521	142324
20522	147680
20523	156780
20524	169000
20525	126516
20526	169000
20527	128336
20528	141908
20529	114088
20530	119288
20531	127192
20532	122148
20533	111228
20534	150540
20535	52832
20536	149032
20537	124540
20538	65520
20539	104676
20540	96200
20541	107432
20542	98280
20543	85124
20544	84500
20545	75504
20546	92612
20547	90532
20548	86112
20549	67184
20550	64376
20551	71032
20552	105872
20553	61516
20554	74308
20555	82836
20556	66404
20557	70928
20558	60788
20559	43316
20560	74724
20561	93184
20562	95316
20563	67340
20564	80756
20565	82316
20566	82316
20567	65520
20568	64220
20569	49868
20570	65988
20571	59748
20572	106288
20573	132860
20574	116376
20575	140400
20576	94224
20577	74412
20578	117000
20579	122980
20580	102856
20581	97500
20582	193336
20583	124748
20584	137644
20585	126308
20586	95836
20587	103064
20588	131872
20589	103532
20590	131196
20591	134316
20592	110500
20593	115180
20594	105872
20595	98904
20596	76596
20597	80704
20598	118248
20599	122876
20600	117000
20601	76648
20602	115960
20603	109408
20604	104884
20605	100256
20606	169000
20607	116272
20608	148148
20609	163800
20610	135200
20611	116220
20612	93132
20613	149448
20614	84500
20615	118924
20616	85384
20617	115284
20618	90220
20619	97500
20620	112528
20621	93756
20622	88816
20623	66040
20624	96824
20625	130988
20626	
20627	98748
20628	103116
20629	120900
20630	126724
20631	125372
20632	112268
20633	106028
20634	111332
20635	96200
20636	87048
20637	106860
20638	77272
20639	94224
20640	97500
20641	123448
20642	124384
20643	115544
20644	111800
20645	88816
20646	115232
20647	114556
20648	129064
20649	131196
20650	106600
20651	136864
20652	127608
20653	140088
20654	115232
20655	117000
20656	163228
20657	119444
20658	102648
20659	115960
20660	123084
20661	128596
20662	81900
20663	90012
20664	142064
20665	125892
20666	143000
20667	141440
20668	124384
20669	121316
20670	144820
20671	126464
20672	91572
20673	105716
20674	74516
20675	74360
20676	85384
20677	
20678	71500
20679	132600
20680	103012
20681	135564
20682	
20683	84500
20684	114816
20685	117000
20686	148356
20687	133224
20688	135772
20689	116480
20690	127348
20691	106860
20692	151632
20693	144976
20694	123448
20695	138268
20696	143000
20697	109200
20698	131612
20699	132860
20700	119808
20701	116376
20702	131872
20703	122512
20704	152048
20705	126412
20706	157092
20707	147316
20708	128752
20709	115232
20710	150748
20711	97500
20712	127764
20713	121836
20714	104988
20715	107224
20716	101608
20717	95316
20718	105404
20719	128024
20720	118820
20721	148148
20722	105716
20723	107484
20724	117000
20725	115700
20726	98540
20727	109200
20728	110032
20729	85904
20730	110500
20731	118352
20732	118248
20733	131404
20734	114192
20735	97500
20736	141128
20737	165984
20738	117000
20739	114192
20740	135200
20741	157092
20742	169780
20743	140244
20744	111176
20745	109408
20746	147836
20747	140920
20748	122720
20749	125164
20750	97500
20751	122980
20752	124748
20753	133224
20754	99632
20755	151632
20756	143572
20757	143468
20758	127920
20759	140816
20760	128336
20761	113516
20762	101348
20763	146224
20764	100048
20765	86112
20766	112632
20767	127972
20768	117676
20769	104676
20770	108316
20771	117988
20772	147316
20773	148304
20774	
20775	166816
20776	103948
20777	102856
20778	141336
20779	119028
20780	201448
20781	166088
20782	153608
20783	150540
20784	184704
20785	165256
20786	166088
20787	185224
20788	154076
20789	145340
20790	164632
20791	158132
20792	163800
20793	116116
20794	108628
20795	115700
20796	117000
20797	119912
20798	120224
20799	113412
20800	136448
20801	144820
20802	99892
20803	97500
20804	139724
20805	106184
20806	101348
20807	42640
20808	110032
20809	117000
20810	114608
20811	109564
20812	99216
20813	120952
20814	120796
20815	84500
20816	123344
20817	102856
20818	134316
20819	114816
20820	110292
20821	97500
20822	105248
20823	108784
20824	105196
20825	105872
20826	118768
20827	96200
20828	109200
20829	109616
20830	143572
20831	149448
20832	46800
20833	130676
20834	125632
20835	133224
20836	136032
20837	127920
20838	133432
20839	129428
20840	105196
20841	98748
20842	85280
20843	98280
20844	94796
20845	90012
20846	106496
20847	112632
20848	87360
20849	99320
20850	96668
20851	108004
20852	93184
20853	102648
20854	85956
20855	49504
20856	105248
20857	113932
20858	82316
20859	112008
20860	100256
20861	103480
20862	105872
20863	115128
20864	92092
20865	113880
20866	96200
20867	126724
20868	74152
20869	95628
20870	55224
20871	60008
20872	85904
20873	96408
20874	96356
20875	86424
20876	84500
20877	62608
20878	82628
20879	86112
20880	76024
20881	59176
20882	62452
20883	63440
20884	101972
20885	119548
20886	106496
20887	81484
20888	60476
20889	99632
20890	71500
20891	58084
20892	77480
20893	79092
20894	75816
20895	58500
20896	93756
20897	74724
20898	79508
20899	87048
20900	71916
20901	84500
20902	
20903	
20904	156936
20905	171132
20906	157872
20907	133224
20908	138632
20909	115336
20910	139984
20911	144716
20912	131872
20913	183612
20914	178724
20915	170248
20916	148512
20917	176540
20918	138372
20919	131612
20920	118248
20921	125216
20922	171860
20923	188448
20924	150748
20925	161564
20926	138320
20927	161200
20928	112632
20929	117000
20930	116948
20931	92612
20932	91624
20933	92300
20934	72956
20935	86632
20936	120224
20937	94224
20938	91780
20939	87048
20940	92612
20941	88504
20942	100724
20943	96200
20944	
20945	73840
20946	66040
20947	74256
20948	94224
20949	83200
20950	113100
20951	69836
20952	63648
20953	58500
20954	98176
20955	132860
20956	157456
20957	127348
20958	
20959	112632
20960	109772
20961	95316
20962	84500
20963	83200
20964	84500
20965	79040
20966	75816
20967	55900
20968	109200
20969	130468
20970	
20971	124020
20972	122148
20973	117884
20974	122720
20975	108316
20976	247000
20977	117000
20978	95836
20979	120120
20980	125632
20981	112424
20982	112424
20983	118820
20984	121524
20985	126412
20986	105248
20987	118976
20988	95056
20989	125060
20990	121108
20991	117988
20992	111852
20993	47996
20994	93600
20995	99632
20996	112996
20997	53612
20998	220948
20999	122148
21000	247000
21001	67288
21002	55224
21003	72020
21004	68588
21005	99320
21006	56524
21007	102440
21008	63336
21009	72748
21010	94068
21011	74724
21012	150384
21013	108316
21014	86892
21015	56836
21016	65572
21017	62504
21018	66612
21019	72176
21020	95836
21021	65572
21022	72072
21023	71916
21024	67184
21025	109356
21026	64532
21027	73840
21028	63336
21029	85540
21030	
21031	65364
21032	62816
21033	70876
21034	101504
21035	67496
21036	52468
21037	65468
21038	72280
21039	62920
21040	86632
21041	67340
21042	
21043	52624
21044	70200
21045	82732
21046	84500
21047	105248
21048	97500
21049	76804
21050	121576
21051	97500
21052	115700
21053	96668
21054	109096
21055	87724
21056	110864
21057	134888
21058	110500
21059	125632
21060	76024
21061	118716
21062	123032
21063	69160
21064	103220
21065	79872
21066	72488
21067	124488
21068	97448
21069	117780
21070	136188
21071	95316
21072	85176
21073	107068
21074	110448
21075	108004
21076	114088
21077	89336
21078	108316
21079	134316
21080	97500
21081	131456
21082	129012
21083	83408
21084	133224
21085	71864
21086	142480
21087	83668
21088	124124
21089	110188
21090	84500
21091	149448
21092	85384
21093	106756
21094	135564
21095	137436
21096	115128
21097	88348
21098	113152
21099	114192
21100	125268
21101	94536
21102	86424
21103	119652
21104	124592
21105	115336
21106	84500
21107	59748
21108	61360
21109	52936
21110	74360
21111	54964
21112	58500
21113	62296
21114	66040
21115	71500
21116	62140
21117	64428
21118	69316
21119	72124
21120	58500
21121	104988
21122	69628
21123	62816
21124	56836
21125	68900
21126	56836
21127	37700
21128	66092
21129	61724
21130	51064
21131	68432
21132	80600
21133	103480
21134	100464
21135	83668
21136	117000
21137	122460
21138	82836
21139	78572
21140	83408
21141	78780
21142	95628
21143	111072
21144	91624
21145	84500
21146	82316
21147	81484
21148	83824
21149	72540
21150	86840
21151	106444
21152	82836
21153	90584
21154	77376
21155	80132
21156	81224
21157	102336
21158	88816
21159	117000
21160	50908
21161	61256
21162	90012
21163	132184
21164	104676
21165	102076
21166	95732
21167	114816
21168	114816
21169	86944
21170	98280
21171	71448
21172	136916
21173	97500
21174	108316
21175	111124
21176	107016
21177	101816
21178	111072
21179	102960
21180	111228
21181	134992
21182	101816
21183	67808
21184	67340
21185	57616
21186	74308
21187	74724
21188	74724
21189	59748
21190	69316
21191	88504
21192	65884
21193	85644
21194	76648
21195	76648
21196	75816
21197	80756
21198	109200
21199	66716
21200	99112
21201	80600
21202	81224
21203	69628
21204	61724
21205	72384
21206	75192
21207	81900
21208	139724
21209	94224
21210	97864
21211	92976
21212	93340
21213	96876
21214	114400
21215	96408
21216	91624
21217	128752
21218	107224
21219	114400
21220	136500
21221	109772
21222	120588
21223	165516
21224	158340
21225	189800
21226	144404
21227	140192
21228	123136
21229	138268
21230	125060
21231	140972
21232	107224
21233	112944
21234	105040
21235	134108
21236	124956
21237	161200
21238	136032
21239	108316
21240	126724
21241	131508
21242	111072
21243	123968
21244	139516
21245	115908
21246	125268
21247	128440
21248	143000
21249	143676
21250	114088
21251	124748
21252	141596
21253	70668
21254	149188
21255	151996
21256	157248
21257	137436
21258	143000
21259	143520
21260	157872
21261	143000
21262	163280
21263	148512
21264	144716
21265	142532
21266	124748
21267	135408
21268	99424
21269	149864
21270	147316
21271	106756
21272	148512
21273	131196
21274	128700
21275	117936
21276	136032
21277	159224
21278	112476
21279	146952
21280	179764
21281	118404
21282	119496
21283	125944
21284	108316
21285	
21286	128700
21287	103584
21288	113100
21289	148044
21290	107224
21291	130780
21292	117572
21293	117728
21294	108784
21295	125060
21296	162500
21297	111436
21298	116480
21299	121316
21300	111644
21301	112320
21302	118976
21303	131040
21304	130520
21305	106288
21306	141232
21307	130988
21308	111280
21309	121628
21310	118248
21311	117000
21312	124956
21313	105924
21314	133900
21315	91832
21316	127660
21317	131092
21318	104884
21319	122148
21320	121316
21321	123448
21322	126048
21323	126100
21324	82316
21325	140400
21326	122668
21327	111436
21328	71500
21329	79612
21330	76024
21331	97500
21332	97448
21333	85904
21334	105872
21335	80132
21336	85384
21337	97500
21338	69056
21339	77324
21340	92040
21341	70772
21342	79092
21343	73944
21344	95316
21345	58500
21346	61724
21347	82056
21348	75088
21349	82316
21350	74724
21351	74724
21352	67496
21353	78728
21354	66924
21355	57928
21356	79040
21357	70772
21358	81224
21359	84500
21360	93704
21361	104676
21362	82836
21363	97448
21364	72124
21365	
21366	109200
21367	131300
21368	106756
21369	114816
21370	102856
21371	77324
21372	77116
21373	93600
21374	130520
21375	117000
21376	124332
21377	81900
21378	99944
21379	112840
21380	127608
21381	96044
21382	115648
21383	108784
21384	91884
21385	84500
21386	133224
21387	92456
21388	79456
21389	105456
21390	74360
21391	86112
21392	119548
21393	103324
21394	117000
21395	105508
21396	96044
21397	111072
21398	93288
21399	77012
21400	62868
21401	109980
21402	53456
21403	75192
21404	80496
21405	78468
21406	83356
21407	124384
21408	112632
21409	97500
21410	98540
21411	74724
21412	88192
21413	94224
21414	91468
21415	89336
21416	92924
21417	67184
21418	92092
21419	82992
21420	99632
21421	105196
21422	100048
21423	113932
21424	101192
21425	92612
21426	113048
21427	113152
21428	85748
21429	86632
21430	74724
21431	83772
21432	94224
21433	86840
21434	37700
21435	126256
21436	91884
21437	53612
21438	97500
21439	77428
21440	92612
21441	83200
21442	67860
21443	93132
21444	78572
21445	117000
21446	106132
21447	53976
21448	55224
21449	99476
21450	72748
21451	74048
21452	82628
21453	97500
21454	59124
21455	53300
21456	111800
21457	86944
21458	83772
21459	
21460	95160
21461	115908
21462	119860
21463	112112
21464	119028
21465	83876
21466	135304
21467	71500
21468	96408
21469	93600
21470	76336
21471	61724
21472	87724
21473	65520
21474	90116
21475	95628
21476	98384
21477	70824
21478	84500
21479	65988
21480	81224
21481	50544
21482	73632
21483	76544
21484	82836
21485	85384
21486	107016
21487	86632
21488	92248
21489	96044
21490	65780
21491	86632
21492	67184
21493	
21494	73892
21495	75608
21496	76492
21497	66092
21498	92092
21499	102024
21500	58500
21501	78780
21502	67288
21503	89076
21504	79612
21505	95316
21506	106184
21507	88504
21508	87048
21509	92196
21510	84500
21511	87724
21512	73892
21513	73216
21514	93184
21515	98748
21516	79612
21517	108628
21518	69836
21519	76960
21520	76856
21521	105872
21522	101192
21523	91416
21524	78780
21525	124176
21526	111332
21527	104624
21528	111904
21529	90116
21530	93184
21531	55796
21532	91676
21533	135564
21534	109980
21535	80600
21536	104936
21537	56472
21538	80600
21539	89856
21540	88816
21541	83564
21542	104520
21543	91832
21544	57876
21545	93496
21546	84500
21547	105144
21548	84916
21549	74724
21550	89492
21551	45396
21552	78780
21553	105976
21554	85748
21555	68120
21556	71084
21557	115700
21558	112632
21559	95316
21560	105300
21561	69056
21562	64220
21563	83564
21564	116948
21565	102336
21566	97500
21567	112996
21568	107536
21569	91884
21570	76648
21571	56316
21572	105872
21573	117000
21574	84500
21575	117000
21576	83200
21577	87048
21578	92196
21579	109564
21580	94900
21581	105716
21582	115960
21583	93444
21584	88816
21585	75504
21586	97500
21587	99632
21588	113360
21589	103012
21590	83564
21591	88348
21592	103116
21593	113984
21594	117000
21595	94224
21596	94692
21597	104572
21598	110500
21599	79612
21600	111800
21601	86632
21602	80600
21603	63336
21604	91416
21605	93184
21606	86632
21607	99632
21608	101972
21609	96668
21610	115908
21611	90012
21612	120224
21613	75972
21614	105300
21615	97500
21616	105352
21617	77480
21618	107692
21619	105300
21620	76856
21621	98956
21622	81224
21623	76960
21624	99320
21625	102336
21626	67184
21627	91676
21628	80132
21629	90116
21630	97500
21631	110500
21632	105872
21633	94692
21634	92872
21635	67600
21636	94224
21637	70044
21638	
21639	100048
21640	96876
21641	92092
21642	100724
21643	95316
21644	93860
21645	104832
21646	107692
21647	126724
21648	165724
21649	94900
21650	98176
21651	98540
21652	80184
21653	75608
21654	118404
21655	101348
21656	87048
21657	113516
21658	96200
21659	90324
21660	106756
21661	71500
21662	84500
21663	105404
21664	95836
21665	87724
21666	82316
21667	75348
21668	86112
21669	103376
21670	70096
21671	77948
21672	80444
21673	86112
21674	89076
21675	99112
21676	66040
21677	86632
21678	66612
21679	64324
21680	101088
21681	110500
21682	98748
21683	81224
21684	82836
21685	90116
21686	87724
21687	66872
21688	
21689	86632
21690	89336
21691	91936
21692	74464
21693	98384
21694	50648
21695	102648
21696	82316
21697	87048
21698	103324
21699	90428
21700	77220
21701	47528
21702	75348
21703	86112
21704	102180
21705	48048
21706	116480
21707	99632
21708	103428
21709	86112
21710	84500
21711	151632
21712	124488
21713	92612
21714	110656
21715	125268
21716	115492
21717	145756
21718	81224
21719	78676
21720	104780
21721	70564
21722	87360
21723	70044
21724	75660
21725	95628
21726	79612
21727	100100
21728	162500
21729	97500
21730	151060
21731	97500
21732	92092
21733	120224
