SA1_internal_2021	medianTotalFamilyIncome
283	77220
284	70252
285	72904
286	82472
287	46280
288	93964
289	86320
290	87724
291	74984
292	82056
293	100724
294	105248
295	110500
296	92040
297	80600
298	101816
299	93600
300	81900
301	76648
302	122148
303	97864
304	62504
305	58500
306	100724
307	94224
308	79612
309	105716
310	76284
311	81588
312	74412
313	59384
314	56628
315	88816
316	75920
317	
318	71500
319	85124
320	
321	61724
322	76648
323	71500
324	63492
325	92300
326	67756
327	84500
328	78468
329	
330	70564
331	101192
332	60632
333	74412
334	70668
335	74360
336	98488
337	71500
338	68224
339	94224
340	53456
341	97500
342	78884
343	97500
344	74360
345	107484
346	101088
347	92612
348	112632
349	45032
350	67704
351	75660
352	91624
353	79300
354	70096
355	69628
356	48256
357	58968
358	74984
359	37700
360	99632
361	80756
362	71500
363	99632
364	72540
365	79612
366	65884
367	74360
368	82316
369	71500
370	63492
371	76752
372	
373	80132
374	69628
375	86632
376	73216
377	105248
378	108316
379	70876
380	93132
381	96304
382	86892
383	75816
384	93964
385	62816
386	89856
387	104780
388	86892
389	66300
390	77584
391	91884
392	107692
393	84500
394	91936
395	65416
396	95316
397	94224
398	86632
399	67756
400	91520
401	
402	70564
403	67028
404	73632
405	70044
406	60840
407	93600
408	79248
409	64324
410	70044
411	61724
412	71500
413	76336
414	87516
415	84500
416	93132
417	108316
418	80132
419	89076
420	74048
421	71500
422	84500
423	67444
424	65832
425	97500
426	73632
427	76336
428	78884
429	65936
430	70304
431	58500
432	71500
433	65416
434	73424
435	75816
436	84084
437	77012
438	
439	75816
440	83304
441	
442	46800
443	
444	61464
445	62036
446	64220
447	39624
448	70044
449	79924
450	67184
451	82316
452	57408
453	58968
454	84500
455	71084
456	68796
457	69316
458	150956
459	94224
460	120224
461	91832
462	83564
463	77012
464	40248
465	67132
466	70200
467	115440
468	106340
469	81224
470	104884
471	84500
472	122616
473	77116
474	70668
475	94900
476	113828
477	99424
478	160472
479	115960
480	48516
481	92092
482	75972
483	109772
484	113724
485	86632
486	118716
487	89076
488	102024
489	79612
490	91884
491	105716
492	105144
493	65468
494	94900
495	88816
496	81224
497	94224
498	76076
499	108316
500	98072
501	73476
502	133536
503	77376
504	84500
505	99632
506	90116
507	108888
508	105820
509	87724
510	71500
511	150748
512	80860
513	76440
514	155948
515	98384
516	93860
517	102648
518	119132
519	65780
520	96200
521	
522	119080
523	
524	123448
525	130728
526	113724
527	91988
528	90012
529	75088
530	109304
531	105924
532	113516
533	122148
534	86632
535	76076
536	80600
537	74152
538	93184
539	94588
540	120016
541	110812
542	105560
543	95836
544	100724
545	83772
546	96460
547	104936
548	112372
549	84500
550	132600
551	92612
552	120692
553	115336
554	123448
555	88348
556	82992
557	80184
558	102648
559	148148
560	126412
561	118768
562	108316
563	87152
564	97500
565	107692
566	116272
567	101504
568	157196
569	120692
570	110812
571	115128
572	96824
573	148356
574	46800
575	136500
576	122148
577	127348
578	76856
579	109408
580	94900
581	87724
582	101348
583	158132
584	152256
585	122356
586	164632
587	98384
588	179348
589	
590	167804
591	192140
592	104832
593	118612
594	157612
595	167128
596	152724
597	157144
598	183456
599	145756
600	89648
601	137800
602	171548
603	216632
604	173316
605	157612
606	172224
607	193128
608	133900
609	164632
610	128336
611	216632
612	189592
613	159692
614	70564
615	72488
616	73840
617	85748
618	60112
619	102076
620	63336
621	57564
622	104728
623	108732
624	55900
625	65832
626	67964
627	68224
628	68900
629	96252
630	94224
631	66612
632	62348
633	53248
634	109668
635	88088
636	102648
637	100724
638	83408
639	101504
640	66300
641	95628
642	101088
643	73112
644	93184
645	88816
646	77012
647	102024
648	86632
649	102648
650	79872
651	71500
652	69628
653	100984
654	73840
655	51220
656	92872
657	86112
658	66612
659	76752
660	130780
661	83044
662	71500
663	65624
664	97500
665	57876
666	
667	134108
668	140972
669	124280
670	136500
671	125632
672	161200
673	144820
674	153972
675	143000
676	133016
677	122876
678	111592
679	120016
680	117780
681	136500
682	143884
683	128648
684	146536
685	117000
686	98176
687	102856
688	124384
689	144404
690	114608
691	108316
692	97500
693	108888
694	114608
695	122460
696	127192
697	118612
698	116272
699	105976
700	128856
701	131092
702	66456
703	97500
704	
705	146432
706	129012
707	127764
708	114296
709	127608
710	110812
711	61516
712	121316
713	112632
714	92612
715	122512
716	106288
717	102336
718	112632
719	89856
720	123448
721	79612
722	130884
723	195000
724	117000
725	108316
726	65624
727	48100
728	66456
729	93184
730	92040
731	155948
732	153348
733	143000
734	93964
735	101348
736	195000
737	155064
738	136500
739	163436
740	128492
741	109772
742	173316
743	151008
744	112112
745	126412
746	113256
747	69628
748	122356
749	104988
750	42796
751	135980
752	134316
753	130884
754	110500
755	52624
756	247000
757	119548
758	115700
759	131040
760	117000
761	125632
762	105716
763	105456
764	73632
765	125840
766	91468
767	84500
768	97448
769	112840
770	96980
771	102648
772	126516
773	113412
774	101816
775	108316
776	104936
777	104884
778	102076
779	118508
780	91624
781	87412
782	83200
783	143000
784	100984
785	117000
786	92612
787	69732
788	84500
789	99632
790	96200
791	94900
792	107536
793	118352
794	118196
795	79872
796	78624
797	112580
798	176748
799	118768
800	91832
801	91988
802	88608
803	141440
804	70928
805	83876
806	125632
807	152412
808	89648
809	99892
810	115908
811	119132
812	119028
813	117832
814	118612
815	106184
816	132184
817	111748
818	125060
819	130832
820	126256
821	141700
822	118820
823	131612
824	
825	115180
826	135564
827	124592
828	10881000
829	112008
830	111592
831	98956
832	121836
833	119340
834	114816
835	135876
836	106444
837	107536
838	125840
839	103376
840	123032
841	94796
842	56056
843	82628
844	72540
845	45552
846	113568
847	140400
848	120328
849	90012
850	110708
851	117520
852	118768
853	121472
854	104832
855	138996
856	115700
857	104624
858	118768
859	98644
860	114972
861	107588
862	72748
863	113724
864	106600
865	135876
866	136500
867	122044
868	114192
869	119964
870	109564
871	117000
872	119860
873	144404
874	114972
875	112216
876	81224
877	100048
878	101816
879	121316
880	123084
881	124956
882	154648
883	113724
884	90428
885	143988
886	115336
887	119288
888	119028
889	116272
890	124176
891	114816
892	117000
893	132340
894	115232
895	105300
896	128076
897	115960
898	128960
899	109200
900	107224
901	121316
902	101088
903	94900
904	106756
905	107536
906	101816
907	117624
908	50232
909	110812
910	111800
911	120744
912	128856
913	123188
914	112008
915	106132
916	140400
917	112996
918	146432
919	135668
920	122512
921	124748
922	137436
923	115440
924	168220
925	106340
926	136500
927	130884
928	134888
929	126880
930	139932
931	117572
932	120432
933	131456
934	91936
935	128752
936	121316
937	160888
938	59384
939	144248
940	189800
941	123760
942	120484
943	122148
944	118404
945	115544
946	180076
947	138632
948	171548
949	152256
950	94588
951	73840
952	128856
953	95628
954	112632
955	98748
956	96564
957	
958	79196
959	63336
960	93860
961	119548
962	104988
963	75348
964	74724
965	110812
966	75920
967	88348
968	80756
969	73320
970	78936
971	80132
972	74724
973	105768
974	81900
975	79092
976	87256
977	108628
978	72488
979	70564
980	81692
981	76336
982	93444
983	113828
984	100724
985	107900
986	84500
987	91520
988	85904
989	71500
990	85956
991	74984
992	92924
993	83564
994	96824
995	79872
996	104676
997	103324
998	105976
999	108576
1000	102024
1001	105456
1002	78780
1003	122148
1004	107588
1005	130884
1006	121160
1007	94900
1008	127764
1009	143000
1010	135408
1011	131716
1012	138632
1013	139984
1014	113256
1015	
1016	131976
1017	165932
1018	145340
1019	142064
1020	171132
1021	143780
1022	163592
1023	148148
1024	132860
1025	
1026	117988
1027	129064
1028	77324
1029	126412
1030	122148
1031	133432
1032	143988
1033	73736
1034	75608
1035	117000
1036	50544
1037	71864
1038	
1039	129116
1040	77532
1041	111228
1042	133692
1043	150176
1044	169000
1045	74048
1046	116324
1047	93964
1048	107692
1049	91728
1050	98124
1051	100256
1052	87984
1053	76648
1054	87412
1055	67756
1056	98904
1057	88452
1058	102076
1059	69732
1060	88192
1061	75816
1062	91884
1063	75348
1064	72124
1065	89336
1066	58500
1067	101816
1068	104572
1069	108108
1070	98748
1071	142948
1072	122512
1073	105612
1074	92092
1075	105300
1076	97500
1077	44408
1078	46124
1079	54132
1080	101348
1081	81224
1082	98124
1083	92248
1084	105092
1085	112216
1086	133380
1087	101816
1088	96408
1089	117000
1090	95836
1091	115492
1092	107068
1093	118248
1094	105144
1095	105872
1096	89336
1097	96564
1098	99632
1099	111176
1100	108784
1101	95316
1102	105456
1103	96564
1104	89336
1105	42848
1106	68224
1107	126464
1108	
1109	106288
1110	109616
1111	90584
1112	103220
1113	
1114	111904
1115	73892
1116	88816
1117	118144
1118	123136
1119	77428
1120	113100
1121	118768
1122	105196
1123	101608
1124	109200
1125	92612
1126	103116
1127	96200
1128	94588
1129	99632
1130	133692
1131	99216
1132	89856
1133	130988
1134	110500
1135	46748
1136	92300
1137	107796
1138	87724
1139	79612
1140	66612
1141	51220
1142	68432
1143	88244
1144	108056
1145	115232
1146	105976
1147	108732
1148	107120
1149	100724
1150	104624
1151	123032
1152	112112
1153	87256
1154	107224
1155	85852
1156	83044
1157	75244
1158	93288
1159	73632
1160	90532
1161	78572
1162	74152
1163	75504
1164	71864
1165	75452
1166	97500
1167	92612
1168	95628
1169	86840
1170	78988
1171	112424
1172	104260
1173	85020
1174	
1175	73788
1176	104676
1177	106600
1178	77584
1179	88348
1180	93756
1181	91676
1182	83200
1183	88348
1184	87516
1185	81224
1186	107068
1187	86632
1188	80184
1189	51428
1190	91884
1191	
1192	76856
1193	83408
1194	94224
1195	88816
1196	90116
1197	70460
1198	78572
1199	80132
1200	79872
1201	64948
1202	78728
1203	58500
1204	110084
1205	121628
1206	148512
1207	98280
1208	98644
1209	113932
1210	117572
1211	119340
1212	102752
1213	75816
1214	61724
1215	129168
1216	69056
1217	122148
1218	103376
1219	116116
1220	146224
1221	110500
1222	107744
1223	131456
1224	130520
1225	111488
1226	149448
1227	99112
1228	117000
1229	99424
1230	89960
1231	104364
1232	105872
1233	106860
1234	117468
1235	101088
1236	94224
1237	99320
1238	107744
1239	99632
1240	136500
1241	92092
1242	95108
1243	87464
1244	94224
1245	118976
1246	95836
1247	103428
1248	83564
1249	72644
1250	73424
1251	80028
1252	92976
1253	73996
1254	82056
1255	66612
1256	82836
1257	92612
1258	67444
1259	72748
1260	80600
1261	39416
1262	93288
1263	87724
1264	78312
1265	73632
1266	64116
1267	75088
1268	75452
1269	76492
1270	77116
1271	91936
1272	100724
1273	72488
1274	71500
1275	55224
1276	85280
1277	79612
1278	89180
1279	100724
1280	94796
1281	93132
1282	88348
1283	88816
1284	61828
1285	58500
1286	73632
1287	94224
1288	57200
1289	147004
1290	135876
1291	131352
1292	108784
1293	143000
1294	138112
1295	124748
1296	137436
1297	
1298	136812
1299	101140
1300	106288
1301	92924
1302	106756
1303	95628
1304	101816
1305	99632
1306	64220
1307	88660
1308	93964
1309	79612
1310	93184
1311	74308
1312	84500
1313	61724
1314	58500
1315	42276
1316	96824
1317	97500
1318	44356
1319	42848
1320	95316
1321	86320
1322	82316
1323	89076
1324	47320
1325	55900
1326	138372
1327	108888
1328	89336
1329	176748
1330	
1331	104676
1332	133224
1333	132340
1334	107224
1335	127608
1336	107900
1337	99892
1338	102076
1339	131404
1340	118040
1341	134888
1342	80288
1343	97500
1344	81224
1345	104364
1346	85644
1347	96824
1348	77064
1349	78884
1350	96668
1351	69316
1352	
1353	89492
1354	98748
1355	74984
1356	79924
1357	70096
1358	72020
1359	100724
1360	101504
1361	107692
1362	119028
1363	73112
1364	75608
1365	89076
1366	82316
1367	92092
1368	106184
1369	92300
1370	75244
1371	111800
1372	83200
1373	70824
1374	94692
1375	105300
1376	97500
1377	89024
1378	107224
1379	58500
1380	101816
1381	76180
1382	107224
1383	67756
1384	65312
1385	63960
1386	75452
1387	62816
1388	74412
1389	81692
1390	65676
1391	70668
1392	95316
1393	98020
1394	80964
1395	66612
1396	70928
1397	57460
1398	72748
1399	44460
1400	98540
1401	98488
1402	105040
1403	90116
1404	108004
1405	117000
1406	116168
1407	94692
1408	46800
1409	
1410	112320
1411	67496
1412	60476
1413	85644
1414	104572
1415	89492
1416	85748
1417	86632
1418	84500
1419	98852
1420	94224
1421	84500
1422	124592
1423	93860
1424	97032
1425	108004
1426	119548
1427	108888
1428	136084
1429	133224
1430	115128
1431	114088
1432	122980
1433	128700
1434	109876
1435	119548
1436	126984
1437	136916
1438	105508
1439	116376
1440	85072
1441	106288
1442	114712
1443	113984
1444	113048
1445	29900
1446	127348
1447	100724
1448	
1449	116168
1450	122460
1451	97032
1452	94588
1453	117312
1454	107484
1455	89648
1456	119236
1457	117884
1458	133796
1459	136812
1460	105976
1461	99112
1462	123032
1463	100724
1464	109356
1465	115752
1466	113620
1467	117572
1468	105300
1469	109096
1470	117000
1471	94224
1472	91780
1473	79196
1474	98020
1475	82108
1476	138632
1477	80184
1478	78520
1479	94588
1480	95316
1481	58500
1482	78832
1483	60320
1484	70824
1485	92456
1486	57200
1487	72852
1488	86112
1489	79612
1490	73476
1491	135200
1492	107588
1493	98280
1494	105040
1495	117000
1496	45500
1497	52936
1498	63492
1499	68224
1500	75348
1501	106704
1502	88608
1503	83668
1504	164268
1505	127920
1506	128960
1507	114088
1508	98956
1509	84500
1510	125164
1511	120224
1512	93132
1513	100724
1514	122512
1515	143000
1516	103376
1517	93184
1518	115128
1519	125632
1520	122044
1521	118820
1522	125944
1523	72280
1524	106756
1525	76856
1526	118092
1527	87724
1528	118092
1529	133692
1530	95056
1531	119132
1532	140660
1533	137800
1534	135200
1535	123084
1536	143000
1537	141700
1538	111228
1539	101816
1540	99112
1541	
1542	82316
1543	102336
1544	97500
1545	75504
1546	103220
1547	101816
1548	88088
1549	100724
1550	67184
1551	81900
1552	142948
1553	92040
1554	112268
1555	79612
1556	80132
1557	99840
1558	106964
1559	66768
1560	94900
1561	83772
1562	66456
1563	105144
1564	74724
1565	73944
1566	92872
1567	54184
1568	113724
1569	84500
1570	57564
1571	75816
1572	108108
1573	87984
1574	73632
1575	95836
1576	
1577	168948
1578	81224
1579	94224
1580	79612
1581	92612
1582	87724
1583	131820
1584	105612
1585	102492
1586	134056
1587	101816
1588	119860
1589	117000
1590	115180
1591	95160
1592	134316
1593	132080
1594	119548
1595	190112
1596	76336
1597	108472
1598	143000
1599	106184
1600	74464
1601	70824
1602	126256
1603	136500
1604	125944
1605	112944
1606	113724
1607	143000
1608	104520
1609	113568
1610	135200
1611	76336
1612	73632
1613	89336
1614	
1615	60112
1616	
1617	69108
1618	126464
1619	93184
1620	
1621	148876
1622	101816
1623	55224
1624	72384
1625	93184
1626	92508
1627	108316
1628	79924
1629	76648
1630	69316
1631	87724
1632	75816
1633	61724
1634	80132
1635	79040
1636	112112
1637	82628
1638	116948
1639	68224
1640	93600
1641	94224
1642	69316
1643	58500
1644	
1645	46800
1646	105612
1647	46124
1648	
1649	
1650	73840
1651	97500
1652	88088
1653	70408
1654	71500
1655	68640
1656	52572
1657	68224
1658	56524
1659	68900
1660	83200
1661	94224
1662	90116
1663	70980
1664	65416
1665	46176
1666	65728
1667	47788
1668	68900
1669	63856
1670	69316
1671	74724
1672	91624
1673	80132
1674	120692
1675	92612
1676	110500
1677	75816
1678	70564
1679	71500
1680	62660
1681	49348
1682	62816
1683	104676
1684	97500
1685	84500
1686	79612
1687	100048
1688	86892
1689	96772
1690	65936
1691	65884
1692	72280
1693	83668
1694	112632
1695	88348
1696	60320
1697	55692
1698	88816
1699	66248
1700	72904
1701	76648
1702	98020
1703	89856
1704	135408
1705	109200
1706	63648
1707	89648
1708	80184
1709	75816
1710	119132
1711	110500
1712	122876
1713	104988
1714	95316
1715	105404
1716	94900
1717	112112
1718	116948
1719	115700
1720	82316
1721	54860
1722	62088
1723	127764
1724	66300
1725	76648
1726	88816
1727	68536
1728	62348
1729	56316
1730	59852
1731	76076
1732	77428
1733	74724
1734	92248
1735	75816
1736	82836
1737	87412
1738	119132
1739	131924
1740	75816
1741	124384
1742	75504
1743	92612
1744	80184
1745	75816
1746	112008
1747	76856
1748	92508
1749	112424
1750	79300
1751	115804
1752	76336
1753	79872
1754	83200
1755	70564
1756	76544
1757	100984
1758	141336
1759	104832
1760	53248
1761	75192
1762	81692
1763	117676
1764	
1765	120692
1766	138632
1767	89856
1768	59124
1769	56628
1770	64220
1771	62192
1772	106860
1773	68224
1774	104936
1775	75920
1776	101504
1777	104988
1778	113100
1779	83564
1780	117000
1781	106548
1782	71500
1783	105612
1784	97500
1785	94224
1786	109200
1787	42640
1788	71500
1789	122876
1790	93600
1791	93184
1792	80444
1793	93184
1794	109980
1795	96408
1796	93132
1797	
1798	119392
1799	134316
1800	67600
1801	97448
1802	64064
1803	64584
1804	65936
1805	153608
1806	
1807	77324
1808	71500
1809	93444
1810	72176
1811	96564
1812	75244
1813	63336
1814	135200
1815	93444
1816	79300
1817	60112
1818	41184
1819	92612
1820	61984
1821	77116
1822	113256
1823	87724
1824	81224
1825	76076
1826	73476
1827	126724
1828	
1829	70304
1830	53612
1831	84500
1832	76336
1833	78936
1834	119964
1835	116116
1836	74464
1837	104780
1838	105404
1839	117468
1840	111228
1841	100724
1842	61048
1843	122720
1844	143000
1845	131040
1846	102648
1847	247000
1848	85540
1849	106340
1850	118248
1851	75608
1852	60632
1853	69524
1854	106548
1855	71500
1856	105508
1857	72748
1858	80184
1859	102648
1860	89648
1861	58500
1862	91780
1863	144820
1864	85072
1865	105196
1866	117000
1867	126620
1868	124072
1869	117780
1870	110500
1871	82472
1872	117416
1873	122876
1874	101556
1875	107536
1876	83408
1877	177060
1878	67184
1879	132028
1880	124540
1881	119340
1882	149448
1883	132600
1884	
1885	138632
1886	147316
1887	169000
1888	119548
1889	86632
1890	59904
1891	58500
1892	69316
1893	50752
1894	43056
1895	50232
1896	69316
1897	52936
1898	69836
1899	88816
1900	100724
1901	82316
1902	112632
1903	80860
1904	97500
1905	68224
1906	66612
1907	94224
1908	93184
1909	75608
1910	79612
1911	111904
1912	77376
1913	80340
1914	107536
1915	98644
1916	113724
1917	110500
1918	128492
1919	93756
1920	125164
1921	148512
1922	84500
1923	60424
1924	65832
1925	66092
1926	125632
1927	
1928	125320
1929	121836
1930	104780
1931	79612
1932	112268
1933	71500
1934	79612
1935	71032
1936	100048
1937	101348
1938	94224
1939	76336
1940	106184
1941	133120
1942	143000
1943	123136
1944	98540
1945	85280
1946	89076
1947	86632
1948	117000
1949	137228
1950	114088
1951	132132
1952	112632
1953	84500
1954	108316
1955	115804
1956	122512
1957	112632
1958	82316
1959	117000
1960	120692
1961	87048
1962	106600
1963	97500
1964	103376
1965	111644
1966	87724
1967	106860
1968	108628
1969	83564
1970	97500
1971	105352
1972	77012
1973	114400
1974	101088
1975	103012
1976	128336
1977	90324
1978	102336
1979	81224
1980	101348
1981	58032
1982	73892
1983	
1984	137436
1985	147316
1986	137436
1987	103948
1988	92300
1989	76648
1990	95316
1991	110500
1992	98280
1993	88816
1994	95836
1995	42744
1996	79924
1997	56056
1998	42380
1999	60320
2000	54600
2001	107900
2002	131300
2003	109200
2004	82316
2005	100412
2006	109564
2007	103012
2008	121628
2009	54704
2010	143000
2011	140816
2012	128752
2013	121524
2014	148148
2015	117000
2016	94692
2017	116168
2018	105716
2019	133380
2020	136500
2021	137436
2022	101348
2023	114036
2024	132600
2025	103220
2026	111436
2027	118144
2028	96200
2029	78624
2030	87984
2031	131612
2032	46124
2033	92612
2034	72384
2035	131300
2036	122928
2037	127972
2038	115596
2039	135408
2040	123448
2041	169000
2042	151632
2043	131196
2044	140140
2045	146380
2046	135668
2047	126256
2048	141908
2049	132704
2050	156520
2051	215436
2052	145340
2053	111436
2054	143000
2055	67756
2056	77220
2057	71500
2058	90428
2059	103012
2060	102336
2061	134888
2062	104988
2063	107224
2064	93132
2065	151944
2066	135564
2067	125892
2068	119132
2069	141544
2070	133692
2071	99112
2072	81224
2073	80600
2074	70564
2075	84500
2076	139984
2077	117000
2078	127608
2079	109408
2080	164632
2081	136500
2082	157976
2083	125060
2084	150384
2085	134888
2086	121316
2087	139724
2088	92248
2089	113984
2090	121836
2091	63024
2092	81224
2093	78780
2094	39624
2095	64220
2096	72280
2097	58864
2098	53768
2099	54028
2100	69940
2101	57304
2102	60112
2103	82836
2104	62088
2105	79040
2106	86424
2107	79196
2108	72280
2109	65988
2110	73216
2111	87724
2112	90220
2113	79300
2114	73112
2115	76232
2116	
2117	102648
2118	99320
2119	96668
2120	78624
2121	79040
2122	75348
2123	80444
2124	74880
2125	79612
2126	81224
2127	68224
2128	74724
2129	99424
2130	70980
2131	70928
2132	75192
2133	86476
2134	56836
2135	68224
2136	65572
2137	70044
2138	66872
2139	
2140	59280
2141	97500
2142	59384
2143	107224
2144	79092
2145	81224
2146	62660
2147	61724
2148	68224
2149	66612
2150	53872
2151	74724
2152	80964
2153	66196
2154	68588
2155	
2156	94224
2157	74724
2158	81588
2159	92612
2160	83408
2161	101192
2162	61724
2163	72072
2164	54964
2165	62504
2166	88348
2167	84916
2168	84500
2169	87724
2170	70408
2171	88816
2172	76336
2173	68484
2174	88816
2175	89336
2176	73944
2177	86320
2178	66612
2179	76336
2180	71500
2181	67600
2182	93600
2183	66612
2184	135772
2185	72280
2186	67600
2187	68224
2188	74152
2189	48256
2190	71500
2191	87724
2192	68900
2193	110448
2194	97500
2195	61360
2196	67444
2197	55224
2198	56056
2199	69576
2200	75348
2201	84500
2202	72020
2203	94224
2204	67184
2205	61724
2206	61880
2207	67184
2208	69056
2209	66040
2210	76752
2211	54600
2212	73632
2213	75192
2214	58500
2215	56472
2216	62088
2217	86632
2218	69992
2219	66092
2220	57668
2221	78936
2222	97500
2223	89856
2224	64116
2225	70668
2226	73736
2227	70772
2228	71500
2229	89648
2230	
2231	71032
2232	75816
2233	96200
2234	88348
2235	48932
2236	50492
2237	98748
2238	51480
2239	111436
2240	73372
2241	84500
2242	87724
2243	59280
2244	75088
2245	77116
2246	79040
2247	98384
2248	87724
2249	73112
2250	86632
2251	84500
2252	92612
2253	95524
2254	66872
2255	80756
2256	78936
2257	102648
2258	91936
2259	65520
2260	92248
2261	97500
2262	
2263	56524
2264	79872
2265	55900
2266	107016
2267	79612
2268	76856
2269	90324
2270	84500
2271	79248
2272	83200
2273	80964
2274	96408
2275	126724
2276	64064
2277	93132
2278	75504
2279	84500
2280	93184
2281	89648
2282	69628
2283	93184
2284	87048
2285	138112
2286	97500
2287	98748
2288	72384
2289	50076
2290	99632
2291	58916
2292	78624
2293	72592
2294	79612
2295	67756
2296	70876
2297	99632
2298	106132
2299	86632
2300	71500
2301	79612
2302	75244
2303	85072
2304	62192
2305	53924
2306	
2307	79612
2308	66248
2309	79872
2310	95992
2311	95628
2312	62504
2313	57980
2314	72176
2315	107432
2316	72384
2317	73632
2318	92612
2319	73476
2320	73892
2321	83564
2322	86476
2323	77376
2324	113516
2325	101816
2326	58500
2327	58448
2328	63492
2329	66092
2330	90012
2331	111228
2332	96980
2333	61724
2334	73112
2335	70564
2336	87256
2337	83824
2338	81224
2339	95316
2340	105248
2341	75816
2342	87048
2343	111436
2344	105456
2345	108316
2346	97500
2347	109564
2348	113724
2349	92612
2350	105612
2351	65832
2352	67444
2353	60632
2354	68224
2355	67184
2356	50804
2357	68224
2358	70564
2359	73320
2360	81588
2361	71500
2362	54184
2363	61256
2364	
2365	108524
2366	133796
2367	102024
2368	101816
2369	
2370	99892
2371	121004
2372	81900
2373	106756
2374	104884
2375	91624
2376	93600
2377	99476
2378	105924
2379	113464
2380	107536
2381	162916
2382	107692
2383	88504
2384	92612
2385	
2386	98072
2387	
2388	132808
2389	98176
2390	77532
2391	88816
2392	63024
2393	131768
2394	109772
2395	117000
2396	92404
2397	47164
2398	72956
2399	88348
2400	78832
2401	
2402	79508
2403	91520
2404	93756
2405	78832
2406	79248
2407	73112
2408	70408
2409	92612
2410	107068
2411	45760
2412	96460
2413	53300
2414	57200
2415	
2416	73840
2417	86632
2418	92092
2419	112632
2420	115596
2421	89960
2422	107224
2423	94536
2424	58448
2425	54600
2426	
2427	105612
2428	81224
2429	99632
2430	
2431	88816
2432	81900
2433	83408
2434	85020
2435	108056
2436	90428
2437	117000
2438	83044
2439	118352
2440	56056
2441	
2442	97500
2443	104988
2444	69732
2445	79248
2446	
2447	86632
2448	95524
2449	81224
2450	61984
2451	65624
2452	60268
2453	97500
2454	76492
2455	66300
2456	92248
2457	68640
2458	85176
2459	88348
2460	68224
2461	84500
2462	96668
2463	71084
2464	101816
2465	105716
2466	87152
2467	82836
2468	76752
2469	76648
2470	74724
2471	81224
2472	
2473	68484
2474	86892
2475	93184
2476	96460
2477	75504
2478	71500
2479	85956
2480	75816
2481	117000
2482	87724
2483	93756
2484	98384
2485	76752
2486	62192
2487	62192
2488	102336
2489	
2490	75452
2491	80860
2492	116948
2493	76492
2494	44720
2495	105404
2496	84500
2497	73112
2498	43888
2499	94692
2500	105456
2501	84500
2502	118820
2503	84500
2504	60892
2505	108888
2506	84500
2507	73632
2508	114816
2509	67132
2510	29848
2511	73112
2512	58500
2513	39208
2514	145132
