SA1_internal_2021	medianTotalHouseholdIncome
36250	95212
36251	86892
36252	120224
36253	119548
36254	118352
36255	98488
36256	69524
36257	105976
36258	100048
36259	97500
36260	105716
36261	106444
36262	101504
36263	92040
36264	127920
36265	113568
36266	121940
36267	116116
36268	114608
36269	86112
36270	105196
36271	100724
36272	
36273	98748
36274	122668
36275	114192
36276	29224
36277	61724
36278	108628
36279	97500
36280	122980
36281	92092
36282	48360
36283	93756
36284	99632
36285	106184
36286	86632
36287	88660
36288	28600
36289	105612
36290	58500
36291	49348
36292	100724
36293	98488
36294	118144
36295	42016
36296	136084
36297	106600
36298	80600
36299	129116
36300	123084
36301	106080
36302	186316
36303	34268
36304	127608
36305	107224
36306	126724
36307	
36308	109928
36309	104624
36310	76076
36311	81380
36312	81796
36313	91572
36314	96668
36315	98540
36316	96668
36317	51376
36318	69940
36319	87360
36320	88816
36321	121680
36322	138320
36323	76336
36324	119340
36325	52988
36326	95316
36327	71500
36328	50076
36329	113516
36330	74724
36331	91624
36332	93184
36333	55640
36334	72540
36335	123032
36336	101504
36337	31668
36338	108628
36339	121472
36340	109200
36341	80444
36342	40196
36343	113880
36344	92300
36345	59280
36346	98540
36347	79924
36348	84500
36349	72020
36350	79612
36351	69628
36352	67704
36353	58136
36354	64012
36355	53664
36356	73632
36357	91572
36358	68900
36359	64688
36360	108836
36361	107796
36362	96408
36363	113100
36364	100256
36365	55848
36366	91728
36367	152152
36368	212888
36369	154076
36370	151060
36371	126724
36372	
36373	179764
36374	172016
36375	174720
36376	196976
36377	167336
36378	161200
36379	131612
36380	195000
36381	124592
36382	176540
36383	139256
36384	145548
36385	142064
36386	117520
36387	117520
36388	170404
36389	156780
36390	181428
36391	152724
36392	236184
36393	140920
36394	117780
36395	138320
36396	131404
36397	129584
36398	126360
36399	148044
36400	185692
36401	131716
36402	32240
36403	101348
36404	103220
36405	100412
36406	115440
36407	95316
36408	96252
36409	
36410	125164
36411	152256
36412	73008
36413	138996
36414	119236
36415	145340
36416	123968
36417	125892
36418	157612
36419	109876
36420	119860
36421	108576
36422	124020
36423	117000
36424	110032
36425	71500
36426	105040
36427	131872
36428	78468
36429	66144
36430	81536
36431	129428
36432	119392
36433	101036
36434	113828
36435	98488
36436	105768
36437	98124
36438	105248
36439	134888
36440	102180
36441	95836
36442	82108
36443	69628
36444	75088
36445	150384
36446	133692
36447	125788
36448	
36449	184132
36450	98956
36451	108732
36452	115752
36453	123448
36454	79716
36455	185900
36456	147316
36457	167544
36458	146848
36459	124956
36460	184600
36461	137488
36462	143000
36463	179712
36464	159536
36465	136500
36466	45292
36467	117000
36468	80860
36469	105612
36470	113256
36471	138632
36472	128492
36473	143000
36474	102076
36475	145132
36476	125632
36477	150748
36478	117000
36479	123448
36480	
36481	193128
36482	195000
36483	157092
36484	161564
36485	198692
36486	125632
36487	158340
36488	139256
36489	
36490	62296
36491	78468
36492	96512
36493	105352
36494	91260
36495	73372
36496	77272
36497	74932
36498	78520
36499	90168
36500	150176
36501	131612
36502	85280
36503	93860
36504	84500
36505	97500
36506	112632
36507	99632
36508	128960
36509	99424
36510	97500
36511	134316
36512	135876
36513	78520
36514	87048
36515	123136
36516	107016
36517	98488
36518	90740
36519	143676
36520	167804
36521	89752
36522	94536
36523	91728
36524	122304
36525	70044
36526	114816
36527	93028
36528	96668
36529	104780
36530	87048
36531	94796
36532	104988
36533	102440
36534	157092
36535	201448
36536	123448
36537	157872
36538	87256
36539	90012
36540	172848
36541	77740
36542	157144
36543	187200
36544	192608
36545	187564
36546	164632
36547	167804
36548	189800
36549	154076
36550	245128
36551	
36552	71500
36553	153192
36554	103012
36555	48204
36556	103168
36557	101816
36558	115284
36559	113204
36560	142532
36561	131508
36562	104676
36563	115596
36564	104208
36565	37024
36566	115544
36567	82836
36568	148512
36569	83044
36570	102336
36571	89336
36572	89440
36573	89492
36574	105404
36575	114400
36576	93184
36577	76180
36578	102544
36579	86320
36580	94692
36581	121576
36582	107484
36583	117624
36584	86632
36585	158288
36586	104884
36587	121004
36588	89492
36589	102960
36590	66300
36591	110500
36592	100724
36593	108628
36594	107588
36595	106808
36596	83668
36597	74412
36598	139256
36599	135408
36600	115908
36601	186316
36602	175448
36603	148876
36604	102752
36605	172692
36606	131300
36607	92248
36608	183040
36609	165360
36610	120796
36611	188500
36612	132340
36613	74360
36614	52624
36615	131404
36616	122460
36617	98176
36618	143000
36619	122720
36620	87412
36621	83460
36622	80600
36623	121472
36624	138112
36625	122356
36626	117000
36627	129012
36628	150748
36629	167804
36630	131040
36631	138216
36632	167128
36633	100724
36634	73632
36635	
36636	107692
36637	124904
36638	86112
36639	97500
36640	135876
36641	113152
36642	111228
36643	95732
36644	93288
36645	90428
36646	84500
36647	95316
36648	67704
36649	130780
36650	97188
36651	75816
36652	106028
36653	158132
36654	105040
36655	46800
36656	108108
36657	76908
36658	195000
36659	85280
36660	83460
36661	
36662	111488
36663	78572
36664	90376
36665	103116
36666	72696
36667	117936
36668	136864
36669	223548
36670	167804
36671	143000
36672	174512
36673	162916
36674	145340
36675	
36676	
36677	125788
36678	49920
36679	157040
36680	160056
36681	100256
36682	116064
36683	107692
36684	119704
36685	111228
36686	100724
36687	117520
36688	110916
36689	123136
36690	111488
36691	110968
36692	86320
36693	95316
36694	94224
36695	113100
36696	99632
36697	87724
36698	118404
36699	133224
36700	99632
36701	83044
36702	88244
36703	59592
36704	37700
36705	100724
36706	162448
36707	
36708	92456
36709	89648
36710	104364
36711	97500
36712	118716
36713	137800
36714	105300
36715	141544
36716	109200
36717	150384
36718	87724
36719	111696
36720	93288
36721	84500
36722	73320
36723	92508
36724	105924
36725	102336
36726	89336
36727	79040
36728	79248
36729	104416
36730	94536
36731	89648
36732	30992
36733	72384
36734	110188
36735	138268
36736	114608
36737	104728
36738	92612
36739	114036
36740	122512
36741	113568
36742	104468
36743	104936
36744	115700
36745	112996
36746	98124
36747	96408
36748	96564
36749	116272
36750	112476
36751	111540
36752	181948
36753	125216
36754	223548
36755	102024
36756	143000
36757	158340
36758	94796
36759	126724
36760	132288
36761	169000
36762	63180
36763	80600
36764	123916
36765	112944
36766	141128
36767	107120
36768	120848
36769	139984
36770	59280
36771	134316
36772	115856
36773	95992
36774	90012
36775	87984
36776	126048
36777	138632
36778	131040
36779	89336
36780	105560
36781	66612
36782	108732
36783	96668
36784	120952
36785	60112
36786	109460
36787	81640
36788	65624
36789	99788
36790	56836
36791	107640
36792	129376
36793	134316
36794	164112
36795	145340
36796	178932
36797	164112
36798	68224
36799	117000
36800	137072
36801	148148
36802	146224
36803	135200
36804	133900
36805	112632
36806	132184
36807	153608
36808	130728
36809	152412
36810	120796
36811	151632
36812	93184
36813	131456
36814	119132
36815	127504
36816	145392
36817	124540
36818	98748
36819	118768
36820	119964
36821	106184
36822	102180
36823	119444
36824	133796
36825	79872
36826	
36827	46072
36828	125008
36829	76284
36830	96772
36831	104884
36832	108108
36833	90012
36834	78416
36835	61724
36836	81380
36837	84084
36838	64480
36839	38948
36840	78312
36841	71032
36842	143676
36843	110032
36844	102492
36845	125632
36846	95628
36847	95316
36848	109876
36849	96668
36850	67288
36851	91728
36852	106704
36853	124072
36854	51740
36855	100256
36856	132600
36857	93340
36858	113464
36859	137228
36860	144976
36861	114400
36862	111280
36863	105872
36864	100880
36865	78676
36866	110916
36867	70772
36868	89648
36869	99736
36870	102336
36871	112632
36872	73424
36873	91936
36874	107068
36875	70824
36876	84500
36877	
36878	65624
36879	86320
36880	64428
36881	138372
36882	145860
36883	95940
36884	80288
36885	74204
36886	66092
36887	85644
36888	98540
36889	95628
36890	89700
36891	70616
36892	119808
36893	136916
36894	119548
36895	137228
36896	149448
36897	111228
36898	111124
36899	117000
36900	112372
36901	98176
36902	
36903	23400
36904	93756
36905	117988
36906	84500
36907	79924
36908	60476
36909	101816
36910	46488
36911	94900
36912	95056
36913	115700
36914	105300
36915	88088
36916	97500
36917	126412
36918	123188
36919	92872
36920	86632
36921	87724
36922	
36923	120484
36924	11700
36925	92768
36926	98228
36927	67184
36928	120380
36929	99424
36930	109876
36931	115804
36932	114504
36933	103012
36934	129220
36935	136500
36936	169000
36937	173836
36938	161928
36939	123448
36940	123032
36941	144820
36942	140816
36943	157092
36944	143780
36945	186316
36946	152464
36947	143000
36948	147576
36949	167804
36950	130832
36951	110136
36952	158236
36953	143000
36954	186160
36955	158184
36956	153348
36957	164632
36958	90428
36959	80600
36960	80184
36961	91780
36962	95316
36963	86320
36964	73840
36965	64532
36966	86424
36967	85748
36968	104572
36969	85488
36970	102336
36971	104780
36972	91936
36973	96772
36974	90428
36975	72488
36976	112944
36977	102960
36978	131612
36979	87256
36980	98124
36981	132600
36982	98748
36983	108316
36984	102648
36985	98540
36986	108524
36987	108160
36988	83824
36989	99216
36990	
36991	106184
36992	122044
36993	115544
36994	112944
36995	105508
36996	108628
36997	96564
36998	77688
36999	96824
37000	93184
37001	114816
37002	102856
37003	101244
37004	118612
37005	115232
37006	98332
37007	104780
37008	97500
37009	103636
37010	102076
37011	119548
37012	95316
37013	88816
37014	95836
37015	150384
37016	89232
37017	97500
37018	77220
37019	128856
37020	89648
37021	87516
37022	95628
37023	100724
37024	76908
37025	98540
37026	117000
37027	116480
37028	
37029	149812
37030	132704
37031	150748
37032	135564
37033	114920
37034	120848
37035	123968
37036	121888
37037	134108
37038	105612
37039	114868
37040	92092
37041	118820
37042	121628
37043	111228
37044	131092
37045	130468
37046	113464
37047	116272
37048	125892
37049	123760
37050	88972
37051	112268
37052	128232
37053	123448
37054	127972
37055	114816
37056	115232
37057	70772
37058	124488
37059	138632
37060	124020
37061	113984
37062	103376
37063	
37064	129324
37065	102648
37066	109928
37067	123448
37068	134056
37069	104676
37070	100724
37071	134316
37072	133432
37073	117988
37074	115856
37075	117000
37076	50492
37077	98124
37078	128076
37079	139412
37080	108316
37081	115544
37082	120536
37083	65884
37084	
37085	69108
37086	50648
37087	71500
37088	44616
37089	67496
37090	76232
37091	72540
37092	88504
37093	58968
37094	54600
37095	59332
37096	66612
37097	74724
37098	58084
37099	71500
37100	90428
37101	66872
37102	65676
37103	32188
37104	84240
37105	78780
37106	83044
37107	71448
37108	79092
37109	68588
37110	78520
37111	86528
37112	188448
37113	95316
37114	81848
37115	115856
37116	137332
37117	107224
37118	118144
37119	103480
37120	97500
37121	134680
37122	101972
37123	76596
37124	99892
37125	71500
37126	79612
37127	133224
37128	98904
37129	124748
37130	56992
37131	136084
37132	97500
37133	84500
37134	84916
37135	103688
37136	99840
37137	87204
37138	78780
37139	89856
37140	105040
37141	86216
37142	100412
37143	99944
37144	105248
37145	79872
37146	86476
37147	71084
37148	74516
37149	96408
37150	92092
37151	85384
37152	106600
37153	120380
37154	109408
37155	91416
37156	90532
37157	71500
37158	89856
37159	93600
37160	88504
37161	99632
37162	89856
37163	83824
37164	85072
37165	80184
37166	65468
37167	86632
37168	76908
37169	74048
37170	78572
37171	99320
37172	95108
37173	73632
37174	59644
37175	71084
37176	96564
37177	105716
37178	79300
37179	86112
37180	72540
37181	84136
37182	101660
37183	108316
37184	92092
37185	110500
37186	105612
37187	125060
37188	86424
37189	80496
37190	86112
37191	109304
37192	63232
37193	86736
37194	99476
37195	75244
37196	101348
37197	108628
37198	72384
37199	102076
37200	132028
37201	107692
37202	103116
37203	89856
37204	104988
37205	87308
37206	81588
37207	47736
37208	93860
37209	78572
37210	93184
37211	85748
37212	82108
37213	111800
37214	93444
37215	45500
37216	96668
37217	81588
37218	89336
37219	107796
37220	95628
37221	87256
37222	112632
37223	157300
37224	144820
37225	114400
37226	107848
37227	101088
37228	148148
37229	149448
37230	161408
37231	124124
37232	
37233	
37234	92872
37235	113724
37236	97500
37237	126724
37238	84500
37239	127972
37240	117000
37241	139724
37242	137280
37243	122980
37244	108316
37245	93600
37246	87256
37247	94900
37248	107900
37249	126984
37250	143000
37251	90376
37252	124748
37253	117000
37254	112372
37255	112060
37256	112112
37257	98644
37258	114400
37259	110084
37260	114816
37261	101348
37262	113256
37263	96200
37264	108680
37265	108056
37266	71708
37267	111072
37268	104676
37269	108004
37270	115908
37271	126880
37272	112320
37273	127764
37274	130624
37275	130676
37276	201448
37277	182676
37278	46800
37279	
37280	123448
37281	141128
37282	64324
37283	73112
37284	111020
37285	202748
37286	143676
37287	139256
37288	125216
37289	136500
37290	130416
37291	137072
37292	120224
37293	37700
37294	108732
37295	164320
37296	238524
37297	128752
37298	108940
37299	182988
37300	157820
37301	117000
37302	147056
37303	127348
37304	163228
37305	156832
37306	157820
37307	125476
37308	131092
37309	116168
37310	117000
37311	143000
37312	131612
37313	138632
37314	157820
37315	104936
37316	110188
37317	126828
37318	111124
37319	147836
37320	138268
37321	56316
37322	103116
37323	101816
37324	101088
37325	140816
37326	156520
37327	
37328	156832
37329	159692
37330	100984
37331	106756
37332	136500
37333	152724
37334	149448
37335	155012
37336	92612
37337	240500
37338	147316
37339	138632
37340	189800
37341	136500
37342	66612
37343	125944
37344	246324
37345	188500
37346	199316
37347	187980
37348	211224
37349	195000
37350	195000
37351	227448
37352	183144
37353	150748
37354	67600
37355	219128
37356	94224
37357	160628
37358	171132
37359	154076
37360	235404
37361	162916
37362	196820
37363	133224
37364	111436
37365	130988
37366	132600
37367	157248
37368	136864
37369	128960
37370	130936
37371	154076
37372	147836
37373	180648
37374	187564
37375	196612
37376	143780
37377	200148
37378	133900
37379	137800
37380	157612
37381	160316
37382	256724
37383	165412
37384	238628
37385	146224
37386	179088
37387	170820
37388	257972
37389	244712
37390	121472
37391	132860
37392	105404
37393	79612
37394	143520
37395	125944
37396	141596
37397	124072
37398	93860
37399	146692
37400	107484
37401	125944
37402	117728
37403	123812
37404	216112
37405	163592
37406	148148
37407	161980
37408	135356
37409	56992
37410	145132
37411	149448
37412	136500
37413	215436
37414	239512
37415	212316
37416	195000
37417	165412
37418	209300
37419	156832
37420	204724
37421	107692
37422	165256
37423	166400
37424	169000
37425	175240
37426	177944
37427	164892
37428	165256
37429	164632
37430	237224
37431	214500
37432	195000
37433	178256
37434	130468
37435	162968
37436	147628
37437	69108
37438	192816
37439	84188
37440	
37441	163436
37442	118820
37443	174668
37444	91832
37445	193544
37446	114816
37447	101816
37448	156988
37449	91260
37450	147316
37451	174148
37452	235924
37453	117000
37454	147680
37455	125008
37456	132860
37457	99840
37458	103324
37459	91520
37460	118196
37461	152360
37462	112632
37463	86112
37464	87568
37465	113984
37466	128700
37467	131196
37468	135200
37469	76076
37470	195000
37471	178256
37472	79196
37473	94900
37474	94224
37475	150540
37476	161200
37477	212316
37478	87516
37479	72904
37480	87724
37481	88504
37482	184600
37483	197860
37484	168272
37485	185224
37486	188500
37487	157456
37488	139256
37489	93444
37490	135564
37491	189436
37492	87516
37493	67704
37494	83616
37495	99320
37496	56784
37497	79300
37498	134992
37499	64584
37500	73424
37501	89440
37502	55588
37503	66456
37504	61100
37505	79456
37506	92508
37507	170248
37508	136500
37509	100984
37510	126464
37511	152256
37512	198224
37513	212316
37514	83668
37515	83200
37516	77740
37517	81068
37518	82212
37519	115908
37520	89960
37521	174876
37522	148148
37523	159224
37524	96668
37525	99164
37526	78988
37527	91312
37528	115960
37529	104312
37530	97916
37531	91572
37532	83928
37533	108420
37534	81588
37535	117000
37536	88816
37537	86112
37538	80444
37539	156936
37540	194948
37541	137280
37542	63648
37543	102856
37544	163644
37545	119808
37546	134316
37547	139256
37548	83772
37549	69836
37550	169000
37551	114556
37552	117000
37553	111072
37554	92664
37555	111228
