SA1_internal_2021	AgeStudent	students
34735	25+	4
34736	0-4	6
34736	5-14	45
34736	15-19	13
34736	20-24	8
34736	25+	12
34737	0-4	3
34737	5-14	15
34737	15-19	5
34737	25+	7
34738	0-4	7
34738	5-14	51
34738	15-19	18
34738	20-24	10
34738	25+	23
34739	0-4	5
34739	5-14	24
34739	15-19	18
34739	25+	13
34740	5-14	32
34740	15-19	25
34740	20-24	12
34740	25+	15
34741	5-14	11
34741	15-19	7
34741	25+	4
34742	5-14	22
34742	15-19	9
34742	20-24	8
34742	25+	22
34743	5-14	52
34743	15-19	20
34743	20-24	15
34743	25+	29
34744	5-14	29
34744	15-19	4
34744	20-24	11
34744	25+	17
34745	0-4	8
34745	5-14	47
34745	15-19	17
34745	20-24	13
34745	25+	11
34746	0-4	8
34746	5-14	52
34746	15-19	28
34746	20-24	10
34746	25+	23
34747	0-4	17
34747	5-14	112
34747	15-19	38
34747	20-24	14
34747	25+	18
34748	0-4	3
34748	5-14	43
34748	15-19	8
34748	25+	6
34749	5-14	36
34749	15-19	19
34749	20-24	4
34749	25+	9
34750	0-4	11
34750	5-14	53
34750	15-19	23
34750	20-24	9
34750	25+	11
34751	0-4	4
34751	5-14	20
34751	15-19	9
34751	25+	12
34752	0-4	16
34752	5-14	69
34752	15-19	13
34752	20-24	5
34752	25+	16
34753	0-4	51
34753	5-14	415
34753	15-19	127
34753	20-24	40
34753	25+	72
34754	0-4	3
34754	5-14	30
34754	15-19	6
34754	25+	4
34755	0-4	4
34755	5-14	33
34755	15-19	10
34755	20-24	9
34755	25+	11
34756	5-14	35
34756	15-19	8
34756	25+	3
34757	0-4	8
34757	5-14	81
34757	15-19	26
34758	5-14	20
34758	15-19	9
34758	20-24	3
34758	25+	4
34759	0-4	5
34759	5-14	67
34759	15-19	28
34759	25+	17
34760	5-14	52
34760	15-19	27
34760	20-24	4
34760	25+	9
34761	5-14	42
34761	15-19	13
34761	25+	5
34762	0-4	4
34762	5-14	25
34762	15-19	11
34762	20-24	5
34762	25+	3
34763	0-4	10
34763	5-14	73
34763	15-19	27
34763	20-24	11
34763	25+	21
34764	5-14	17
34764	15-19	25
34764	20-24	19
34764	25+	8
34765	0-4	5
34765	5-14	37
34765	15-19	13
34765	20-24	5
34765	25+	4
34766	0-4	4
34766	5-14	31
34766	15-19	20
34766	20-24	7
34766	25+	9
34767	0-4	4
34767	5-14	38
34767	15-19	10
34767	25+	4
34768	0-4	3
34768	5-14	8
34768	15-19	5
34769	0-4	4
34769	5-14	13
34769	15-19	3
34769	25+	4
34770	0-4	4
34770	5-14	30
34770	15-19	13
34770	25+	9
34771	0-4	5
34771	5-14	43
34771	15-19	12
34771	20-24	5
34771	25+	10
34772	0-4	3
34772	5-14	25
34772	15-19	10
34772	20-24	4
34772	25+	5
34773	5-14	38
34773	15-19	17
34773	20-24	5
34773	25+	14
34774	0-4	8
34774	5-14	40
34774	15-19	13
34774	20-24	8
34775	0-4	8
34775	5-14	40
34775	15-19	9
34775	25+	10
34776	0-4	3
34776	5-14	22
34776	15-19	9
34776	20-24	4
34776	25+	6
34777	0-4	9
34777	5-14	59
34777	15-19	28
34777	20-24	11
34777	25+	9
34778	5-14	36
34778	15-19	15
34778	25+	10
34779	0-4	7
34779	5-14	71
34779	15-19	13
34779	25+	12
34780	5-14	32
34780	15-19	10
34780	20-24	5
34780	25+	4
34781	0-4	6
34781	5-14	69
34781	15-19	18
34781	20-24	4
34781	25+	14
34782	5-14	19
34782	15-19	6
34782	25+	3
34783	0-4	3
34783	5-14	33
34783	15-19	14
34783	20-24	4
34784	5-14	18
34784	15-19	6
34784	20-24	3
34784	25+	4
34785	5-14	29
34785	15-19	7
34785	20-24	6
34785	25+	5
34786	0-4	4
34786	5-14	49
34786	15-19	20
34786	20-24	7
34786	25+	10
34787	0-4	8
34787	5-14	69
34787	15-19	25
34787	20-24	3
34787	25+	6
34788	5-14	22
34788	15-19	5
34788	25+	11
34789	0-4	6
34789	5-14	31
34789	15-19	11
34789	20-24	4
34789	25+	15
34790	0-4	6
34790	5-14	21
34790	15-19	8
34791	0-4	3
34791	5-14	44
34791	15-19	13
34791	20-24	3
34791	25+	5
34792	0-4	3
34792	5-14	27
34792	15-19	16
34792	20-24	5
34793	0-4	8
34793	5-14	58
34793	15-19	22
34793	20-24	6
34793	25+	9
34794	0-4	17
34794	5-14	133
34794	15-19	36
34794	20-24	6
34794	25+	27
34795	0-4	6
34795	5-14	14
34795	15-19	7
34795	25+	3
34796	0-4	3
34796	5-14	48
34796	15-19	24
34796	20-24	7
34796	25+	11
34797	5-14	54
34797	15-19	44
34797	20-24	4
34797	25+	7
34798	0-4	14
34798	5-14	79
34798	15-19	6
34798	20-24	5
34798	25+	26
34799	0-4	8
34799	5-14	38
34799	15-19	17
34799	20-24	5
34799	25+	17
34800	0-4	5
34800	5-14	26
34800	15-19	20
34800	20-24	3
34801	0-4	12
34801	5-14	56
34801	15-19	23
34801	25+	4
34802	0-4	4
34802	5-14	44
34802	15-19	34
34802	20-24	16
34802	25+	7
34803	0-4	5
34803	5-14	22
34803	15-19	16
34803	20-24	7
34803	25+	8
34804	0-4	6
34804	5-14	38
34804	15-19	15
34804	25+	3
34805	0-4	5
34805	5-14	29
34805	15-19	18
34805	25+	3
34806	0-4	38
34806	5-14	237
34806	15-19	57
34806	20-24	22
34806	25+	55
34807	0-4	3
34807	5-14	53
34807	15-19	28
34807	20-24	8
34807	25+	12
34808	5-14	10
34808	15-19	6
34809	0-4	5
34809	5-14	43
34809	15-19	20
34809	20-24	4
34809	25+	7
34810	0-4	4
34810	5-14	32
34810	15-19	19
34810	20-24	3
34810	25+	5
34811	0-4	4
34811	5-14	43
34811	15-19	15
34811	20-24	7
34811	25+	12
34812	0-4	27
34812	5-14	182
34812	15-19	77
34812	20-24	23
34812	25+	34
34813	5-14	66
34813	15-19	23
34813	20-24	5
34813	25+	9
34814	0-4	4
34814	5-14	51
34814	15-19	22
34814	20-24	4
34814	25+	9
34815	0-4	18
34815	5-14	124
34815	15-19	24
34815	20-24	3
34815	25+	26
34816	0-4	16
34816	5-14	112
34816	15-19	22
34816	20-24	7
34816	25+	24
34817	0-4	3
34817	5-14	40
34817	15-19	20
34817	25+	12
34818	0-4	11
34818	5-14	95
34818	15-19	24
34818	20-24	14
34818	25+	21
34819	0-4	17
34819	5-14	153
34819	15-19	67
34819	20-24	19
34819	25+	21
34820	0-4	7
34820	5-14	45
34820	15-19	13
34820	20-24	3
34820	25+	10
34821	0-4	4
34821	5-14	38
34821	15-19	8
34821	25+	15
34822	0-4	7
34822	5-14	34
34822	15-19	25
34822	20-24	7
34823	0-4	8
34823	5-14	52
34823	15-19	18
34823	20-24	3
34823	25+	4
34824	0-4	5
34824	5-14	32
34824	15-19	20
34824	20-24	4
34824	25+	11
34825	5-14	3
34825	25+	3
34826	0-4	6
34826	5-14	29
34826	15-19	16
34826	20-24	3
34826	25+	14
34827	0-4	12
34827	5-14	53
34827	15-19	22
34827	20-24	7
34827	25+	10
34828	0-4	10
34828	5-14	49
34828	15-19	13
34828	20-24	13
34828	25+	11
34829	0-4	3
34829	5-14	65
34829	15-19	21
34829	20-24	3
34829	25+	12
34830	0-4	7
34830	5-14	50
34830	15-19	14
34830	20-24	9
34830	25+	17
34832	0-4	9
34832	5-14	48
34832	15-19	18
34832	20-24	10
34832	25+	18
34833	5-14	13
34833	15-19	6
34833	20-24	3
34833	25+	9
34834	0-4	3
34834	5-14	16
34834	15-19	8
34834	20-24	9
34834	25+	16
34835	0-4	3
34835	5-14	34
34835	15-19	6
34835	20-24	4
34835	25+	21
34836	0-4	4
34836	5-14	29
34836	15-19	16
34836	20-24	3
34836	25+	8
34837	0-4	6
34837	5-14	66
34837	15-19	18
34837	20-24	5
34837	25+	20
34838	0-4	12
34838	5-14	97
34838	15-19	51
34838	20-24	27
34838	25+	32
34839	0-4	11
34839	5-14	39
34839	15-19	9
34839	20-24	4
34839	25+	19
34840	5-14	12
34840	15-19	10
34840	20-24	4
34840	25+	8
34841	0-4	12
34841	5-14	52
34841	15-19	10
34841	20-24	10
34841	25+	21
34842	0-4	6
34842	5-14	32
34842	15-19	12
34842	20-24	5
34842	25+	12
34843	25+	3
34844	0-4	4
34844	5-14	59
34844	15-19	10
34844	20-24	6
34844	25+	13
34845	0-4	3
34845	5-14	55
34845	15-19	15
34845	20-24	5
34845	25+	17
34846	0-4	8
34846	5-14	63
34846	15-19	8
34846	20-24	3
34846	25+	22
34847	0-4	14
34847	5-14	76
34847	15-19	10
34847	20-24	9
34847	25+	18
34848	5-14	13
34848	25+	5
34849	5-14	29
34849	15-19	7
34849	20-24	5
34849	25+	25
34850	5-14	35
34850	15-19	4
34850	25+	5
34851	0-4	16
34851	5-14	102
34851	15-19	36
34851	20-24	9
34851	25+	18
34852	0-4	12
34852	5-14	56
34852	15-19	29
34852	20-24	7
34852	25+	17
34853	0-4	12
34853	5-14	45
34853	15-19	23
34853	20-24	4
34853	25+	17
34854	0-4	8
34854	5-14	72
34854	15-19	14
34854	20-24	3
34854	25+	12
34855	0-4	9
34855	5-14	50
34855	15-19	15
34855	20-24	12
34855	25+	26
34856	0-4	6
34856	5-14	72
34856	15-19	19
34856	20-24	12
34856	25+	13
34857	5-14	19
34857	15-19	4
34857	20-24	3
34857	25+	7
34858	0-4	5
34858	5-14	35
34858	15-19	10
34858	20-24	7
34858	25+	6
34859	0-4	6
34859	5-14	24
34859	15-19	9
34859	25+	3
34860	5-14	15
34860	15-19	3
34860	25+	3
34861	0-4	7
34861	5-14	60
34861	15-19	21
34861	25+	11
34862	5-14	18
34862	15-19	14
34862	25+	5
34863	0-4	3
34863	5-14	62
34863	15-19	16
34863	20-24	11
34863	25+	14
34864	5-14	26
34864	15-19	12
34864	25+	4
34865	0-4	3
34865	5-14	16
34865	15-19	11
34866	0-4	3
34866	5-14	19
34866	15-19	4
34866	20-24	3
34866	25+	3
34867	5-14	21
34867	20-24	4
34867	25+	4
34868	5-14	21
34868	15-19	7
34868	20-24	3
34868	25+	8
34869	0-4	5
34869	5-14	36
34869	15-19	13
34869	25+	5
34870	5-14	16
34870	15-19	5
34871	0-4	3
34871	5-14	36
34871	15-19	13
34871	25+	12
34872	0-4	3
34872	5-14	17
34872	25+	4
34873	0-4	3
34873	5-14	30
34873	15-19	10
34873	25+	4
34874	0-4	3
34874	5-14	20
34874	15-19	9
34874	25+	5
34875	0-4	3
34875	5-14	9
34875	15-19	4
34875	25+	4
34876	5-14	14
34876	15-19	13
34876	25+	4
34877	5-14	10
34877	15-19	3
34877	25+	7
34878	0-4	3
34878	5-14	45
34878	15-19	14
34878	25+	7
34879	0-4	6
34879	5-14	17
34879	15-19	5
34880	0-4	3
34880	5-14	53
34880	15-19	13
34880	25+	10
34881	0-4	9
34881	5-14	34
34881	15-19	5
34881	25+	8
34882	0-4	9
34882	5-14	33
34882	15-19	17
34882	20-24	8
34882	25+	6
34883	0-4	4
34883	5-14	11
34883	15-19	13
34883	25+	3
34884	5-14	9
34884	20-24	3
34884	25+	5
34885	0-4	3
34885	5-14	34
34885	15-19	15
34885	20-24	3
34885	25+	9
34886	0-4	8
34886	5-14	63
34886	15-19	23
34886	25+	18
34887	5-14	23
34887	15-19	6
34887	25+	3
34888	0-4	3
34888	5-14	32
34888	15-19	12
34888	20-24	5
34888	25+	9
34889	5-14	17
34889	15-19	7
34889	25+	10
34890	0-4	9
34890	5-14	32
34890	15-19	8
34890	20-24	3
34890	25+	15
34891	0-4	11
34891	5-14	42
34891	15-19	19
34891	25+	10
34892	0-4	11
34892	5-14	53
34892	15-19	17
34892	20-24	3
34892	25+	15
34893	0-4	4
34893	5-14	16
34893	15-19	15
34894	0-4	4
34894	5-14	55
34894	15-19	27
34894	20-24	4
34894	25+	16
34895	0-4	6
34895	5-14	45
34895	15-19	12
34895	20-24	5
34895	25+	11
34896	0-4	11
34896	5-14	63
34896	15-19	36
34896	20-24	4
34896	25+	11
34897	0-4	5
34897	5-14	57
34897	15-19	18
34897	20-24	3
34897	25+	3
34898	0-4	3
34898	5-14	24
34898	15-19	7
34898	25+	13
34899	5-14	16
34899	15-19	12
34899	20-24	4
34899	25+	3
34900	0-4	9
34900	5-14	49
34900	15-19	12
34900	25+	4
34901	0-4	3
34901	5-14	51
34901	15-19	16
34901	20-24	8
34901	25+	12
34902	0-4	4
34902	5-14	27
34902	15-19	18
34902	20-24	3
34902	25+	13
34903	0-4	11
34903	5-14	49
34903	15-19	22
34903	20-24	6
34903	25+	8
34904	0-4	11
34904	5-14	46
34904	15-19	7
34905	0-4	7
34905	5-14	48
34905	15-19	16
34905	25+	12
34906	0-4	6
34906	5-14	54
34906	15-19	25
34906	20-24	4
34906	25+	17
34907	0-4	3
34907	5-14	12
34907	15-19	9
34907	25+	7
34908	5-14	32
34908	15-19	13
34908	20-24	5
34908	25+	9
34909	0-4	3
34909	5-14	39
34909	15-19	22
34909	20-24	4
34909	25+	5
34910	5-14	30
34910	15-19	5
34910	25+	6
34911	0-4	4
34911	5-14	36
34911	15-19	11
34911	20-24	3
34911	25+	9
34912	0-4	4
34912	5-14	40
34912	15-19	15
34912	20-24	3
34912	25+	8
34913	0-4	8
34913	5-14	43
34913	15-19	13
34913	20-24	3
34913	25+	10
34914	0-4	8
34914	5-14	23
34914	15-19	9
34914	25+	7
34915	0-4	5
34915	5-14	48
34915	15-19	23
34915	20-24	10
34915	25+	7
34916	5-14	3
34918	5-14	28
34918	15-19	16
34918	20-24	4
34918	25+	12
34919	0-4	4
34919	5-14	19
34919	15-19	11
34919	20-24	3
34919	25+	10
34920	0-4	5
34920	5-14	25
34920	15-19	8
34920	20-24	6
34920	25+	7
34921	5-14	29
34921	15-19	8
34921	20-24	3
34921	25+	8
34923	0-4	4
34923	5-14	22
34923	15-19	23
34923	20-24	3
34923	25+	9
34924	0-4	6
34924	5-14	49
34924	15-19	19
34924	20-24	3
34924	25+	16
34925	5-14	53
34925	15-19	21
34925	20-24	3
34925	25+	5
34926	0-4	4
34926	5-14	64
34926	15-19	14
34926	25+	4
34927	5-14	62
34927	15-19	20
34927	20-24	4
34927	25+	8
34928	0-4	5
34928	5-14	39
34928	15-19	19
34928	20-24	7
34928	25+	16
34929	0-4	12
34929	5-14	50
34929	15-19	16
34929	25+	19
34930	0-4	6
34930	5-14	43
34930	15-19	14
34930	20-24	3
34930	25+	3
34932	0-4	6
34932	5-14	24
34932	15-19	14
34932	20-24	3
34932	25+	10
34933	0-4	7
34933	5-14	81
34933	15-19	30
34933	20-24	3
34933	25+	11
34934	0-4	4
34934	5-14	50
34934	15-19	16
34934	20-24	10
34934	25+	12
34935	0-4	5
34935	5-14	48
34935	15-19	19
34935	20-24	6
34935	25+	8
34936	5-14	19
34936	15-19	3
34936	25+	6
34937	0-4	3
34937	5-14	27
34937	15-19	18
34937	20-24	5
34937	25+	16
34938	5-14	30
34938	15-19	8
34938	25+	9
34939	0-4	7
34939	5-14	37
34939	15-19	17
34939	20-24	6
34939	25+	15
34940	0-4	10
34940	5-14	24
34940	15-19	15
34940	20-24	9
34940	25+	10
34941	0-4	9
34941	5-14	54
34941	15-19	15
34941	20-24	7
34941	25+	13
34942	0-4	4
34942	5-14	39
34942	15-19	9
34942	25+	8
34943	5-14	23
34943	15-19	11
34943	25+	4
34944	0-4	3
34944	5-14	33
34944	15-19	14
34944	20-24	8
34944	25+	3
34945	0-4	7
34945	5-14	27
34945	15-19	11
34945	20-24	7
34945	25+	6
34946	5-14	25
34946	15-19	16
34946	25+	7
34947	0-4	14
34947	5-14	43
34947	15-19	20
34947	20-24	5
34947	25+	21
34948	0-4	8
34948	5-14	48
34948	15-19	12
34948	20-24	3
34948	25+	12
34949	0-4	3
34949	5-14	33
34949	15-19	10
34949	25+	10
34950	0-4	5
34950	5-14	44
34950	15-19	24
34950	20-24	4
34950	25+	4
34951	5-14	12
34951	15-19	9
34951	25+	3
34952	5-14	26
34952	15-19	10
34952	20-24	3
34952	25+	3
34953	5-14	33
34953	15-19	3
34953	25+	3
34954	0-4	6
34954	5-14	24
34954	15-19	9
34954	25+	3
34955	0-4	8
34955	5-14	55
34955	15-19	24
34955	25+	8
34956	5-14	19
34956	15-19	13
34956	25+	3
34957	0-4	11
34957	5-14	35
34957	15-19	15
34957	25+	6
34958	0-4	13
34958	5-14	26
34958	15-19	17
34958	25+	5
34959	0-4	5
34959	5-14	50
34959	15-19	22
34959	20-24	4
34959	25+	5
34960	5-14	28
34960	15-19	7
34960	20-24	4
34960	25+	4
34961	0-4	5
34961	5-14	28
34961	15-19	14
34961	25+	4
34962	0-4	8
34962	5-14	29
34962	15-19	11
34962	20-24	7
34962	25+	11
34963	5-14	32
34963	15-19	5
34963	20-24	5
34963	25+	4
34964	0-4	4
34964	5-14	33
34964	15-19	20
34964	20-24	9
34964	25+	6
34965	0-4	11
34965	5-14	70
34965	15-19	28
34965	25+	6
34966	0-4	7
34966	5-14	36
34966	15-19	8
34966	20-24	3
34966	25+	3
34967	5-14	10
34967	15-19	4
34967	25+	3
34968	5-14	30
34968	15-19	11
34968	25+	5
34969	0-4	4
34969	5-14	31
34969	15-19	6
34969	20-24	3
34970	0-4	4
34970	5-14	23
34970	15-19	13
34970	25+	6
34971	0-4	9
34971	5-14	41
34971	15-19	8
34971	20-24	6
34971	25+	3
34972	5-14	43
34972	15-19	24
34972	25+	3
34973	5-14	16
34973	15-19	10
34973	25+	9
34974	0-4	5
34974	5-14	24
34974	15-19	14
34974	25+	11
34975	0-4	4
34975	5-14	42
34975	15-19	13
34975	20-24	4
34975	25+	4
34976	0-4	6
34976	5-14	51
34976	15-19	16
34976	25+	5
34977	0-4	5
34977	5-14	47
34977	15-19	15
34977	25+	15
34978	5-14	14
34978	15-19	10
34978	25+	4
34979	0-4	3
34979	5-14	47
34979	15-19	12
34979	20-24	5
34979	25+	8
34980	0-4	3
34980	5-14	38
34980	15-19	16
34980	25+	4
34981	0-4	7
34981	5-14	26
34981	15-19	3
34981	25+	6
34982	5-14	21
34982	15-19	5
34983	0-4	24
34983	5-14	110
34983	15-19	61
34983	20-24	13
34983	25+	17
34984	0-4	13
34984	5-14	66
34984	15-19	15
34984	25+	18
34985	0-4	8
34985	5-14	65
34985	15-19	18
34985	20-24	6
34985	25+	5
34986	0-4	12
34986	5-14	46
34986	15-19	9
34986	20-24	6
34986	25+	14
34987	5-14	4
34987	15-19	6
34987	20-24	7
34987	25+	5
34988	0-4	25
34988	5-14	132
34988	15-19	47
34988	20-24	7
34988	25+	25
34989	0-4	11
34989	5-14	45
34989	15-19	18
34989	20-24	6
34989	25+	9
34990	0-4	16
34990	5-14	87
34990	15-19	36
34990	20-24	8
34990	25+	14
34991	0-4	7
34991	5-14	29
34991	15-19	14
34991	20-24	3
34991	25+	12
34992	0-4	3
34992	5-14	42
34992	15-19	19
34992	20-24	4
34992	25+	11
34993	0-4	14
34993	5-14	86
34993	15-19	49
34993	20-24	9
34993	25+	8
34994	5-14	39
34994	15-19	16
34994	20-24	5
34995	0-4	14
34995	5-14	47
34995	15-19	17
34995	20-24	6
34995	25+	13
34996	0-4	3
34996	5-14	28
34996	15-19	8
34996	20-24	8
34996	25+	9
34997	0-4	6
34997	5-14	33
34997	15-19	13
34997	20-24	3
34997	25+	10
34998	0-4	3
34998	5-14	60
34998	15-19	15
34998	20-24	4
34998	25+	17
34999	0-4	7
34999	5-14	57
34999	15-19	24
34999	20-24	10
34999	25+	16
35000	0-4	3
35000	5-14	26
35000	15-19	11
35000	20-24	8
35000	25+	8
35001	0-4	4
35001	5-14	33
35001	15-19	7
35001	20-24	3
35001	25+	9
35002	0-4	5
35002	5-14	39
35002	15-19	8
35002	20-24	4
35002	25+	8
35003	0-4	8
35003	5-14	46
35003	15-19	24
35003	25+	9
35004	5-14	18
35004	15-19	7
35004	20-24	3
35004	25+	5
35005	0-4	3
35005	5-14	61
35005	15-19	21
35005	20-24	3
35005	25+	3
35006	0-4	5
35006	5-14	9
35006	20-24	3
35006	25+	7
35007	5-14	24
35007	15-19	10
35007	20-24	3
35007	25+	9
35008	5-14	40
35008	15-19	18
35008	20-24	3
35008	25+	5
35009	0-4	3
35009	5-14	22
35009	15-19	8
35009	25+	3
35010	0-4	3
35010	5-14	19
35010	15-19	6
35010	25+	5
35011	0-4	4
35011	5-14	16
35011	15-19	6
35011	25+	9
35012	5-14	19
35012	15-19	4
35012	25+	9
35013	5-14	35
35013	15-19	6
35013	25+	3
35014	0-4	4
35014	5-14	54
35014	15-19	20
35014	20-24	4
35014	25+	7
35015	0-4	5
35015	5-14	26
35015	15-19	7
35015	20-24	9
35015	25+	8
35016	0-4	5
35016	5-14	56
35016	15-19	24
35016	25+	9
35017	0-4	4
35017	5-14	37
35017	15-19	6
35017	20-24	3
35017	25+	7
35018	0-4	7
35018	5-14	38
35018	15-19	10
35018	20-24	8
35018	25+	10
35019	0-4	12
35019	5-14	78
35019	15-19	24
35019	20-24	6
35019	25+	22
35020	0-4	6
35020	5-14	68
35020	15-19	31
35020	20-24	6
35020	25+	8
35021	0-4	3
35021	5-14	10
35021	15-19	11
35021	25+	4
35022	5-14	28
35022	15-19	13
35022	20-24	5
35022	25+	5
35023	0-4	3
35023	5-14	28
35023	15-19	9
35023	20-24	6
35023	25+	3
35024	0-4	5
35024	5-14	32
35024	15-19	15
35024	20-24	3
35024	25+	4
35025	0-4	7
35025	5-14	67
35025	15-19	17
35025	20-24	3
35025	25+	8
35026	5-14	42
35026	15-19	10
35026	20-24	3
35026	25+	9
35027	5-14	21
35027	15-19	8
35027	25+	4
35028	0-4	4
35028	5-14	32
35028	15-19	5
35028	20-24	4
35028	25+	5
35029	0-4	9
35029	5-14	36
35029	15-19	17
35029	25+	8
35030	0-4	3
35030	5-14	39
35030	15-19	11
35030	25+	6
35031	0-4	4
35031	5-14	17
35031	15-19	8
35031	25+	10
35032	0-4	6
35032	5-14	36
35032	15-19	22
35032	20-24	9
35032	25+	8
35033	0-4	13
35033	5-14	31
35033	15-19	10
35033	25+	3
35034	0-4	5
35034	5-14	21
35034	15-19	7
35034	20-24	6
35034	25+	5
35035	0-4	9
35035	5-14	35
35035	15-19	9
35035	20-24	3
35035	25+	3
35036	0-4	3
35036	5-14	39
35036	15-19	10
35036	20-24	5
35036	25+	4
35037	0-4	6
35037	5-14	45
35037	15-19	19
35037	25+	3
35038	0-4	3
35038	5-14	24
35038	15-19	10
35038	25+	3
35039	0-4	4
35039	5-14	39
35039	15-19	15
35039	20-24	5
35039	25+	12
35040	5-14	42
35040	15-19	15
35041	0-4	3
35041	5-14	41
35041	15-19	17
35041	25+	14
35042	0-4	3
35042	5-14	10
35042	25+	3
35043	0-4	4
35043	5-14	37
35043	15-19	6
35043	20-24	7
35043	25+	8
35044	0-4	5
35044	5-14	28
35044	15-19	10
35044	20-24	6
35044	25+	7
35045	0-4	7
35045	5-14	42
35045	15-19	12
35045	25+	3
35046	5-14	12
35046	15-19	10
35046	20-24	3
35046	25+	8
35047	0-4	6
35047	5-14	35
35047	15-19	10
35047	25+	4
35048	5-14	14
35048	15-19	15
35048	20-24	4
35048	25+	5
35049	5-14	22
35049	15-19	7
35049	25+	3
35050	0-4	4
35050	5-14	34
35050	15-19	8
35050	25+	6
35051	0-4	8
35051	5-14	49
35051	15-19	22
35051	20-24	7
35051	25+	10
35052	5-14	30
35052	15-19	10
35052	20-24	3
35052	25+	4
35053	0-4	5
35053	5-14	32
35053	15-19	24
35053	25+	4
35054	0-4	3
35054	5-14	35
35054	15-19	9
35054	25+	3
35055	5-14	31
35055	15-19	20
35055	25+	10
35056	0-4	6
35056	5-14	27
35056	15-19	9
35056	20-24	5
35056	25+	8
35057	5-14	21
35057	15-19	4
35058	5-14	34
35058	15-19	19
35058	25+	4
35059	5-14	21
35059	15-19	9
35059	20-24	3
35060	0-4	5
35060	5-14	45
35060	15-19	13
35060	25+	10
35061	0-4	4
35061	5-14	21
35061	15-19	14
35061	20-24	7
35061	25+	4
35062	0-4	3
35062	5-14	25
35062	15-19	7
35062	25+	5
35063	5-14	30
35063	15-19	11
35063	20-24	4
35064	0-4	6
35064	5-14	60
35064	15-19	29
35064	25+	9
35065	0-4	6
35065	5-14	24
35065	15-19	13
35065	20-24	4
35065	25+	8
35066	5-14	20
35066	15-19	5
35066	20-24	6
35066	25+	4
35067	0-4	5
35067	5-14	31
35067	15-19	16
35067	20-24	4
35068	5-14	28
35068	15-19	11
35068	25+	5
35069	0-4	5
35069	5-14	20
35069	15-19	4
35070	5-14	23
35070	15-19	8
35070	25+	8
35071	0-4	7
35071	5-14	39
35071	15-19	20
35071	20-24	7
35071	25+	8
35072	5-14	29
35072	15-19	12
35072	20-24	3
35073	0-4	4
35073	5-14	42
35073	15-19	6
35073	20-24	4
35073	25+	3
35074	5-14	33
35074	15-19	8
35074	20-24	7
35075	0-4	10
35075	5-14	34
35075	15-19	16
35075	20-24	3
35075	25+	14
35076	5-14	17
35076	15-19	8
35076	25+	4
35077	5-14	21
35077	15-19	7
35078	0-4	7
35078	5-14	40
35078	15-19	23
35078	20-24	4
35078	25+	9
35079	0-4	11
35079	5-14	52
35079	15-19	19
35079	25+	18
35080	5-14	14
35080	15-19	9
35080	25+	3
35081	0-4	5
35081	5-14	39
35081	15-19	16
35081	20-24	4
35081	25+	4
35082	0-4	5
35082	5-14	29
35082	15-19	9
35082	20-24	4
35082	25+	7
35083	0-4	5
35083	5-14	24
35083	15-19	13
35083	25+	7
35084	0-4	8
35084	5-14	38
35084	15-19	15
35084	20-24	4
35084	25+	9
35085	0-4	3
35085	5-14	16
35085	15-19	10
35085	20-24	9
35085	25+	6
35086	5-14	35
35086	15-19	10
35086	25+	3
35087	5-14	42
35087	15-19	17
35087	20-24	3
35087	25+	13
35088	0-4	6
35088	5-14	34
35088	15-19	16
35088	20-24	4
35088	25+	6
35089	0-4	3
35089	5-14	19
35089	15-19	5
35089	25+	6
35090	0-4	10
35090	5-14	36
35090	15-19	8
35090	20-24	6
35090	25+	3
35091	0-4	3
35091	5-14	65
35091	15-19	29
35091	20-24	7
35091	25+	14
35092	0-4	10
35092	5-14	39
35092	15-19	11
35092	20-24	6
35092	25+	3
35093	0-4	4
35093	5-14	55
35093	15-19	18
35093	25+	8
35094	5-14	33
35094	15-19	20
35094	20-24	4
35094	25+	6
35095	0-4	9
35095	5-14	25
35095	15-19	14
35095	20-24	3
35095	25+	4
35096	0-4	4
35096	5-14	23
35096	15-19	9
35096	20-24	5
35097	0-4	4
35097	5-14	73
35097	15-19	24
35097	20-24	12
35097	25+	7
35098	0-4	4
35098	5-14	21
35098	15-19	14
35099	0-4	5
35099	5-14	38
35099	15-19	9
35099	20-24	3
35099	25+	9
35100	0-4	5
35100	5-14	51
35100	15-19	10
35100	20-24	5
35101	5-14	40
35101	15-19	11
35101	20-24	4
35102	0-4	4
35102	5-14	92
35102	15-19	27
35102	20-24	5
35102	25+	21
35103	5-14	9
35103	15-19	12
35103	20-24	3
35104	0-4	8
35104	5-14	24
35104	15-19	17
35104	20-24	5
35104	25+	11
35105	0-4	6
35105	5-14	60
35105	15-19	10
35105	20-24	9
35105	25+	7
35106	0-4	3
35106	5-14	31
35106	15-19	12
35106	25+	6
35107	0-4	6
35107	5-14	31
35107	15-19	20
35107	20-24	4
35107	25+	3
35108	5-14	12
35109	0-4	4
35109	5-14	36
35109	15-19	14
35109	25+	10
35110	0-4	6
35110	5-14	87
35110	15-19	42
35110	20-24	9
35110	25+	19
35111	0-4	5
35111	5-14	54
35111	15-19	22
35111	20-24	6
35111	25+	11
35112	0-4	19
35112	5-14	99
35112	15-19	30
35112	20-24	7
35112	25+	21
35113	0-4	3
35113	5-14	28
35113	15-19	21
35113	20-24	8
35113	25+	6
35114	0-4	11
