SA1_internal_2021	medianMortgageRepayment
265	19200
266	15600
267	18984
268	18216
269	20796
270	17160
271	20400
272	22104
273	21840
274	15996
275	22488
276	20796
277	20796
278	15336
279	18108
280	16620
281	12996
282	
283	13788
284	14304
285	15600
286	16644
287	12996
288	20280
289	16440
290	15564
291	18720
292	22224
293	17160
294	20796
295	20856
296	17268
297	14160
298	22104
299	20796
300	15600
301	18000
302	22680
303	20796
304	14688
305	
306	19008
307	26004
308	15600
309	23400
310	20316
311	17520
312	14640
313	15000
314	10404
315	19500
316	16116
317	
318	
319	18108
320	
321	12996
322	10200
323	11316
324	11844
325	20100
326	18000
327	14556
328	16752
329	
330	12996
331	18204
332	21324
333	12996
334	18000
335	16824
336	20796
337	14040
338	12480
339	23388
340	10404
341	19764
342	20796
343	21456
344	17028
345	20796
346	22992
347	23244
348	
349	9096
350	16200
351	17976
352	25908
353	18204
354	18204
355	18000
356	16896
357	18492
358	19200
359	
360	14664
361	18204
362	15600
363	20796
364	24000
365	19236
366	18204
367	15600
368	14736
369	5916
370	14040
371	19596
372	
373	18372
374	17712
375	12000
376	15600
377	21600
378	20604
379	19500
380	16800
381	22464
382	18492
383	18480
384	19500
385	14820
386	18204
387	20796
388	24396
389	16128
390	19500
391	15600
392	18468
393	18000
394	20940
395	18204
396	23400
397	23400
398	17160
399	19500
400	24480
401	
402	15084
403	18204
404	23700
405	15600
406	18204
407	25428
408	18204
409	17880
410	16848
411	17520
412	22104
413	20544
414	20796
415	18204
416	20208
417	20244
418	18204
419	19764
420	15024
421	18540
422	18204
423	13620
424	17208
425	32160
426	15864
427	54000
428	19116
429	15600
430	18204
431	13908
432	19296
433	15600
434	17448
435	19896
436	16644
437	10008
438	
439	15348
440	20796
441	
442	28596
443	
444	20280
445	18660
446	14040
447	4392
448	15600
449	19500
450	17184
451	19764
452	13524
453	16116
454	34800
455	17064
456	18204
457	18204
458	26004
459	19884
460	18720
461	12996
462	17628
463	17004
464	
465	18108
466	16896
467	23832
468	18396
469	15600
470	20796
471	16440
472	26004
473	15600
474	15360
475	16848
476	22800
477	20640
478	31200
479	22452
480	16392
481	16644
482	18720
483	18204
484	27036
485	18204
486	24024
487	20796
488	20544
489	19632
490	14748
491	20796
492	17448
493	23400
494	18300
495	20796
496	18204
497	19500
498	16644
499	17940
500	19008
501	13680
502	23148
503	15600
504	12000
505	12480
506	18360
507	23400
508	22020
509	18468
510	15600
511	26004
512	13104
513	17160
514	7800
515	20724
516	16764
517	18108
518	21324
519	17976
520	20796
521	
522	24312
523	
524	26004
525	24696
526	20796
527	23400
528	20340
529	14880
530	24000
531	19176
532	15600
533	26004
534	17064
535	11472
536	15600
537	13368
538	24480
539	21456
540	26004
541	21000
542	20796
543	20280
544	24000
545	24180
546	20796
547	26400
548	26004
549	15600
550	26004
551	15600
552	24000
553	22548
554	20808
555	15600
556	15600
557	21480
558	25848
559	26796
560	23400
561	23508
562	18696
563	19200
564	18720
565	19944
566	20916
567	20796
568	25524
569	21588
570	20892
571	20796
572	20760
573	28596
574	
575	24036
576	23916
577	23400
578	15600
579	18000
580	11700
581	16800
582	20796
583	26568
584	33804
585	23052
586	29844
587	17676
588	29904
589	30996
590	36000
591	33804
592	14736
593	17904
594	24000
595	28200
596	27576
597	32508
598	32400
599	28596
600	13392
601	34032
602	30600
603	31200
604	29904
605	32544
606	31200
607	30348
608	21396
609	26880
610	27300
611	36000
612	35208
613	31200
614	15420
615	11964
616	11496
617	14040
618	12996
619	17160
620	10800
621	11028
622	17580
623	18204
624	13800
625	11028
626	12996
627	15600
628	13524
629	15600
630	23400
631	12480
632	12996
633	5088
634	21000
635	19500
636	18204
637	14592
638	20772
639	20544
640	14664
641	18204
642	16044
643	17676
644	15516
645	18720
646	12996
647	11580
648	13260
649	18180
650	17676
651	11184
652	15300
653	12996
654	14304
655	8196
656	17184
657	14400
658	12480
659	15144
660	15600
661	15600
662	9708
663	8940
664	14436
665	10404
666	
667	27300
668	31500
669	25200
670	26004
671	29952
672	41604
673	30264
674	32400
675	30000
676	27600
677	27084
678	26400
679	27048
680	26004
681	30000
682	30600
683	27000
684	28500
685	27564
686	22356
687	25212
688	26004
689	26004
690	39000
691	29400
692	33180
693	28812
694	26004
695	27300
696	30600
697	26388
698	26004
699	21492
700	31800
701	26400
702	25728
703	
704	
705	26808
706	28476
707	26004
708	25584
709	31980
710	18204
711	24072
712	36000
713	28800
714	30000
715	27300
716	31200
717	30000
718	31200
719	36396
720	19500
721	18000
722	31200
723	
724	31200
725	31200
726	17556
727	9540
728	18204
729	20916
730	20004
731	37980
732	30000
733	26004
734	21804
735	26004
736	38400
737	36396
738	34584
739	34248
740	31200
741	24000
742	50376
743	30000
744	25380
745	23400
746	26004
747	25176
748	24000
749	20460
750	9468
751	27408
752	22476
753	31200
754	33600
755	9600
756	36000
757	23700
758	24600
759	26952
760	25260
761	33888
762	23964
763	24240
764	24960
765	24180
766	19080
767	20124
768	39000
769	20808
770	20796
771	19152
772	23400
773	26004
774	21324
775	24552
776	19500
777	24000
778	25632
779	22884
780	21600
781	20796
782	18000
783	
784	18000
785	24156
786	20016
787	20688
788	21444
789	24228
790	20856
791	20796
792	24000
793	23652
794	26400
795	20040
796	19032
797	21324
798	41928
799	26004
800	21576
801	20796
802	18000
803	36000
804	19200
805	21900
806	24024
807	31848
808	15408
809	26004
810	26004
811	22212
812	25584
813	24000
814	24000
815	26004
816	26004
817	
818	25800
819	26004
820	25356
821	24600
822	23208
823	23400
824	
825	26724
826	25560
827	26400
828	48000
829	25200
830	26004
831	24444
832	21204
833	27924
834	31200
835	26004
836	21600
837	25200
838	25908
839	23400
840	28596
841	26004
842	24000
843	22224
844	22620
845	10200
846	24000
847	27300
848	24132
849	22104
850	22884
851	24696
852	23424
853	23268
854	22944
855	28368
856	24000
857	22692
858	23400
859	25668
860	23964
861	20796
862	26400
863	18204
864	21900
865	26004
866	23376
867	24960
868	23076
869	25884
870	20796
871	38616
872	22800
873	27060
874	22620
875	23400
876	22044
877	22128
878	21840
879	26208
880	23100
881	37176
882	24696
883	22200
884	19236
885	28344
886	25200
887	22884
888	23664
889	23340
890	23400
891	24000
892	24600
893	26004
894	25452
895	24600
896	24096
897	23700
898	26208
899	24000
900	24276
901	25608
902	23400
903	24528
904	24708
905	29520
906	22752
907	26004
908	10800
909	26004
910	28596
911	26004
912	26004
913	26004
914	26004
915	36204
916	26004
917	26004
918	31980
919	31200
920	29940
921	26400
922	28596
923	26004
924	30000
925	23136
926	27492
927	31236
928	30000
929	28800
930	28020
931	29400
932	31200
933	31200
934	26004
935	28968
936	26004
937	36000
938	9780
939	31200
940	33804
941	26640
942	26004
943	30972
944	26808
945	22800
946	44196
947	24708
948	30504
949	25008
950	22620
951	26004
952	26400
953	23700
954	28596
955	26004
956	26004
957	
958	26004
959	20100
960	25572
961	23376
962	26400
963	20400
964	26400
965	26004
966	24264
967	20796
968	26004
969	23400
970	24000
971	23832
972	26004
973	28596
974	22800
975	15708
976	20796
977	26004
978	18924
979	24000
980	23400
981	23664
982	26208
983	26004
984	24300
985	26004
986	25968
987	25200
988	23556
989	23148
990	26004
991	17532
992	28596
993	22800
994	22884
995	26004
996	24000
997	24000
998	25908
999	21204
1000	26004
1001	23400
1002	28596
1003	27600
1004	25608
1005	26004
1006	25272
1007	26004
1008	26004
1009	26556
1010	27600
1011	27636
1012	29124
1013	30552
1014	31380
1015	
1016	30000
1017	33108
1018	29904
1019	28800
1020	45036
1021	34320
1022	36396
1023	30000
1024	28860
1025	
1026	25476
1027	26004
1028	28596
1029	34800
1030	26004
1031	26004
1032	31200
1033	26136
1034	20796
1035	26004
1036	17556
1037	22704
1038	
1039	26004
1040	18444
1041	28548
1042	28704
1043	31200
1044	7800
1045	28728
1046	28800
1047	18300
1048	20796
1049	22356
1050	21168
1051	25512
1052	20796
1053	20796
1054	23400
1055	25116
1056	25092
1057	24480
1058	23400
1059	20796
1060	20796
1061	20796
1062	24780
1063	20796
1064	20868
1065	26004
1066	17676
1067	18504
1068	23916
1069	20088
1070	19944
1071	120
1072	25368
1073	23964
1074	25356
1075	20796
1076	21672
1077	5604
1078	23400
1079	16320
1080	24000
1081	23136
1082	22020
1083	23400
1084	25608
1085	24000
1086	26004
1087	24780
1088	23400
1089	26004
1090	23208
1091	22104
1092	23400
1093	24000
1094	25116
1095	21840
1096	24960
1097	22368
1098	24828
1099	26004
1100	22680
1101	22920
1102	23076
1103	24696
1104	20796
1105	19500
1106	22104
1107	26004
1108	
1109	23016
1110	25956
1111	20796
1112	22884
1113	
1114	25116
1115	25224
1116	28800
1117	25068
1118	24636
1119	25068
1120	26004
1121	26004
1122	26220
1123	23400
1124	24444
1125	20796
1126	25008
1127	24000
1128	20796
1129	20796
1130	28344
1131	20796
1132	26004
1133	24000
1134	26004
1135	5196
1136	22848
1137	23400
1138	23400
1139	23400
1140	23136
1141	24000
1142	22188
1143	18204
1144	24000
1145	26004
1146	23400
1147	23700
1148	25200
1149	27948
1150	23700
1151	26004
1152	26004
1153	24312
1154	26004
1155	21996
1156	18204
1157	20208
1158	21720
1159	20604
1160	20796
1161	18204
1162	20112
1163	20796
1164	19716
1165	19500
1166	22488
1167	20796
1168	20796
1169	20148
1170	23400
1171	22884
1172	22128
1173	20304
1174	
1175	22104
1176	24000
1177	23448
1178	18204
1179	21168
1180	20796
1181	18552
1182	20280
1183	22884
1184	22884
1185	20124
1186	23088
1187	20796
1188	17412
1189	9720
1190	18204
1191	
1192	20796
1193	19584
1194	19500
1195	18204
1196	22680
1197	20796
1198	23400
1199	23424
1200	23136
1201	26004
1202	19500
1203	23400
1204	22824
1205	26004
1206	28080
1207	23424
1208	21420
1209	20988
1210	26004
1211	24000
1212	21600
1213	22356
1214	18000
1215	26004
1216	25572
1217	34764
1218	25224
1219	24000
1220	36000
1221	24000
1222	22356
1223	30600
1224	23400
1225	24732
1226	31200
1227	26004
1228	26004
1229	21816
1230	24000
1231	23220
1232	24000
1233	23088
1234	22464
1235	22308
1236	21600
1237	26004
1238	20796
1239	26004
1240	27036
1241	22644
1242	20796
1243	21168
1244	19980
1245	21840
1246	24960
1247	23700
1248	20796
1249	18204
1250	19800
1251	20400
1252	18204
1253	22980
1254	20796
1255	20796
1256	20016
1257	20280
1258	20796
1259	23700
1260	20400
1261	11748
1262	21744
1263	19236
1264	20268
1265	19368
1266	17328
1267	18204
1268	18108
1269	19032
1270	16488
1271	23112
1272	22500
1273	18204
1274	16692
1275	18204
1276	22500
1277	17988
1278	18720
1279	18648
1280	21060
1281	22692
1282	20796
1283	19500
1284	17928
1285	20796
1286	22356
1287	18360
1288	14400
1289	31200
1290	20232
1291	35676
1292	28008
1293	28800
1294	41604
1295	36000
1296	41604
1297	
1298	33576
1299	20388
1300	26004
1301	23928
1302	23832
1303	23508
1304	20796
1305	21192
1306	18204
1307	21204
1308	20124
1309	20304
1310	18204
1311	20280
1312	
1313	19200
1314	
1315	11340
1316	18468
1317	21000
1318	9156
1319	9408
1320	20796
1321	19236
1322	18204
1323	20016
1324	9624
1325	21360
1326	26004
1327	20148
1328	22140
1329	27408
1330	
1331	31200
1332	26004
1333	30000
1334	24000
1335	26400
1336	20796
1337	19356
1338	20796
1339	22908
1340	20544
1341	20796
1342	20796
1343	25476
1344	19740
1345	24864
1346	23148
1347	21600
1348	18720
1349	20604
1350	19812
1351	18204
1352	
1353	21708
1354	22092
1355	18204
1356	20796
1357	19200
1358	27132
1359	26004
1360	26004
1361	25476
1362	26004
1363	20208
1364	22896
1365	23664
1366	20604
1367	20796
1368	28572
1369	22368
1370	26004
1371	26208
1372	24960
1373	22104
1374	26004
1375	30156
1376	28596
1377	23700
1378	25668
1379	
1380	26004
1381	21456
1382	26004
1383	26004
1384	19236
1385	14616
1386	20796
1387	16104
1388	18600
1389	20796
1390	20016
1391	23400
1392	23400
1393	24804
1394	19500
1395	19608
1396	26004
1397	19656
1398	23400
1399	8940
1400	25200
1401	23400
1402	25080
1403	21324
1404	30684
1405	24000
1406	27780
1407	25008
1408	
1409	
1410	26004
1411	21528
1412	20796
1413	22800
1414	22764
1415	20796
1416	26004
1417	23400
1418	30000
1419	20244
1420	19032
1421	
1422	26004
1423	22104
1424	20220
1425	22344
1426	25440
1427	24000
1428	23100
1429	23520
1430	22104
1431	24708
1432	27000
1433	26064
1434	25200
1435	24300
1436	26004
1437	26004
1438	24000
1439	26004
1440	23268
1441	26004
1442	26004
1443	25896
1444	28800
1445	
1446	26004
1447	27600
1448	
1449	23400
1450	27168
1451	23400
1452	23400
1453	26004
1454	24540
1455	25476
1456	26004
1457	26784
1458	26400
1459	28596
1460	25800
1461	28596
1462	28704
1463	21504
1464	26664
1465	28944
1466	28704
1467	30156
1468	22584
1469	30000
1470	27600
1471	23400
1472	21600
1473	20796
1474	20796
1475	18924
1476	19200
1477	18108
1478	18204
1479	18204
1480	22608
1481	17304
1482	19200
1483	18408
1484	14928
1485	19728
1486	16692
1487	20796
1488	20160
1489	23232
1490	19200
1491	26004
1492	20796
1493	21576
1494	26004
1495	
1496	13572
1497	14820
1498	17004
1499	15012
1500	15600
1501	20796
1502	18204
1503	23400
1504	27300
1505	23400
1506	23400
1507	21924
1508	18720
1509	18204
1510	20988
1511	19764
1512	26232
1513	20796
1514	22260
1515	24960
1516	20796
1517	19656
1518	23916
1519	23964
1520	23964
1521	36000
1522	16776
1523	14400
1524	21996
1525	15600
1526	26004
1527	11700
1528	22104
1529	26004
1530	17520
1531	21972
1532	30000
1533	20796
1534	29904
1535	26208
1536	26004
1537	20796
1538	20796
1539	23700
1540	18960
1541	
1542	16248
1543	24000
1544	15000
1545	16896
1546	20796
1547	18204
1548	18204
1549	12996
1550	13980
1551	18000
1552	
1553	14556
1554	22368
1555	18468
1556	18204
1557	24708
1558	19764
1559	18204
1560	14820
1561	19500
1562	12936
1563	18204
1564	15084
1565	18312
1566	16728
1567	15600
1568	30000
1569	18456
1570	15756
1571	16800
1572	19500
1573	16068
1574	20136
1575	18000
1576	
1577	
1578	16896
1579	19644
1580	15600
1581	18204
1582	18468
1583	20280
1584	19764
1585	19500
1586	26004
1587	20796
1588	23400
1589	21480
1590	21840
1591	19896
1592	23292
1593	25380
1594	19908
1595	31200
1596	15600
1597	18384
1598	26004
1599	17544
1600	13656
1601	16428
1602	20796
1603	28608
1604	19764
1605	18876
1606	19500
1607	22836
1608	19812
1609	20796
1610	22884
1611	18204
1612	15600
1613	17136
1614	
1615	15600
1616	
1617	14556
1618	24444
1619	16644
1620	
1621	26004
1622	18792
1623	10404
1624	10404
1625	10404
1626	10404
1627	15600
1628	11076
1629	9876
1630	5196
1631	19764
1632	10404
1633	8328
1634	6636
1635	4800
1636	16968
1637	10404
1638	9600
1639	8208
1640	15600
1641	10080
1642	
1643	8580
1644	
1645	5724
1646	15600
1647	
1648	
1649	
1650	14556
1651	18192
1652	18204
1653	15600
1654	4680
1655	13404
1656	12876
1657	12996
1658	11436
1659	10860
1660	12120
1661	12864
1662	16800
1663	12996
1664	12480
1665	11856
1666	10404
1667	13524
1668	9912
1669	15000
1670	14304
1671	12996
1672	16800
1673	20796
1674	16380
1675	21840
1676	18000
1677	9804
1678	10920
1679	12996
1680	13656
1681	9228
1682	12996
1683	18960
1684	16248
1685	10668
1686	15600
1687	20352
1688	15600
1689	17700
1690	13200
1691	10404
1692	15600
1693	15696
1694	18204
1695	12564
1696	10404
1697	13524
1698	15600
1699	13200
1700	14616
1701	14700
1702	15600
1703	13908
1704	18696
1705	15600
1706	12288
1707	12996
1708	12996
1709	13104
1710	19608
1711	23400
1712	15072
1713	20796
1714	13800
1715	21372
1716	14952
1717	21576
1718	17940
1719	16128
1720	14244
1721	15600
1722	12996
1723	20796
1724	7644
1725	
1726	19500
1727	11724
1728	9960
1729	15000
1730	10404
1731	9876
1732	14556
1733	8064
1734	15600
1735	5400
1736	5196
1737	13260
1738	19764
1739	16536
1740	12996
1741	24072
1742	12996
1743	15600
1744	12996
1745	14256
1746	17424
1747	15600
1748	15600
1749	17700
1750	12996
1751	16200
1752	12996
1753	13200
1754	12984
1755	12996
1756	15600
1757	15132
1758	21600
1759	14556
1760	11052
1761	11436
1762	12996
1763	17148
1764	
1765	20664
1766	23700
1767	18000
1768	6600
1769	8580
1770	10128
1771	8064
1772	13848
1773	14400
1774	18960
1775	14676
1776	16116
1777	26004
1778	13704
1779	11652
1780	20796
1781	7956
1782	6552
1783	6504
1784	4956
1785	5724
1786	16464
1787	8580
1788	6120
1789	15600
1790	12876
1791	15600
1792	12996
1793	12600
1794	16644
1795	15600
1796	20328
1797	
1798	22980
1799	26004
1800	16200
1801	26004
1802	18204
1803	12000
1804	15600
1805	26004
1806	
1807	15756
1808	19524
1809	15120
1810	13068
1811	15756
1812	15600
1813	14040
1814	26004
1815	18204
1816	17268
1817	12996
1818	14304
1819	28188
1820	13104
1821	18204
1822	20796
1823	17676
1824	16068
1825	17292
1826	16116
1827	26388
1828	
1829	14556
1830	12996
1831	15600
1832	12480
1833	12996
1834	16908
1835	19764
1836	17328
1837	17676
1838	20796
1839	24000
1840	24600
1841	25488
1842	13524
1843	27300
1844	26196
1845	23148
1846	24000
1847	
1848	15600
1849	21600
1850	28800
1851	12996
1852	18528
1853	12996
1854	15600
1855	16644
1856	24348
1857	23940
1858	15600
1859	18108
1860	17160
1861	18204
1862	20796
1863	26208
1864	15936
1865	15348
1866	23400
1867	22356
1868	22884
1869	23700
1870	19920
1871	18108
1872	20796
1873	19764
1874	20796
1875	15600
1876	15912
1877	32400
1878	15600
1879	25092
1880	21576
1881	22848
1882	26004
1883	24600
1884	
1885	24348
1886	34896
1887	24432
1888	19956
1889	14088
1890	11652
1891	12000
1892	10440
1893	10152
1894	7800
1895	9888
1896	14304
1897	16464
1898	10020
1899	24000
1900	21984
1901	26004
1902	21060
1903	16200
1904	15600
1905	12000
1906	18000
1907	21840
1908	19764
1909	19200
1910	17112
1911	19500
1912	15600
1913	15600
1914	19632
1915	20400
1916	26004
1917	22320
1918	26004
1919	24000
1920	28836
1921	26004
1922	15864
1923	12996
1924	15600
1925	13644
1926	21852
1927	
1928	22500
1929	20796
1930	18204
1931	15600
1932	17820
1933	15600
1934	11700
1935	14436
1936	18204
1937	15600
1938	15600
1939	13368
1940	17424
1941	32376
1942	26088
1943	27540
1944	20004
1945	15600
1946	17580
1947	10920
1948	26004
1949	19500
1950	20412
1951	18000
1952	13200
1953	12216
1954	19200
1955	23316
1956	24000
1957	20796
1958	18204
1959	18000
1960	19764
1961	16896
1962	16152
1963	16800
1964	18204
1965	18204
1966	15084
1967	17556
1968	17364
1969	18204
1970	16800
1971	17976
1972	15600
1973	18096
1974	18660
1975	17112
1976	19500
1977	19764
1978	18108
1979	18456
1980	18204
1981	12996
1982	12996
1983	
1984	22008
1985	26808
1986	20796
1987	
1988	16800
1989	14556
1990	18336
1991	14352
1992	16128
1993	16500
1994	20796
1995	10404
1996	15600
1997	12480
1998	12744
1999	10452
2000	13524
2001	23400
2002	20796
2003	18720
2004	15600
2005	16116
2006	20400
2007	16800
2008	20580
2009	9096
2010	31200
2011	24696
2012	20796
2013	18204
2014	25464
2015	18456
2016	18720
2017	19200
2018	19500
2019	20796
2020	20952
2021	21060
2022	22800
2023	19188
2024	21600
2025	21156
2026	20412
2027	19200
2028	18720
2029	18204
2030	15600
2031	26004
2032	9744
2033	13200
2034	18720
2035	23400
2036	22356
2037	20796
2038	18108
2039	25200
2040	22440
2041	27000
2042	29640
2043	21108
2044	23700
2045	27108
2046	24120
2047	23400
2048	29088
2049	24696
2050	24960
2051	36000
2052	24936
2053	18636
2054	30000
2055	10404
2056	13884
2057	15600
2058	14460
2059	15084
2060	13524
2061	24960
2062	20388
2063	23916
2064	16692
2065	26052
2066	26004
2067	24672
2068	22188
2069	31272
2070	34152
2071	15600
2072	15348
2073	17100
2074	13200
2075	18204
2076	31392
2077	29436
2078	23400
2079	20796
2080	21096
2081	36624
2082	26004
2083	26004
2084	26520
2085	37200
2086	26184
2087	24000
2088	20796
2089	21216
2090	25116
2091	17868
2092	19668
2093	18576
2094	
2095	11520
2096	18000
2097	14400
2098	12996
2099	13524
2100	13524
2101	15600
2102	12120
2103	18204
2104	12000
2105	18204
2106	17028
2107	15600
2108	15600
2109	15936
2110	15240
2111	17940
2112	15600
2113	15672
2114	15600
2115	18108
2116	
2117	18720
2118	19008
2119	16644
2120	15840
2121	13776
2122	16728
2123	20796
2124	14040
2125	20796
2126	14748
2127	15600
2128	16644
2129	20796
2130	15600
2131	17556
2132	16644
2133	15576
2134	10404
2135	13932
2136	12924
2137	10920
2138	13728
2139	
2140	12996
2141	18204
2142	11424
2143	19500
2144	15600
2145	10248
2146	13524
2147	8460
2148	12108
2149	12504
2150	9072
2151	15600
2152	20796
2153	12996
2154	12996
2155	
2156	19764
2157	16008
2158	16896
2159	19500
2160	19500
2161	18108
2162	10476
2163	14400
2164	16980
2165	18204
2166	16788
2167	17160
2168	17256
2169	20796
2170	21324
2171	19704
2172	15600
2173	15600
2174	18204
2175	19008
2176	18720
2177	18120
2178	15600
2179	17424
2180	18720
2181	16008
2182	20796
2183	15600
2184	21420
2185	13704
2186	16020
2187	15600
2188	15600
2189	15840
2190	12000
2191	15600
2192	15600
2193	23400
2194	18108
2195	15600
2196	11496
2197	
2198	17160
2199	17484
2200	18204
2201	20796
2202	20796
2203	18720
2204	17760
2205	48000
2206	15168
2207	19500
2208	20544
2209	18204
2210	15600
2211	12996
2212	18000
2213	18108
2214	20796
2215	17784
2216	18204
2217	20796
2218	15600
2219	18204
2220	13440
2221	22752
2222	30336
2223	20484
2224	14400
2225	15084
2226	21600
2227	18204
2228	18204
2229	18204
2230	
2231	18204
2232	19896
2233	20796
2234	20796
2235	15600
2236	13704
2237	24000
2238	18000
2239	18204
2240	19908
2241	18960
2242	
2243	18204
2244	18204
2245	14556
2246	19200
2247	16908
2248	15600
2249	13944
2250	20688
2251	16644
2252	18660
2253	21996
2254	12000
2255	16128
2256	18720
2257	23256
2258	19380
2259	17832
2260	19500
2261	23400
2262	
2263	15732
2264	19248
2265	19500
2266	23544
2267	22104
2268	19236
2269	20028
2270	18204
2271	23700
2272	20172
2273	20796
2274	21924
2275	20796
2276	18156
2277	16200
2278	17280
2279	16980
2280	23400
2281	19764
2282	19224
2283	20796
2284	26004
2285	24360
2286	28596
2287	22368
2288	19680
2289	15600
2290	23220
2291	15600
2292	18204
2293	18984
2294	19632
2295	14172
2296	15072
2297	19632
2298	23400
2299	16644
2300	17580
2301	23268
2302	20796
2303	19500
2304	15600
2305	16644
2306	
2307	23400
2308	19200
2309	16644
2310	22932
2311	20796
2312	15708
2313	16224
2314	20796
2315	21900
2316	15996
2317	19920
2318	20796
2319	18384
2320	17328
2321	18720
2322	20808
2323	23400
2324	23400
2325	26004
2326	
2327	
2328	24804
2329	17832
2330	18000
2331	26004
2332	24000
2333	15216
2334	17940
2335	18060
2336	20796
2337	17340
2338	15864
2339	26004
2340	24000
2341	19956
2342	23796
2343	20796
2344	24000
2345	26004
2346	21204
2347	24000
2348	19212
2349	20796
2350	16908
2351	16284
2352	13992
2353	12000
2354	15600
2355	15192
2356	15600
2357	15156
2358	12996
2359	15600
2360	13980
2361	12000
2362	13200
2363	15000
2364	
2365	23592
2366	21840
2367	27564
2368	24000
2369	
2370	20796
2371	27792
2372	18108
2373	26004
2374	21600
2375	23400
2376	22356
2377	25200
2378	24000
2379	24960
2380	26004
2381	28704
2382	23760
2383	25008
2384	23400
2385	
2386	19632
2387	
2388	28800
2389	21900
2390	18228
2391	20412
2392	15600
2393	26004
2394	20796
2395	11136
2396	19524
2397	5124
2398	16800
2399	19788
2400	18204
2401	
2402	20796
2403	20796
2404	20796
2405	17796
2406	15864
2407	18624
2408	18708
2409	19764
2410	21840
2411	13200
2412	20796
2413	20796
2414	14304
2415	
2416	15600
2417	22260
2418	17160
2419	19452
2420	23400
2421	18744
2422	22800
2423	20280
2424	
2425	16080
2426	
2427	26004
2428	24444
2429	20796
2430	
2431	18204
2432	18468
2433	20796
2434	20568
2435	22884
2436	23568
2437	25608
2438	22488
2439	24960
2440	12000
2441	
2442	23016
2443	21324
2444	20520
2445	20100
2446	
2447	18204
2448	18900
2449	13464
2450	17292
2451	19560
2452	18984
2453	20796
2454	21600
2455	23604
2456	22752
2457	19200
2458	20544
2459	24000
2460	20004
2461	16800
2462	22104
2463	19452
2464	23400
2465	26004
2466	23400
2467	19764
2468	17160
2469	20544
2470	17220
2471	22788
2472	
2473	16200
2474	23700
2475	19500
2476	19308
2477	20796
2478	16164
2479	22248
2480	22368
2481	19116
2482	20364
2483	26004
2484	21840
2485	20004
2486	17808
2487	22884
2488	21204
2489	
2490	18204
2491	19488
2492	
2493	15600
2494	8064
2495	25740
2496	23700
2497	5856
2498	8352
2499	10944
2500	10848
2501	13200
2502	11988
2503	
2504	9000
2505	7200
2506	14400
2507	14136
2508	12432
2509	9648
2510	
2511	28596
2512	
2513	
2514	12588
2515	11976
2516	13152
2517	12504
2518	12504
2519	11700
2520	12996
2521	15600
2522	12480
2523	17904
2524	10956
2525	5196
2526	
2527	
2528	20796
2529	10404
