SA1_internal_2021	medianMortgageRepayment
11997	24228
11998	30000
11999	26004
12000	25500
12001	25200
12002	28800
12003	31332
12004	30504
12005	36204
12006	36000
12007	41472
12008	41604
12009	35832
12010	40308
12011	26808
12012	25740
12013	42000
12014	26400
12015	30000
12016	31200
12017	40044
12018	48000
12019	44196
12020	27600
12021	32400
12022	39000
12023	30000
12024	36204
12025	34308
12026	29280
12027	36000
12028	36396
12029	35880
12030	25008
12031	26004
12032	37056
12033	36000
12034	31200
12035	37404
12036	36000
12037	30120
12038	30732
12039	30000
12040	27276
12041	39000
12042	36204
12043	35556
12044	36000
12045	33828
12046	25008
12047	31284
12048	30000
12049	
12050	30000
12051	30816
12052	33060
12053	25800
12054	26004
12055	30000
12056	36000
12057	36756
12058	26004
12059	27600
12060	35736
12061	36396
12062	39264
12063	30000
12064	27552
12065	33804
12066	25200
12067	33600
12068	24480
12069	24816
12070	26208
12071	27720
12072	23700
12073	23700
12074	36000
12075	23856
12076	24000
12077	21600
12078	31800
12079	26004
12080	28800
12081	24264
12082	24696
12083	32400
12084	34908
12085	31200
12086	31200
12087	26004
12088	24000
12089	36360
12090	36000
12091	18204
12092	33600
12093	44124
12094	39000
12095	36000
12096	45876
12097	31200
12098	37200
12099	41604
12100	45756
12101	41808
12102	32400
12103	37704
12104	36000
12105	30576
12106	36396
12107	34836
12108	33600
12109	31560
12110	32652
12111	33804
12112	36804
12113	34200
12114	35100
12115	27516
12116	43044
12117	25200
12118	31200
12119	31200
12120	27600
12121	31416
12122	41736
12123	36396
12124	35940
12125	31200
12126	
12127	36000
12128	36804
12129	42600
12130	36000
12131	22800
12132	35688
12133	36396
12134	28596
12135	32664
12136	32400
12137	36000
12138	26004
12139	33636
12140	30408
12141	33804
12142	28680
12143	34488
12144	36000
12145	29352
12146	36096
12147	23964
12148	33336
12149	36000
12150	33156
12151	32340
12152	39600
12153	34440
12154	32508
12155	31200
12156	27216
12157	36396
12158	29352
12159	26136
12160	28800
12161	27648
12162	27600
12163	30600
12164	44208
12165	31800
12166	27300
12167	27588
12168	28800
12169	25008
12170	29820
12171	25200
12172	15324
12173	26004
12174	24000
12175	36000
12176	30000
12177	29124
12178	
12179	18000
12180	
12181	
12182	6600
12183	8844
12184	7284
12185	
12186	23400
12187	26724
12188	33108
12189	27600
12190	27600
12191	33804
12192	33132
12193	25680
12194	24000
12195	24000
12196	25260
12197	
12198	
12199	26004
12200	24000
12201	26136
12202	23040
12203	19200
12204	24756
12205	25008
12206	26004
12207	31356
12208	32400
12209	24696
12210	33804
12211	25236
12212	23400
12213	26004
12214	35148
12215	31800
12216	36000
12217	36000
12218	33276
12219	30000
12220	33804
12221	31980
12222	26472
12223	26400
12224	36396
12225	18936
12226	22800
12227	24000
12228	24000
12229	25008
12230	41604
12231	48000
12232	51204
12233	41100
12234	31800
12235	31200
12236	42000
12237	41604
12238	41604
12239	48000
12240	41604
12241	41208
12242	42000
12243	50004
12244	36204
12245	40800
12246	31800
12247	26004
12248	46800
12249	37008
12250	36000
12251	20004
12252	30600
12253	
12254	40296
12255	36000
12256	51996
12257	50436
12258	48000
12259	25116
12260	25392
12261	28596
12262	21600
12263	23016
12264	27492
12265	22284
12266	25608
12267	31200
12268	30000
12269	24600
12270	26004
12271	20784
12272	25440
12273	26880
12274	30000
12275	19140
12276	18204
12277	24816
12278	21432
12279	20796
12280	26400
12281	21120
12282	26004
12283	23400
12284	19260
12285	27600
12286	24960
12287	30000
12288	36000
12289	26916
12290	27576
12291	36000
12292	36000
12293	34776
12294	37500
12295	39600
12296	27600
12297	33804
12298	36000
12299	40200
12300	36000
12301	28596
12302	31200
12303	24960
12304	32400
12305	18204
12306	23100
12307	27600
12308	36000
12309	36000
12310	30936
12311	26004
12312	31800
12313	37200
12314	
12315	31200
12316	28836
12317	31200
12318	26004
12319	41604
12320	20796
12321	32940
12322	27972
12323	40908
12324	33804
12325	22740
12326	33180
12327	28524
12328	25608
12329	39600
12330	23664
12331	30120
12332	41604
12333	36000
12334	29880
12335	
12336	36000
12337	21600
12338	31200
12339	36000
12340	39000
12341	36396
12342	24000
12343	31200
12344	36204
12345	23400
12346	36000
12347	24000
12348	21348
12349	26580
12350	29292
12351	27972
12352	26784
12353	22572
12354	28596
12355	31104
12356	32508
12357	22044
12358	21600
12359	22476
12360	24000
12361	33600
12362	30000
12363	36000
12364	28968
12365	31200
12366	31908
12367	33804
12368	38148
12369	36000
12370	36204
12371	26400
12372	36396
12373	15048
12374	30156
12375	36396
12376	33600
12377	36396
12378	24000
12379	22800
12380	30600
12381	26940
12382	32400
12383	32040
12384	36216
12385	41520
12386	27192
12387	33624
12388	29904
12389	26124
12390	33540
12391	30000
12392	36000
12393	28704
12394	36000
12395	35400
12396	45600
12397	39000
12398	24000
12399	18000
12400	31200
12401	28224
12402	23400
12403	20448
12404	36396
12405	
12406	32400
12407	33324
12408	
12409	40572
12410	42300
12411	30000
12412	30000
12413	26616
12414	26400
12415	24000
12416	25740
12417	22308
12418	26004
12419	25104
12420	24000
12421	28548
12422	25200
12423	28800
12424	30132
12425	30000
12426	41604
12427	32244
12428	24000
12429	22800
12430	26784
12431	22752
12432	29184
12433	31200
12434	31728
12435	31800
12436	29316
12437	26004
12438	24000
12439	24000
12440	24000
12441	31572
12442	28548
12443	36000
12444	26400
12445	23436
12446	26004
12447	49200
12448	31200
12449	33600
12450	31200
12451	48000
12452	23400
12453	26004
12454	24084
12455	35424
12456	46800
12457	33156
12458	40908
12459	26004
12460	23772
12461	38760
12462	26004
12463	38268
12464	33660
12465	28800
12466	36000
12467	36000
12468	36396
12469	36744
12470	44424
12471	39480
12472	36000
12473	24000
12474	31200
12475	20796
12476	24000
12477	39600
12478	29760
12479	24624
12480	28704
12481	27096
12482	34368
12483	24972
12484	26400
12485	26004
12486	18828
12487	26004
12488	21204
12489	26856
12490	31200
12491	20400
12492	33600
12493	36000
12494	42000
12495	24000
12496	25200
12497	17832
12498	31308
12499	22500
12500	37008
12501	28800
12502	31200
12503	36720
12504	33600
12505	30600
12506	31824
12507	26004
12508	
12509	32400
12510	32400
12511	34908
12512	31908
12513	30000
12514	20796
12515	24000
12516	24000
12517	23100
12518	
12519	25608
12520	26004
12521	26004
12522	24648
12523	19200
12524	36216
12525	28800
12526	32640
12527	26400
12528	21840
12529	20796
12530	22320
12531	43956
12532	33804
12533	28800
12534	24600
12535	34200
12536	28404
12537	26124
12538	21204
12539	22104
12540	21960
12541	26004
12542	23400
12543	26004
12544	26892
12545	23700
12546	30600
12547	44400
12548	26208
12549	26004
12550	48756
12551	38400
12552	36000
12553	23268
12554	30156
12555	51996
12556	48000
12557	41808
12558	36600
12559	24000
12560	39300
12561	26400
12562	36000
12563	33708
12564	26004
12565	30588
12566	35028
12567	50700
12568	31200
12569	36000
12570	31200
12571	26004
12572	26640
12573	26004
12574	31200
12575	35112
12576	31200
12577	44400
12578	27504
12579	30000
12580	26004
12581	36000
12582	31212
12583	36264
12584	26328
12585	37308
12586	26004
12587	
12588	26004
12589	28260
12590	26004
12591	33804
12592	36000
12593	36372
12594	26400
12595	26400
12596	32004
12597	30600
12598	26004
12599	28752
12600	25848
12601	24000
12602	27156
12603	
12604	31200
12605	31380
12606	31200
12607	34800
12608	36396
12609	27096
12610	31200
12611	38400
12612	31200
12613	27792
12614	26400
12615	30600
12616	28704
12617	27600
12618	25008
12619	36000
12620	34500
12621	31200
12622	21036
12623	31620
12624	34128
12625	33600
12626	32496
12627	31800
12628	28800
12629	33156
12630	30000
12631	20688
12632	33984
12633	33804
12634	28596
12635	28632
12636	26520
12637	30600
12638	26004
12639	28596
12640	29700
12641	36000
12642	27144
12643	25164
12644	23100
12645	24000
12646	23400
12647	32868
12648	34524
12649	23400
12650	30000
12651	24000
12652	30816
12653	26004
12654	27600
12655	26004
12656	29280
12657	31524
12658	23760
12659	26004
12660	37200
12661	21444
12662	21600
12663	19284
12664	22728
12665	26004
12666	24000
12667	23700
12668	28992
12669	33000
12670	26004
12671	25740
12672	27600
12673	20940
12674	32100
12675	31800
12676	27024
12677	26400
12678	24948
12679	23700
12680	29304
12681	31536
12682	31200
12683	26004
12684	28596
12685	28800
12686	20796
12687	25536
12688	30000
12689	29820
12690	25752
12691	28128
12692	26892
12693	27060
12694	29892
12695	31200
12696	26004
12697	32040
12698	36396
12699	
12700	36000
12701	
12702	44616
12703	48000
12704	36204
12705	34908
12706	42600
12707	33600
12708	48000
12709	44724
12710	20796
12711	40056
12712	43920
12713	53400
12714	43200
12715	33600
12716	38976
12717	48000
12718	36000
12719	38976
12720	31200
12721	42000
12722	36000
12723	41604
12724	27960
12725	30600
12726	36204
12727	
12728	41604
12729	39000
12730	30156
12731	
12732	41604
12733	48000
12734	41688
12735	39000
12736	46188
12737	56808
12738	37080
12739	
12740	33600
12741	40608
12742	26004
12743	38820
12744	38268
12745	32760
12746	36396
12747	34872
12748	31200
12749	36000
12750	32352
12751	30084
12752	41604
12753	36000
12754	30000
12755	38520
12756	36000
12757	31200
12758	39000
12759	31800
12760	41088
12761	48000
12762	30396
12763	36600
12764	51996
12765	39600
12766	40308
12767	33804
12768	36000
12769	44400
12770	46800
12771	31656
12772	28308
12773	44700
12774	36204
12775	48000
12776	37236
12777	49404
12778	30000
12779	42000
12780	48000
12781	36660
12782	36000
12783	48000
12784	40200
12785	36396
12786	36204
12787	36396
12788	33804
12789	38088
12790	38400
12791	51996
12792	51996
12793	42000
12794	48000
12795	20796
12796	43200
12797	45504
12798	46800
12799	39000
12800	34128
12801	51600
12802	35100
12803	36000
12804	32328
12805	36000
12806	30000
12807	
12808	36000
12809	38400
12810	50076
12811	36000
12812	39780
12813	
12814	57852
12815	45828
12816	36792
12817	36000
12818	50004
12819	54000
12820	26004
12821	38304
12822	25200
12823	35364
12824	36000
12825	
12826	36000
12827	30900
12828	33600
12829	36000
12830	36000
12831	33000
12832	34236
12833	31200
12834	48000
12835	51564
12836	31200
12837	42000
12838	35004
12839	38004
12840	42000
12841	39624
12842	36000
12843	36804
12844	33600
12845	41808
12846	34800
12847	60000
12848	32400
12849	33708
12850	39252
12851	28104
12852	35400
12853	28080
12854	
12855	27132
12856	30624
12857	32892
12858	43200
12859	31200
12860	28320
12861	33600
12862	41208
12863	26004
12864	25608
12865	
12866	34668
12867	25080
12868	26880
12869	23484
12870	36000
12871	37500
12872	26208
12873	23916
12874	33000
12875	30000
12876	37248
12877	36132
12878	34200
12879	30132
12880	41604
12881	34764
12882	26052
12883	37800
12884	
12885	
12886	28608
12887	30000
12888	31200
12889	29400
12890	
12891	33108
12892	32724
12893	30000
12894	33108
12895	26532
12896	30600
12897	30000
12898	25200
12899	34308
12900	30000
12901	31200
12902	33600
12903	45756
12904	31872
12905	30000
12906	34800
12907	26748
12908	29904
12909	30000
12910	47916
12911	51600
12912	60000
12913	48000
12914	38400
12915	50784
12916	40608
12917	44196
12918	51996
12919	51996
12920	43176
12921	37152
12922	45600
12923	40800
12924	60000
12925	60600
12926	52800
12927	60000
12928	48372
12929	42000
12930	48000
12931	50196
12932	48000
12933	
12934	45588
12935	36000
12936	48000
12937	51996
12938	39000
12939	
12940	51996
12941	58608
12942	41604
12943	55200
12944	31200
12945	50808
12946	50508
12947	
12948	57600
12949	47964
12950	55200
12951	45684
12952	
12953	42000
12954	43104
12955	44196
12956	
12957	48000
12958	40200
12959	45600
12960	
12961	
12962	49392
12963	33984
12964	46200
12965	42336
12966	45360
12967	42000
12968	43200
12969	44400
12970	43500
12971	43200
12972	47988
12973	41604
12974	36396
12975	45000
12976	36000
12977	45324
12978	30684
12979	48000
12980	42000
12981	31200
12982	37860
12983	41808
12984	41604
12985	37956
12986	40800
12987	42000
12988	29904
12989	32400
12990	36000
12991	52800
12992	37308
12993	31848
12994	43200
12995	38700
12996	39852
12997	36396
12998	48600
12999	51996
13000	47448
13001	40296
13002	36000
13003	54000
13004	48000
13005	42000
13006	34404
13007	44028
13008	42000
13009	40464
13010	48600
13011	46668
13012	43080
13013	38700
13014	45216
13015	39468
13016	52404
13017	39000
13018	38496
13019	36396
13020	36540
13021	39000
13022	43200
13023	41484
13024	48000
13025	36072
13026	38400
13027	40692
13028	32064
13029	46020
13030	47016
13031	48000
13032	43500
13033	39000
13034	43452
13035	50004
13036	33600
13037	40800
13038	31068
13039	44400
13040	29316
13041	31200
13042	19500
13043	30000
13044	31716
13045	24000
13046	37200
13047	37500
13048	
13049	23760
13050	26004
13051	24768
13052	33600
13053	26208
13054	36000
13055	37452
13056	31200
13057	34176
13058	29976
13059	42900
13060	32208
13061	39000
13062	36000
13063	23700
13064	25776
13065	30000
13066	24336
13067	29820
13068	26004
13069	27900
13070	39000
13071	34800
13072	31200
13073	36000
13074	20148
13075	36000
13076	39000
13077	29400
13078	33600
13079	23700
13080	26484
13081	29400
13082	26004
13083	30000
13084	36000
13085	33108
13086	30492
13087	36000
13088	30600
13089	31824
13090	27396
13091	24804
13092	18612
13093	36000
13094	44244
13095	31200
13096	30000
13097	33000
13098	41604
13099	36000
13100	30696
13101	30000
13102	21204
13103	34800
13104	26004
13105	35628
13106	31200
13107	24000
13108	29304
13109	33600
13110	44400
13111	29616
13112	23700
13113	28224
13114	30000
13115	26004
13116	26004
13117	30420
13118	26004
13119	27216
13120	27684
13121	29256
13122	31200
13123	30000
13124	39300
13125	27816
13126	40248
13127	30600
13128	36468
13129	31200
13130	33804
13131	36000
13132	38520
13133	39372
13134	30000
13135	33000
13136	36000
13137	26040
13138	25056
13139	26004
13140	39996
13141	34416
13142	26004
13143	25008
13144	26400
13145	32328
13146	31200
13147	32400
13148	32808
13149	37404
13150	39600
13151	37020
13152	26004
13153	31068
13154	28152
13155	35052
13156	31032
13157	35760
13158	48000
13159	51996
13160	36000
13161	49200
13162	51996
13163	44400
13164	26004
13165	33000
13166	29112
13167	28308
13168	31200
13169	26400
13170	48000
13171	31932
13172	36396
13173	38400
13174	27444
13175	50400
13176	34116
13177	38700
13178	39000
13179	36000
13180	42000
13181	60000
13182	44040
13183	41832
13184	33600
13185	36000
13186	38400
13187	50004
13188	25668
13189	51000
13190	28104
13191	25680
13192	22176
13193	30600
13194	23172
13195	42000
13196	26208
13197	24960
13198	24216
13199	24684
13200	24000
13201	24756
13202	34800
13203	
13204	
13205	
13206	31200
13207	25620
13208	26004
13209	24000
13210	23400
13211	24000
13212	24000
13213	23412
13214	
13215	24000
13216	20400
13217	
13218	24000
13219	24000
13220	26004
13221	26004
13222	26004
13223	25200
13224	25608
13225	
13226	26400
13227	27000
13228	26172
13229	24000
13230	28800
13231	32508
13232	28800
13233	
13234	35088
13235	27036
13236	32400
13237	28824
13238	27504
13239	32508
13240	23700
13241	30600
13242	26004
13243	26784
13244	27300
13245	24000
13246	26004
13247	26244
13248	25236
13249	22800
13250	28800
13251	26004
13252	26004
13253	23700
13254	28800
13255	26208
13256	27600
13257	24000
13258	25008
13259	24684
13260	26004
13261	28800
13262	26844
13263	28596
13264	30000
13265	26004
13266	39000
13267	28596
13268	25644
13269	17196
13270	36600
13271	16332
13272	25380
13273	26004
13274	32652
13275	26400
13276	29568
13277	29196
13278	34800
13279	26004
13280	25008
13281	26628
13282	37500
13283	39000
13284	6504
13285	29568
13286	24000
13287	41604
13288	33708
13289	27600
13290	34800
13291	33276
13292	27456
13293	29616
13294	32376
13295	42000
13296	30000
13297	33600
13298	21864
13299	26004
13300	25800
13301	30600
13302	25620
13303	33804
13304	26304
13305	27600
13306	29988
13307	24504
13308	33600
13309	25296
13310	16788
13311	27564
13312	33804
13313	30468
13314	26004
13315	31200
13316	28800
13317	26400
13318	28200
13319	56004
13320	24000
13321	24096
13322	35400
13323	39000
13324	31200
13325	47868
13326	36000
13327	25344
13328	30600
13329	41808
13330	35508
13331	30000
13332	42456
13333	38808
13334	43200
13335	37248
13336	36204
13337	26004
13338	38688
13339	43200
13340	36000
13341	32844
13342	36000
13343	30600
13344	35064
13345	33084
13346	28020
13347	36000
13348	28140
13349	15240
13350	27408
13351	27948
13352	36924
13353	32244
13354	30396
13355	31572
13356	26004
13357	26208
13358	51996
13359	31200
13360	27708
13361	51996
13362	42000
13363	25980
13364	34320
13365	41604
13366	19200
13367	33924
13368	30000
13369	28800
13370	26004
13371	39792
13372	39000
13373	32100
13374	26004
13375	24900
13376	29472
13377	23400
13378	51996
13379	26004
13380	26004
13381	52800
13382	31200
13383	27600
13384	26400
13385	26208
13386	23196
13387	25224
13388	24000
13389	43608
13390	30000
13391	43800
13392	51996
13393	36000
13394	50832
13395	51996
13396	30600
13397	43800
13398	51996
13399	48000
13400	46800
13401	43968
13402	29640
13403	49620
13404	34308
13405	32448
13406	26004
13407	30192
13408	48000
13409	44160
13410	48000
13411	31200
13412	24000
13413	30000
13414	26004
13415	29184
13416	30936
13417	32004
13418	41604
13419	26004
13420	28248
13421	27252
13422	47400
13423	42000
13424	48000
13425	51900
13426	48000
13427	48000
13428	50652
13429	48000
13430	48000
13431	35556
13432	42000
13433	28800
13434	27816
13435	26928
13436	25032
13437	28392
13438	44976
13439	38400
13440	36000
13441	31200
13442	47400
13443	37200
13444	27516
13445	48000
13446	39588
13447	44196
13448	28800
13449	29760
13450	48000
13451	35676
13452	31200
13453	31200
13454	30144
13455	37224
13456	34788
13457	30000
13458	38040
13459	39600
13460	39000
13461	
13462	
13463	62400
13464	
13465	34176
13466	49512
13467	54000
13468	30108
13469	34320
13470	36000
13471	50604
13472	29952
13473	40908
13474	33300
13475	41604
13476	25524
13477	30000
13478	25200
13479	39000
13480	48000
13481	41604
13482	22620
13483	30468
13484	33600
13485	34656
13486	24936
13487	42000
13488	57396
13489	30684
13490	29100
13491	30480
13492	31200
13493	30228
13494	29400
13495	53880
13496	29400
13497	29304
13498	12348
13499	25788
13500	34296
13501	32400
13502	37296
13503	42204
13504	30348
13505	39000
13506	35700
13507	26100
13508	30000
13509	60000
13510	76800
13511	49200
13512	73800
13513	42000
13514	52776
13515	
13516	51000
13517	51996
13518	51996
13519	60000
13520	54660
13521	54948
13522	54000
13523	37500
13524	48000
13525	36000
13526	60000
13527	60000
13528	64200
13529	44160
13530	40440
13531	51204
13532	48000
13533	54000
13534	59520
13535	46800
13536	69000
13537	43560
13538	50004
13539	43800
13540	50400
13541	50004
13542	66000
13543	34080
13544	54600
13545	28800
13546	
13547	
13548	26208
13549	36000
13550	36000
13551	36000
13552	
13553	37356
13554	33600
13555	44400
13556	24000
13557	48000
13558	37236
13559	36000
13560	26520
13561	30000
13562	37800
13563	45000
13564	34644
13565	30000
13566	32400
13567	36000
13568	50004
13569	36000
13570	36000
13571	32100
13572	57000
13573	43980
13574	55680
13575	27600
13576	36000
13577	36000
13578	24000
13579	47556
13580	43200
13581	30000
13582	45120
13583	36000
13584	41604
13585	39600
13586	26004
13587	24000
13588	30000
13589	51996
13590	38400
13591	61200
13592	27948
13593	37116
13594	43176
13595	48000
13596	48000
13597	65400
13598	48000
13599	42000
13600	60000
13601	78780
13602	39000
13603	32652
13604	40608
13605	60000
13606	
13607	35640
13608	51996
13609	54000
13610	72000
13611	52200
13612	57600
13613	36540
13614	31200
13615	48000
13616	50400
13617	42780
13618	45000
13619	45552
13620	47484
13621	27300
13622	29352
13623	26400
13624	32832
13625	46800
13626	33600
13627	27492
13628	33708
13629	38052
13630	48000
13631	30600
13632	26004
13633	51996
13634	54000
13635	27564
13636	27552
13637	35592
13638	62004
13639	57204
13640	39000
13641	33000
13642	33000
13643	27600
13644	56568
13645	60000
13646	28020
13647	46800
13648	49296
13649	34764
13650	37704
13651	29976
13652	51600
13653	48000
13654	47400
13655	46284
13656	31800
13657	47676
13658	56172
13659	42000
13660	50604
13661	39000
13662	50844
13663	61200
13664	42732
13665	45996
13666	36000
13667	44160
13668	41808
13669	51804
13670	36000
13671	48000
13672	36240
13673	26004
13674	51996
13675	40788
13676	48000
13677	32100
13678	36000
13679	60000
13680	51996
13681	51996
13682	26208
13683	31920
13684	35100
13685	30852
13686	34068
13687	32340
13688	32244
13689	
13690	34188
13691	28596
13692	31200
13693	32712
13694	30000
13695	31860
13696	30156
13697	32244
13698	36000
13699	36000
13700	30108
13701	34068
13702	29088
13703	28500
13704	33600
13705	36396
13706	30000
13707	34248
13708	29532
13709	
13710	29400
13711	31200
13712	29652
13713	32496
13714	36000
13715	32592
13716	36000
13717	34404
13718	
13719	
13720	33048
13721	
13722	21060
13723	
13724	36396
13725	28080
13726	
13727	32400
13728	27060
13729	31200
13730	26412
13731	31200
13732	36000
13733	
13734	28536
13735	28416
13736	27084
13737	28800
13738	26568
13739	35964
13740	32496
13741	27600
13742	
13743	35724
13744	30000
13745	28704
13746	
13747	27648
13748	
13749	31200
13750	26988
13751	28824
13752	33048
13753	32496
13754	26400
13755	32844
13756	34008
13757	34368
13758	33600
13759	33216
13760	27816
13761	33720
13762	24708
13763	32436
13764	35688
13765	31320
13766	30000
13767	31212
13768	30000
13769	28848
13770	30000
13771	30372
13772	28632
13773	33600
13774	38676
13775	27456
13776	28800
13777	28800
13778	25608
13779	29976
13780	29784
13781	36000
13782	36000
13783	34008
13784	36000
13785	36000
13786	36000
13787	36000
13788	31320
13789	28800
13790	38400
13791	41748
13792	36396
13793	34908
13794	28596
13795	
13796	31200
13797	31200
13798	39600
13799	36000
13800	30000
13801	33936
13802	32112
13803	36000
13804	45048
13805	36000
13806	42000
13807	34308
13808	36000
13809	33888
13810	29052
13811	36000
13812	35532
13813	35472
13814	39672
13815	36000
13816	33108
13817	29112
13818	36396
13819	35268
13820	39000
13821	36204
13822	34800
13823	39048
13824	31200
13825	31200
13826	34800
13827	
13828	25476
13829	24000
13830	20832
13831	22800
13832	
13833	24000
13834	36000
13835	35556
13836	26004
13837	20796
13838	24000
13839	24600
13840	22500
13841	34440
13842	20988
13843	26700
13844	24036
13845	39492
13846	24204
13847	21864
13848	31200
13849	
13850	28656
13851	26004
13852	24000
13853	39000
13854	23040
13855	26100
13856	24600
13857	21852
13858	27600
13859	26004
13860	33804
13861	33936
13862	37200
13863	24228
13864	32400
13865	36000
13866	33996
13867	
13868	36000
13869	36000
13870	13908
13871	30600
13872	26004
13873	25908
13874	32268
13875	36000
13876	37452
13877	36000
13878	38400
13879	30000
13880	29220
13881	26520
13882	38700
13883	31200
13884	40680
13885	24600
13886	31380
13887	15024
13888	41604
13889	24000
13890	27564
13891	27600
13892	28800
13893	27324
13894	31200
13895	29256
13896	26004
13897	25200
13898	26004
13899	32616
13900	48000
13901	36000
13902	32400
13903	38700
13904	24960
13905	24000
13906	36000
13907	42000
13908	26016
13909	25440
13910	26400
13911	21588
13912	28596
13913	28596
13914	42000
13915	36000
13916	51996
13917	25896
13918	40692
13919	24000
13920	51996
13921	57000
13922	47460
13923	48000
13924	46716
13925	31800
13926	47400
13927	27000
13928	40800
13929	
13930	56004
13931	34860
13932	
13933	68604
13934	48000
13935	78000
13936	51996
13937	52836
13938	46320
13939	50004
13940	48000
13941	44400
13942	41988
13943	51996
13944	51600
13945	41808
13946	49800
13947	45504
13948	43200
13949	58800
13950	31200
13951	54000
13952	45600
13953	39000
13954	30600
13955	49800
13956	28596
13957	36000
13958	31908
13959	36204
13960	30816
13961	33600
13962	35700
13963	31200
13964	32220
13965	33840
13966	60000
13967	36000
13968	28992
13969	42000
13970	44232
13971	32400
13972	48000
13973	48000
13974	39000
13975	52488
13976	56004
13977	48000
13978	35400
13979	51600
13980	60000
13981	56700
13982	72000
13983	43008
13984	58380
13985	42000
13986	60000
13987	48000
13988	42348
13989	60000
13990	41988
13991	55800
13992	31200
13993	48480
13994	30504
13995	49992
13996	48000
13997	53004
13998	30660
13999	45768
14000	42300
14001	48000
14002	51996
14003	49620
14004	51600
14005	36000
14006	51996
14007	41604
14008	39600
14009	49200
14010	48000
14011	52800
14012	54000
14013	39600
14014	48000
14015	54000
14016	40008
14017	46800
14018	23400
14019	30168
14020	33708
14021	44400
14022	38400
14023	39000
14024	38400
14025	29400
14026	32400
14027	48000
14028	33600
14029	41220
14030	
14031	40200
14032	50400
14033	36000
14034	43800
14035	36000
14036	46200
14037	42000
14038	45420
14039	43404
14040	51996
14041	48000
14042	51804
14043	50004
14044	51996
14045	41808
14046	42000
14047	48708
14048	41808
14049	48000
14050	38940
14051	37404
14052	51996
14053	36000
14054	36000
14055	48000
14056	53976
14057	42000
14058	32400
14059	39000
14060	48000
14061	55200
14062	60000
14063	60000
14064	36300
14065	41604
14066	
14067	30000
14068	47880
14069	31020
14070	72000
14071	31128
14072	36000
14073	36000
14074	36000
14075	48000
14076	57000
14077	49200
14078	47940
14079	48000
14080	50004
14081	48000
14082	51348
14083	49380
14084	48000
14085	44484
14086	38808
14087	48000
14088	
14089	54048
14090	52908
14091	42828
14092	48000
14093	48000
14094	48000
14095	
14096	48000
14097	51300
14098	41604
14099	47796
14100	42000
14101	48000
14102	39960
14103	43200
14104	51996
14105	51996
14106	48000
14107	43800
14108	43200
14109	48180
14110	51600
14111	50400
14112	37200
14113	49404
14114	32496
14115	48000
14116	48000
14117	27000
14118	54000
14119	34128
14120	36000
14121	31200
14122	28800
14123	29400
14124	42000
14125	41580
14126	38520
14127	36600
14128	48552
14129	42000
14130	36204
14131	42216
14132	48000
14133	43620
14134	45600
14135	39000
14136	54000
14137	
14138	45504
14139	41544
14140	42600
14141	44304
14142	30000
14143	42000
14144	43200
14145	48000
14146	37404
14147	44388
14148	36000
14149	36000
14150	50880
14151	51996
14152	48180
14153	49200
14154	56400
14155	54360
14156	32160
14157	58140
14158	48000
14159	48000
14160	36000
14161	61920
14162	46956
14163	36000
14164	30756
14165	10404
14166	
14167	41604
14168	12000
14169	
14170	28920
14171	54600
14172	51996
14173	43800
14174	45000
14175	36660
14176	
14177	46620
14178	42000
14179	48000
14180	35148
14181	62400
14182	51996
14183	68256
14184	72000
14185	64800
14186	60180
14187	51996
14188	42000
14189	40980
14190	48000
14191	56004
14192	34908
14193	27960
14194	53004
14195	60000
14196	39600
14197	43200
14198	48600
14199	36000
14200	54000
14201	57000
14202	52884
14203	48000
14204	42000
14205	54600
14206	48936
14207	42000
14208	31200
14209	
14210	28272
14211	30000
14212	48000
14213	38700
14214	36900
14215	60000
14216	42000
14217	47400
14218	32352
14219	60000
14220	31200
14221	37200
14222	36444
14223	36000
14224	34800
14225	48000
14226	40224
14227	54804
14228	43584
14229	42000
14230	34800
14231	46800
14232	47400
14233	35400
14234	38976
14235	51000
14236	67596
14237	45600
14238	43800
14239	38004
14240	33600
14241	41448
14242	36000
14243	39000
14244	30600
14245	32400
14246	36204
14247	32400
14248	31764
14249	30000
14250	24696
14251	40608
14252	37200
14253	36204
14254	46800
14255	27036
14256	36000
14257	39264
14258	33324
14259	44700
14260	34524
14261	41400
14262	36396
14263	34608
14264	35640
14265	32448
14266	31200
14267	28596
14268	30000
14269	31308
14270	36072
14271	28968
14272	36000
14273	42708
14274	43200
14275	33804
14276	51000
14277	32664
14278	48780
14279	31200
14280	30156
14281	36000
14282	36000
14283	36816
14284	41400
14285	49200
14286	36000
14287	30948
14288	38640
14289	29304
14290	36888
14291	29172
14292	30000
14293	31200
14294	33600
14295	27600
14296	25548
14297	30600
14298	34956
14299	24000
14300	36000
14301	42000
14302	40248
14303	33048
14304	43944
14305	34032
14306	39600
14307	31500
14308	36000
14309	34488
14310	40464
14311	48048
14312	24600
14313	39480
14314	33804
14315	41580
14316	34800
14317	35472
14318	24384
14319	24840
14320	26808
14321	34056
14322	51996
14323	56760
14324	36396
14325	42540
14326	36660
14327	34800
14328	36396
14329	26004
14330	42000
14331	41400
14332	36000
14333	30552
14334	27720
14335	29376
14336	31200
14337	41520
14338	51996
14339	28200
14340	31380
14341	37416
14342	25200
14343	
14344	32640
14345	36456
14346	24600
14347	26208
14348	
14349	
14350	34200
14351	30528
14352	38808
14353	44328
